ID,DataName,Value,Key,English,es,ar,fr,hi,ko,tl,vi,zh,
57,Wrong_Rationale_3,"The registration age is 18, not 21. By age 30, men are beyond the registration requirement age range (18-26), so this would be too late to register.",Wrong_Rationale_3,"The registration age is 18, not 21. By age 30, men are beyond the registration requirement age range (18-26), so this would be too late to register.","La edad de registro es 18, no 21. A los 30 años, los hombres están más allá del rango de edad de registro (18-26), por lo que sería demasiado tarde para registrarse.","__ _______ __ 18_ ____ 21. ___ __ 30_ ____ ______ __ _______ ____ _____ _______ _______ (18-26)_ ___ _____ ______ __ ___ _______.","L’âge d’inscription est 18, pas 21. À 30 ans, les hommes sont au-delà de la tranche d’âge requise (18-26), donc il serait trop tard pour s’inscrire.","_______ ___ 18 __, 21 _____ 30 ____ __ ___ __, _____ _______ __ ______ ___ ____ (18-26) __ ___ ____ ___, _____ _______ __ ___ ____ ___ __ ______","__ ___ 18___, 21__ ____. 30__ __ ___ __ __ __ __(18-26_)_ _____ ______ __ ____.","Ang edad ng pagpaparehistro ay 18, hindi 21. Sa edad na 30, ang mga lalaki ay lampas na sa saklaw ng edad ng pagpaparehistro (18-26), kaya huli na para magparehistro.","Tu_i __ng k_ là 18, không ph_i 21. __n tu_i 30, _àn ông _ã v__t quá __ tu_i yêu c_u __ng k_ (18-26), vì v_y quá mu_n __ __ng k_.",_____18____21___30___________________18-26___________,
58,Question,What is one reason colonists came to America?,Question,What is one reason colonists came to America?,¿Cuál es una razón por la que los colonos vinieron a América?,__ __ ___ _______ ____ ____ __________ _____ ___ _______,Quelle est l’une des raisons pour lesquelles les colons sont venus en Amérique ?,______________ __ _______ ___ __ __ ____ ____ __?,___ _____ ___ _ _ __ ___ _____?,Ano ang isang dahilan kung bakit pumunta ang mga kolonista sa Amerika?,M_t l_ do mà nh_ng ng__i __nh c_ __n M_ là gì?,________________,
58,Correct_Answer_1,freedom,Correct_Answer_1,freedom,libertad,______,liberté,__________,__,kalayaan,t_ do,__,
58,Correct_Rationale_1,Many colonists came to America seeking various forms of freedom.,Correct_Rationale_1,Many colonists came to America seeking various forms of freedom.,Muchos colonos vinieron a América en busca de diversas formas de libertad.,___ ______ __ __________ ___ ______ _____ __ _____ ______ __ ______.,De nombreux colons sont venus en Amérique à la recherche de diverses formes de liberté.,__ ___________ _______ ______ __ __________ __ ____ ___ _______ ___,__ ___ _____ ___ ___ ___ __ __ ___ ____.,Maraming mga kolonista ang pumunta sa Amerika upang maghanap ng iba’t ibang anyo ng kalayaan.,Nhi_u ng__i __nh c_ __n M_ __ tìm ki_m các hình th_c t_ do khác nhau.,___________________,
58,Correct_Answer_2,political liberty,Correct_Answer_2,political liberty,libertad política,______ ________,liberté politique,________ __________,___ __,kalayaang pampulitika,t_ do chính tr_,____,
58,Correct_Rationale_2,Some colonists came to America seeking greater political freedom.,Correct_Rationale_2,Some colonists came to America seeking greater political freedom.,Algunos colonos vinieron a América buscando mayor libertad política.,___ ___ __________ ___ ______ _____ __ ____ ______ ____.,Certains colons sont venus en Amérique à la recherche d’une plus grande liberté politique.,___ ___________ ____ ________ __________ __ ____ ___ _______ ___,__ ___ _____ _ _ ___ ___ __ __ ___ ____.,Ang ilang mga kolonista ay pumunta sa Amerika upang maghanap ng mas malaking kalayaang pampulitika.,M_t s_ ng__i __nh c_ __n M_ __ tìm ki_m t_ do chính tr_ nhi_u h_n.,___________________,
58,Correct_Answer_3,religious freedom,Correct_Answer_3,religious freedom,libertad religiosa,______ _______,liberté religieuse,_______ __________,___ __,kalayaan sa relihiyon,t_ do tôn giáo,____,
58,Correct_Rationale_3,Many colonists came to America to practice their religion freely.,Correct_Rationale_3,Many colonists came to America to practice their religion freely.,Muchos colonos vinieron a América para practicar libremente su religión.,___ ______ __ __________ ___ ______ _______ _____ _____.,De nombreux colons sont venus en Amérique pour pratiquer librement leur religion.,__ ___________ ____ ____ ________ ___ __ ____ ____ __ ___ _______ ___,__ ___ _____ ____ ___ ____ __ ___ ____.,Maraming mga kolonista ang pumunta sa Amerika upang malayang isagawa ang kanilang relihiyon.,Nhi_u ng__i __nh c_ __n M_ __ t_ do th_c hành tôn giáo c_a h_.,____________________,
58,Correct_Answer_4,economic opportunity,Correct_Answer_4,economic opportunity,oportunidad económica,____ ________,opportunité économique,______ ____,___ __,pagkakataong pang-ekonomiya,c_ h_i kinh t_,____,
58,Correct_Rationale_4,Many colonists came to America seeking better economic opportunities.,Correct_Rationale_4,Many colonists came to America seeking better economic opportunities.,Muchos colonos vinieron a América en busca de mejores oportunidades económicas.,___ ______ __ __________ ___ ______ _____ __ ___ ________ ____.,De nombreux colons sont venus en Amérique à la recherche de meilleures opportunités économiques.,__ ___________ _____ ______ ______ __ ____ ___ _______ ___,__ ___ _____ _ __ ___ ___ __ __ ___ ____.,Maraming mga kolonista ang pumunta sa Amerika upang maghanap ng mas magagandang pagkakataong pang-ekonomiya.,Nhi_u ng__i __nh c_ __n M_ __ tìm ki_m c_ h_i kinh t_ t_t h_n.,___________________,
58,Correct_Answer_5,practice their religion,Correct_Answer_5,practice their religion,practicar su religión,______ _____,pratiquer leur religion,____ ____ __ ____ ____,___ ____,isagawa ang kanilang relihiyon,th_c hành tôn giáo c_a h_,_______,
58,Correct_Rationale_5,Religious practice was a major motivation for many colonists.,Correct_Rationale_5,Religious practice was a major motivation for many colonists.,La práctica religiosa fue una motivación importante para muchos colonos.,____ ________ _______ ______ _______ ______ __ __________.,La pratique religieuse était une motivation majeure pour de nombreux colons.,_______ ______ __ ______________ __ ___ __ ______ _______ ___,___ ___ __ ___ _____ __ ______.,Ang pagsasagawa ng relihiyon ay isang pangunahing motibasyon para sa maraming mga kolonista.,Th_c hành tôn giáo là m_t __ng l_c chính __i v_i nhi_u ng__i __nh c_.,________________,
58,Correct_Answer_6,escape persecution,Correct_Answer_6,escape persecution,escapar de la persecución,______ __ ________,échapper à la persécution,________ __ ____,___ ___,makatakas sa pag-uusig,tr_n thoát kh_i s_ _àn áp,____,
58,Correct_Rationale_6,Many colonists fled persecution in their home countries.,Correct_Rationale_6,Many colonists fled persecution in their home countries.,Muchos colonos huyeron de la persecución en sus países de origen.,__ ______ __ __________ __ ________ __ _______ _______.,De nombreux colons ont fui les persécutions dans leurs pays d’origine.,__ ___________ ____ ___ _____ ___ ________ __ ___ ___,__ ___ _____ ____ ___ __ ______.,Maraming mga kolonista ang tumakas mula sa pag-uusig sa kanilang mga bansang pinagmulan.,Nhi_u ng__i __nh c_ _ã ch_y tr_n kh_i s_ _àn áp _ quê h__ng c_a h_.,________________,
58,Wrong_Answer_1,"to serve the British King, for a vacation, to conquer Native Americans",Wrong_Answer_1,"to serve the British King, for a vacation, to conquer Native Americans","servir al Rey británico, para unas vacaciones, conquistar a los nativos americanos","_____ _____ __________ _____ _____ ____ ______ ________ __________","servir le roi britannique, pour des vacances, conquérir les Amérindiens","_______ ____ __ ____ ____ __ ___, ______ __ ___, ___ __________ __ _____ __ ___","__ __ ___ __, ___ __, ____ ____ ____ __","upang maglingkod sa Hari ng Britanya, para sa bakasyon, upang sakupin ang mga Katutubong Amerikano","ph_c v_ Vua Anh, _i ngh_, chinh ph_c ng__i M_ b_n __a",___________________,
58,Wrong_Rationale_1,"The colonists sought to escape the authority of the British King, not to serve him. Crossing the Atlantic at that time was a perilous, life-threatening journey, far from a vacation. While conflict and conquest did occur, it was not the primary stated reason for coming to America.",Wrong_Rationale_1,"The colonists sought to escape the authority of the British King, not to serve him. Crossing the Atlantic at that time was a perilous, life-threatening journey, far from a vacation. While conflict and conquest did occur, it was not the primary stated reason for coming to America.","Los colonos buscaban escapar de la autoridad del Rey británico, no servirle. Cruzar el Atlántico en ese tiempo era un viaje peligroso y mortal, lejos de unas vacaciones. Aunque hubo conflictos y conquistas, no fue la razón principal declarada para venir a América.","___ __________ _____ ______ __ ____ _____ __________ ____ _____. ___ ____ ______ _______ __ ___ _____ ____ _____ ____ _______ _____ __ _____ ____. ___ _____ __ ____ ______ _______ ___ ____ __ ___ _____ _______ ______ ______ ___ ______.","Les colons cherchaient à échapper à l’autorité du roi britannique, pas à le servir. Traverser l’Atlantique à cette époque était un voyage périlleux et mortel, loin d’être des vacances. Bien que des conflits et des conquêtes aient eu lieu, ce n’était pas la principale raison invoquée pour venir en Amérique.","______________ __ _______ ____ __ ______ __ ____ __ _____ __, ____ ____ ____ __ ___ _____ __ ___ ________ __ ___ ____ __ ______ __ ____-______ ____ ______ __, ______ __ ____ ____ ______ ______ __ ____ ___, __ _______ ___ __ _____ _____ ____ ____ ___","___ _____ __ __ ___ ___ __, __ ___ _ __ ______. __ ____ ___ __ ___ _ ___ ______, ____ ___ _____. ___ ___ __ ___, ___ ___ _ __ ___ ______.","Ang mga kolonista ay naghahangad na makatakas sa awtoridad ng Hari ng Britanya, hindi upang maglingkod sa kanya. Ang pagtawid sa Atlantiko noong panahong iyon ay isang mapanganib at nagbabantang-buhay na paglalakbay, malayo sa isang bakasyon. Bagama’t may mga naganap na alitan at pananakop, hindi ito ang pangunahing dahilan ng pagpunta sa Amerika.","Nh_ng ng__i __nh c_ tìm cách thoát kh_i quy_n l_c c_a Vua Anh, ch_ không ph_i __ ph_c v_ ông. V__t __i Tây D__ng th_i _ó là m_t hành trình nguy hi_m, _e d_a tính m_ng, hoàn toàn không gi_ng m_t k_ ngh_. Dù có xung __t và chinh ph_c x_y ra, nh_ng _ó không ph_i là l_ do chính ___c tuyên b_ __ __n M_.",_________________________________________________________________________________,
58,Wrong_Answer_2,"to escape poverty, to find gold, to establish trade routes",Wrong_Answer_2,"to escape poverty, to find gold, to establish trade routes","escapar de la pobreza, encontrar oro, establecer rutas comerciales","______ __ ______ ______ ___ ______ ______ ___ ______","échapper à la pauvreté, trouver de l’or, établir des routes commerciales","_____ __ ____ __ ___, ____ _____ __ ___, _______ _____ _______ ____ __ ___","___ ___ __, __ __ __, ____ ____ __","upang makatakas sa kahirapan, upang makahanap ng ginto, upang magtatag ng mga rutang pangkalakalan","__ thoát kh_i nghèo _ói, __ tìm vàng, __ thi_t l_p các tuy_n th__ng m_i",________________,
58,Wrong_Rationale_2,"While economic opportunity was a valid reason, these specific motivations oversimplify the complex religious, political, and economic factors that drove colonization.",Wrong_Rationale_2,"While economic opportunity was a valid reason, these specific motivations oversimplify the complex religious, political, and economic factors that drove colonization.","Aunque la oportunidad económica fue una razón válida, estas motivaciones específicas simplifican en exceso los complejos factores religiosos, políticos y económicos que impulsaron la colonización.","__ ___ __ ______ __________ ____ _____ _______ ___ ___ _______ _______ ____ ____ ____ _______ _______ _________ ___________ _______ ____ ____ _________.","Bien que l’opportunité économique ait été une raison valable, ces motivations spécifiques simplifient à l’excès les facteurs religieux, politiques et économiques complexes qui ont motivé la colonisation.","______ ______ ____ __ ___ ____ __, __ _______ _________ ___________ __ _______ ____ ____ ____ _______, ________ __ ______ ______ __ _______ ___ ___ ____ ____","___ ___ ___ _____, ___ ____ ___ ____ __ ___ ___·___·___ ___ ____ ____ ____.","Bagama’t ang oportunidad na pang-ekonomiya ay isang wastong dahilan, ang mga partikular na motibasyong ito ay labis na pinapasimple ang masalimuot na relihiyoso, politikal, at ekonomikong mga salik na nagtulak sa kolonisasyon.","M_c dù c_ h_i kinh t_ là m_t l_ do chính _áng, nh_ng nh_ng __ng c_ c_ th_ này __n gi_n hóa quá m_c các y_u t_ tôn giáo, chính tr_ và kinh t_ ph_c t_p _ã thúc __y vi_c th_c dân hóa.",______________________________________________,
58,Wrong_Answer_3,"to spread Christianity, to claim land for Spain, to find the Northwest Passage",Wrong_Answer_3,"to spread Christianity, to claim land for Spain, to find the Northwest Passage","difundir el cristianismo, reclamar tierras para España, encontrar el Pasaje del Noroeste","____ _________ ________ ________ _________ ______ ___ _____ _______ ______","répandre le christianisme, revendiquer des terres pour l’Espagne, trouver le passage du Nord-Ouest","____ ____ ______ __ ___, _____ __ ___ ____ __ ____ ____ __ ___, __________ _____ _____ __ ___","____ ____ __, ____ __ __ ____ __, __ ___ __ __","upang ipalaganap ang Kristiyanismo, upang angkinin ang lupa para sa Espanya, upang hanapin ang Northwest Passage","__ truy_n bá C_ __c giáo, __ tuyên b_ __t _ai cho Tây Ban Nha, __ tìm Hành lang Tây B_c",_____________________,
58,Wrong_Rationale_3,"These were motivations for some explorers and missionaries, but not the primary reasons why ordinary colonists came to establish permanent settlements in America.",Wrong_Rationale_3,"These were motivations for some explorers and missionaries, but not the primary reasons why ordinary colonists came to establish permanent settlements in America.","Estas fueron motivaciones para algunos exploradores y misioneros, pero no las razones principales por las que los colonos comunes vinieron a establecer asentamientos permanentes en América.","____ ___ _____ ____ __________ __________ _____ __ ___ _______ ________ ____ ____ __________ ________ _____ ______ ________ _____ __ ______.","C’étaient des motivations pour certains explorateurs et missionnaires, mais pas les raisons principales pour lesquelles les colons ordinaires sont venus établir des colonies permanentes en Amérique.","__ ___ __________ __ _________ __ _________ ___, _____ ______ ______________ __ _______ ___ ______ ________ _______ ____ __ ________ ____ ____ ____","____ __ _____ _____ _____, ___ ___ _____ ___ __ ____ ___ _ __ ___ ______.","Ang mga ito ay mga motibasyon para sa ilang mga eksplorador at misyonero, ngunit hindi ang pangunahing dahilan kung bakit ang mga ordinaryong kolonista ay pumunta upang magtatag ng permanenteng pamayanan sa Amerika.","_ây là __ng c_ c_a m_t s_ nhà thám hi_m và nhà truy_n giáo, nh_ng không ph_i là l_ do chính khi_n nh_ng ng__i __nh c_ bình th__ng __n __ l_p các khu __nh c_ lâu dài _ M_.",_________________________________________,
59,Question,Who lived in America before the Europeans arrived?,Question,Who lived in America before the Europeans arrived?,¿Quién vivía en América antes de que llegaran los europeos?,__ ___ __ ______ ___ ____ ___________,Qui vivait en Amérique avant l’arrivée des Européens ?,__________ __ ___ __ ____ _______ ___ ___ ____ __?,____ ____ __ ____ __ __ _____?,Sino ang nanirahan sa Amerika bago dumating ang mga Europeo?,Ai _ã s_ng _ châu M_ tr__c khi ng__i châu Âu __n?,________________,
59,Correct_Answer_1,American Indians,Correct_Answer_1,American Indians,Indios americanos,______ __________,Indiens d’Amérique,_______ ______,____ ___,Mga Amerikanong Indio,Ng__i da __ châu M_,______,
59,Correct_Rationale_1,,Correct_Rationale_1,,,,,,,,,,
59,Correct_Answer_2,Native Americans,Correct_Answer_2,Native Americans,Nativos americanos,__________ ________,Amérindiens,___ _______,____ ____,Mga Katutubong Amerikano,Ng__i M_ b_n __a,_____,
59,Correct_Rationale_2,,Correct_Rationale_2,,,,,,,,,,
59,Wrong_Answer_1,"No one, Africans",Wrong_Answer_1,"No one, Africans","Nadie, africanos","__ ____ ________","Personne, Africains","___ ____, _______","___ __, _____","Wala, mga Aprikano","Không ai, ng__i châu Phi",_______,
59,Wrong_Rationale_1,"Millions of indigenous people were living in the Americas long before the Europeans arrived. Africans were later forcibly brought to America as slaves, not the original inhabitants who were already there.",Wrong_Rationale_1,"Millions of indigenous people were living in the Americas long before the Europeans arrived. Africans were later forcibly brought to America as slaves, not the original inhabitants who were already there.","Millones de pueblos indígenas vivían en las Américas mucho antes de la llegada de los europeos. Los africanos fueron llevados por la fuerza más tarde como esclavos, no eran los habitantes originales que ya estaban allí.","___ ________ __ ______ ________ ______ __ __________ ___ ___ ____ __ ____ __________. ____ ________ ______ _____ ___ ______ ______ ___ ______ ______ ________ _____ _____ _______ ______.","Des millions de peuples autochtones vivaient en Amérique bien avant l’arrivée des Européens. Les Africains ont ensuite été amenés de force en Amérique comme esclaves, et non comme les habitants originaux qui y étaient déjà.","_____ _______ ___ __________ __ ___ __ ____ ____ _______ ___ ____ ___ __________ __ ___ ___ ____ ___ __ ___ ___ _______ ____ ___, __ ____ __ _____ ___ ______ ____ ___","____ _____ ____ ____ __ ___ _____ __ _____. _______ ___ ___ ___ _____, __ __ __ _____ ______.","Milyun-milyong mga katutubong tao ang naninirahan sa Amerika bago pa dumating ang mga Europeo. Ang mga Aprikano ay sapilitang dinala sa Amerika bilang mga alipin, hindi ang mga orihinal na naninirahan na nandoon na.","Hàng tri_u ng__i b_n __a _ã sinh s_ng _ châu M_ t_ lâu tr__c khi ng__i châu Âu __n. Ng__i châu Phi sau _ó b_ c__ng b_c __a __n M_ làm nô l_, không ph_i là c_ dân b_n __a v_n _ã s_ng _ _ó.",__________________________________________________________,
59,Wrong_Answer_2,"Vikings, Chinese explorers",Wrong_Answer_2,"Vikings, Chinese explorers","Vikingos, exploradores chinos","_________ __________ ________","Vikings, explorateurs chinois","_______, ____ ________","___, __ ___","Mga Viking, mga manlalakbay na Tsino","Ng__i Viking, các nhà thám hi_m Trung Qu_c",_________,
59,Wrong_Rationale_2,"While Vikings may have visited North America briefly around 1000 AD, they did not establish permanent settlements and were not the original inhabitants. Chinese explorers did not reach the Americas before Europeans arrived.",Wrong_Rationale_2,"While Vikings may have visited North America briefly around 1000 AD, they did not establish permanent settlements and were not the original inhabitants. Chinese explorers did not reach the Americas before Europeans arrived.","Aunque los vikingos pudieron haber visitado brevemente América del Norte alrededor del año 1000 d.C., no establecieron asentamientos permanentes y no eran los habitantes originales. Los exploradores chinos no llegaron a las Américas antes de que llegaran los europeos.","__ ___ __ ________ ____ _____ ______ ________ _____ _____ _____ ___ 1000 _______ ___ ____ __ ______ ________ _____ ___ ______ ______ ________. __ ___ __________ ________ ___ __________ ___ ____ __________.","Bien que les Vikings aient pu visiter brièvement l’Amérique du Nord vers l’an 1000, ils n’y ont pas établi de colonies permanentes et n’étaient pas les habitants d’origine. Les explorateurs chinois n’ont pas atteint les Amériques avant l’arrivée des Européens.","______ _________ __ ____ 1000 _____ ___ ______ _______ __ _________ ____ ____ __ ____ __, _____ ________ ______ ________ _______ ____ ___ __ __ ___ ______ ____ ___ ____ ________ __________ __ ___ __ ____ _______ ____ _______",____ ___ _ 1000__ ___ __ ____ _ ___ ____ ____ ___ ___ ____ ______. __ _____ ____ ____ __ _____ ____ _____.,"Maaaring binisita ng mga Viking ang Hilagang Amerika nang panandalian noong bandang taong 1000 AD, ngunit hindi sila nagtayo ng permanenteng pamayanan at hindi sila ang mga orihinal na naninirahan. Ang mga manlalakbay na Tsino ay hindi nakarating sa Amerika bago dumating ang mga Europeo.","Ng__i Viking có th_ _ã ghé th_m B_c M_ m_t th_i gian ng_n vào kho_ng n_m 1000 sau Công nguyên, nh_ng h_ không l_p nên các khu __nh c_ lâu dài và không ph_i là c_ dân b_n __a. Các nhà thám hi_m Trung Qu_c không __n ___c châu M_ tr__c khi ng__i châu Âu t_i.",________1000___________________________________________________,
59,Wrong_Answer_3,"Spanish conquistadors, English colonists",Wrong_Answer_3,"Spanish conquistadors, English colonists","Conquistadores españoles, colonos ingleses","______ ________ __________ ________","Conquistadors espagnols, colons anglais","_______ ______, _______ ___________","___ ___, __ __ ___","Mga mananakop na Kastila, mga Ingles na kolonista","Nh_ng k_ chinh ph_c Tây Ban Nha, nh_ng ng__i __nh c_ Anh",____________,
59,Wrong_Rationale_3,"Spanish conquistadors were among the first Europeans to arrive, not pre-European inhabitants. English colonists arrived in the 1600s, well after indigenous peoples had been living there for thousands of years.",Wrong_Rationale_3,"Spanish conquistadors were among the first Europeans to arrive, not pre-European inhabitants. English colonists arrived in the 1600s, well after indigenous peoples had been living there for thousands of years.","Los conquistadores españoles estuvieron entre los primeros europeos en llegar, no los habitantes anteriores a los europeos. Los colonos ingleses llegaron en el siglo XVII, mucho después de que los pueblos indígenas hubieran estado viviendo allí durante miles de años.","___ ______ _______ __ ___ _____ __________ _____ ______ ______ ______ ________ __________. ___ __________ ________ __ _____ ______ ____ ___ ____ ______ __ ___ ______ _______ ____.","Les conquistadors espagnols faisaient partie des premiers Européens à arriver, pas des habitants pré-européens. Les colons anglais sont arrivés au XVIIe siècle, bien après que les peuples autochtones y aient vécu pendant des milliers d’années.","_______ ______ ____ __________ ___ __ __ __ __, _ __ _____ __ ____ __ _______ _______ ___________ 1600 __ ___ ___ __, ____ ___ ___ __ _______ ___ ____ ______ ______ __ __ ___ ___","___ _____ __ ___ ___ _ ____, __ __ ___ ____ ______. __ __ _____ _____ __ _ __ __ __ __ 1600___ ______.","Ang mga mananakop na Kastila ay kabilang sa mga unang Europeo na dumating, hindi mga nanirahan bago ang Europeo. Ang mga Ingles na kolonista ay dumating noong 1600s, matagal pagkatapos na naninirahan doon ang mga katutubong tao sa loob ng libu-libong taon.","Nh_ng k_ chinh ph_c Tây Ban Nha là m_t trong nh_ng ng__i châu Âu __u tiên __n, không ph_i là c_ dân tr__c th_i châu Âu. Nh_ng ng__i __nh c_ Anh __n vào nh_ng n_m 1600, r_t lâu sau khi ng__i b_n __a _ã sinh s_ng _ _ó hàng nghìn n_m.",______________________________________17_______________________,
60,Question,What group of people was taken to America and sold as slaves?,Question,What group of people was taken to America and sold as slaves?,¿Qué grupo de personas fue llevado a América y vendido como esclavos?,__ __ ________ __ _____ ____ _____ ___ ______ _____ ______,Quel groupe de personnes a été emmené en Amérique et vendu comme esclaves ?,___ ____ __ _____ __ _______ __ ____ ___ __ ___ ___ ____ ___ __?,__ ____ ____ ___ ___ _____?,Anong grupo ng mga tao ang dinala sa Amerika at ipinagbili bilang mga alipin?,Nhóm ng__i nào _ã b_ __a __n M_ và b_ bán làm nô l_?,__________________,
60,Correct_Answer_1,Africans,Correct_Answer_1,Africans,Africanos,________,Africains,_______,_____,Mga Aprikano,Ng__i châu Phi,___,
60,Correct_Rationale_1,Africans were forcibly brought to America and sold as slaves.,Correct_Rationale_1,Africans were forcibly brought to America and sold as slaves.,Los africanos fueron llevados por la fuerza a América y vendidos como esclavos.,__ ___ ________ _____ ___ ______ ______ _____.,Les Africains ont été amenés de force en Amérique et vendus comme esclaves.,__________ __ ____ _______ ____ ___ __ _____ __ ___ ___ ____ ____,_______ ___ ___ ___ ___ _____.,Ang mga Aprikano ay sapilitang dinala sa Amerika at ipinagbili bilang mga alipin.,Ng__i châu Phi _ã b_ c__ng b_c __a __n M_ và b_ bán làm nô l_.,___________________,
60,Correct_Answer_2,people from Africa,Correct_Answer_2,people from Africa,personas de África,_____ __ _______,personnes d’Afrique,_______ __ ___,______ _ ___,mga tao mula sa Africa,ng__i t_ châu Phi,______,
60,Correct_Rationale_2,People from the African continent were enslaved and brought to America.,Correct_Rationale_2,People from the African continent were enslaved and brought to America.,Las personas del continente africano fueron esclavizadas y llevadas a América.,__ _______ _______ __ ______ _________ _______ ___ ______.,Des personnes du continent africain ont été réduites en esclavage et amenées en Amérique.,_______ ________ __ _____ __ ___ _____ ___ __ _______ ____ ____,____ ___ ____ ___ __ ____ ______.,Ang mga tao mula sa kontinente ng Africa ay inalipin at dinala sa Amerika.,Ng__i t_ l_c __a châu Phi _ã b_ b_t làm nô l_ và b_ __a __n M_.,_________________,
60,Wrong_Answer_1,Europeans,Wrong_Answer_1,Europeans,Europeos,__________,Européens,_______,___,Mga Europeo,Ng__i châu Âu,___,
60,Wrong_Rationale_1,Europeans were the immigrants or colonists.,Wrong_Rationale_1,Europeans were the immigrants or colonists.,Los europeos fueron los inmigrantes o colonos.,___ __________ __ _________ __ __________.,Les Européens étaient les immigrants ou colons.,_______ ________ __ ___________ ___,_____ _____ __ _______.,Ang mga Europeo ang mga imigrante o mga kolonista.,Ng__i châu Âu là nh_ng ng__i nh_p c_ ho_c th_c dân.,___________,
60,Wrong_Answer_2,American Indians,Wrong_Answer_2,American Indians,Indios americanos,______ __________,Indiens d’Amérique,_______ ______,____ ___,Mga Amerikanong Indio,Ng__i da __ châu M_,______,
60,Wrong_Rationale_2,"While Native Americans faced oppression and loss of land, they were not the subjects of the transatlantic slave trade.",Wrong_Rationale_2,"While Native Americans faced oppression and loss of land, they were not the subjects of the transatlantic slave trade.","Aunque los nativos americanos enfrentaron opresión y pérdida de tierras, no fueron objeto del comercio transatlántico de esclavos.","_____ ____ __________ ________ ________ ______ ________ __ ______ _____ _____ ______ ___ _______.","Bien que les Amérindiens aient fait face à l’oppression et à la perte de leurs terres, ils n’ont pas été les victimes de la traite transatlantique des esclaves.","______ ___ __________ __ ________ __ ____ __ ____ __ _____ ____ ____, __ _______________ ___ _______ __ ____ ____ ___","____ _____ ___ __ ___ ____, ___ __ ___ ___ ______.","Bagama’t nakaranas ng pang-aapi at pagkawala ng lupa ang mga Katutubong Amerikano, hindi sila naging bahagi ng transatlantic na kalakalan ng alipin.","M_c dù ng__i b_n __a M_ ph_i __i m_t v_i áp b_c và m_t __t, h_ không ph_i là __i t__ng c_a buôn bán nô l_ xuyên __i Tây D__ng.",___________________________________,
60,Wrong_Answer_3,Asians,Wrong_Answer_3,Asians,Asiáticos,_________,Asiatiques,______,____,Mga Asyano,Ng__i châu Á,___,
60,Wrong_Rationale_3,Immigration from Asia began primarily in the latter half of the 19th century.,Wrong_Rationale_3,Immigration from Asia began primarily in the latter half of the 19th century.,La inmigración de Asia comenzó principalmente en la segunda mitad del siglo XIX.,___ ______ __ ____ ______ __ _____ ______ __ _____ ______ ___.,L’immigration en provenance d’Asie a commencé principalement dans la seconde moitié du XIXe siècle.,_____ __ ______ _____ ___ __ 19___ ___ __ _________ ___ ____ ____,______ ___ __ 19__ ___ _______.,Ang imigrasyon mula sa Asya ay nagsimula pangunahin noong ikalawang kalahati ng ika-19 na siglo.,Vi_c nh_p c_ t_ châu Á b_t __u ch_ y_u vào n_a sau c_a th_ k_ 19.,___________19______,
61,Question,Why did the colonists fight the British?,Question,Why did the colonists fight the British?,¿Por qué lucharon los colonos contra los británicos?,_____ ____ __________ ____________,Pourquoi les colons se sont-ils battus contre les Britanniques ?,______________ __ _________ __ _____ _____ __?,______ ___ __ ___ _____?,Bakit nakipaglaban ang mga kolonista sa mga Briton?,T_i sao nh_ng ng__i thu_c __a l_i chi_n __u v_i ng__i Anh?,_____________,
61,Correct_Answer_1,because of high taxes (taxation without representation),Correct_Answer_1,because of high taxes (taxation without representation),por los altos impuestos (impuestos sin representación),____ _______ ________ (_______ ___ _____),à cause des impôts élevés (imposition sans représentation),____ ____ __ ____ (____________ __ ____ ______),__ __ __ (__ __ __),dahil sa mataas na buwis (pagbubuwis na walang representasyon),vì thu_ cao (_ánh thu_ mà không có __i di_n),______________,
61,Correct_Rationale_1,They were angered by taxes imposed upon them without having their own representatives in the British Parliament.,Correct_Rationale_1,They were angered by taxes imposed upon them without having their own representatives in the British Parliament.,Estaban enojados por los impuestos impuestos sin tener representantes en el Parlamento británico.,_____ ______ __ _______ ________ _____ ___ __ ____ ___ ______ __ ________ _________.,Ils étaient en colère contre les impôts imposés sans avoir de représentants au Parlement britannique.,__ __ __ ____ __ ____ __ ______ __ _______ ____ _______ ____ ___ ____ _________ ____ ___,___ __ ___ ____ __ __ ___ ___ ____.,Galit sila sa mga buwis na ipinataw sa kanila nang wala silang sariling kinatawan sa Parlyamento ng Britanya.,H_ t_c gi_n vì b_ áp __t thu_ mà không có __i di_n trong Qu_c h_i Anh.,_____________________,
61,Correct_Answer_2,because the British army stayed in their houses,Correct_Answer_2,because the British army stayed in their houses,porque el ejército británico se alojaba en sus casas,___ _____ _________ ___ __ _______,parce que l'armée britannique restait dans leurs maisons,_______ _______ ____ ____ ____ ___ ____ __,____ ___ __ ____ ___,dahil nanirahan ang hukbong Britanya sa kanilang mga bahay,vì quân __i Anh _ trong nhà c_a h_,____________,
