ID,DataName,es,
57,Correct_Rationale_2,"Aunque el registro debe hacerse a los 18, es posible registrarse hasta los 26 años.",
57,Wrong_Answer_1,"cuando se unen al ejército, cuando votan",
57,Wrong_Rationale_1,Registrarse en el Servicio Selectivo es un proceso separado de alistarse y es para un posible reclutamiento. El registro en el Servicio Selectivo y el registro de votantes son procesos distintos con diferentes requisitos y tiempos.,
57,Wrong_Answer_2,"cuando se casan, cuando se gradúan de la secundaria",
57,Wrong_Rationale_2,"El estado civil no activa los requisitos de registro en el Servicio Selectivo. La graduación de la secundaria no está relacionada con el momento del registro, que se basa únicamente en la edad.",
57,Wrong_Answer_3,"cuando cumplen 21, cuando cumplen 30",
57,Wrong_Rationale_3,"La edad de registro es 18, no 21. A los 30 años, los hombres están más allá del rango de edad de registro (18-26), por lo que sería demasiado tarde para registrarse.",
58,Question,¿Cuál es una razón por la que los colonos vinieron a América?,
58,Correct_Answer_1,libertad,
58,Correct_Rationale_1,Muchos colonos vinieron a América en busca de diversas formas de libertad.,
58,Correct_Answer_2,libertad política,
58,Correct_Rationale_2,Algunos colonos vinieron a América buscando mayor libertad política.,
58,Correct_Answer_3,libertad religiosa,
58,Correct_Rationale_3,Muchos colonos vinieron a América para practicar libremente su religión.,
58,Correct_Answer_4,oportunidad económica,
58,Correct_Rationale_4,Muchos colonos vinieron a América en busca de mejores oportunidades económicas.,
58,Correct_Answer_5,practicar su religión,
58,Correct_Rationale_5,La práctica religiosa fue una motivación importante para muchos colonos.,
58,Correct_Answer_6,escapar de la persecución,
58,Correct_Rationale_6,Muchos colonos huyeron de la persecución en sus países de origen.,
58,Wrong_Answer_1,"servir al Rey británico, para unas vacaciones, conquistar a los nativos americanos",
58,Wrong_Rationale_1,"Los colonos buscaban escapar de la autoridad del Rey británico, no servirle. Cruzar el Atlántico en ese tiempo era un viaje peligroso y mortal, lejos de unas vacaciones. Aunque hubo conflictos y conquistas, no fue la razón principal declarada para venir a América.",
58,Wrong_Answer_2,"escapar de la pobreza, encontrar oro, establecer rutas comerciales",
58,Wrong_Rationale_2,"Aunque la oportunidad económica fue una razón válida, estas motivaciones específicas simplifican en exceso los complejos factores religiosos, políticos y económicos que impulsaron la colonización.",
58,Wrong_Answer_3,"difundir el cristianismo, reclamar tierras para España, encontrar el Pasaje del Noroeste",
58,Wrong_Rationale_3,"Estas fueron motivaciones para algunos exploradores y misioneros, pero no las razones principales por las que los colonos comunes vinieron a establecer asentamientos permanentes en América.",
59,Question,¿Quién vivía en América antes de que llegaran los europeos?,
59,Correct_Answer_1,Indios americanos,
59,Correct_Rationale_1,,
59,Correct_Answer_2,Nativos americanos,
59,Correct_Rationale_2,,
59,Wrong_Answer_1,"Nadie, africanos",
59,Wrong_Rationale_1,"Millones de pueblos indígenas vivían en las Américas mucho antes de la llegada de los europeos. Los africanos fueron llevados por la fuerza más tarde como esclavos, no eran los habitantes originales que ya estaban allí.",
59,Wrong_Answer_2,"Vikingos, exploradores chinos",
59,Wrong_Rationale_2,"Aunque los vikingos pudieron haber visitado brevemente América del Norte alrededor del año 1000 d.C., no establecieron asentamientos permanentes y no eran los habitantes originales. Los exploradores chinos no llegaron a las Américas antes de que llegaran los europeos.",
59,Wrong_Answer_3,"Conquistadores españoles, colonos ingleses",
59,Wrong_Rationale_3,"Los conquistadores españoles estuvieron entre los primeros europeos en llegar, no los habitantes anteriores a los europeos. Los colonos ingleses llegaron en el siglo XVII, mucho después de que los pueblos indígenas hubieran estado viviendo allí durante miles de años.",
60,Question,¿Qué grupo de personas fue llevado a América y vendido como esclavos?,
60,Correct_Answer_1,Africanos,
60,Correct_Rationale_1,Los africanos fueron llevados por la fuerza a América y vendidos como esclavos.,
60,Correct_Answer_2,personas de África,
60,Correct_Rationale_2,Las personas del continente africano fueron esclavizadas y llevadas a América.,
60,Wrong_Answer_1,Europeos,
60,Wrong_Rationale_1,Los europeos fueron los inmigrantes o colonos.,
60,Wrong_Answer_2,Indios americanos,
60,Wrong_Rationale_2,"Aunque los nativos americanos enfrentaron opresión y pérdida de tierras, no fueron objeto del comercio transatlántico de esclavos.",
60,Wrong_Answer_3,Asiáticos,
60,Wrong_Rationale_3,La inmigración de Asia comenzó principalmente en la segunda mitad del siglo XIX.,
61,Question,¿Por qué lucharon los colonos contra los británicos?,
61,Correct_Answer_1,por los altos impuestos (impuestos sin representación),
61,Correct_Rationale_1,Estaban enojados por los impuestos impuestos sin tener representantes en el Parlamento británico.,
61,Correct_Answer_2,porque el ejército británico se alojaba en sus casas,
61,Correct_Rationale_2,La Ley de Alojamiento requería que los colonos alojaran y alimentaran a los soldados británicos.,
61,Correct_Answer_3,porque no tenían autogobierno,
61,Correct_Rationale_3,Los colonos querían gobernarse a sí mismos y ser libres del gobierno unilateral británico.,
61,Wrong_Answer_1,"porque querían un nuevo rey, porque querían aliarse con Francia, porque querían abolir todos los impuestos",
61,Wrong_Rationale_1,"Ellos buscaban establecer una república y separarse del dominio de un rey por completo, no solo reemplazarlo. La alianza con Francia fue una estrategia durante la guerra, no la razón fundamental para comenzarla. El problema no eran los impuestos en general, sino los impuestos “injustos” impuestos sin su consentimiento.",
61,Wrong_Answer_2,"por la persecución religiosa, por las dificultades económicas, por las disputas territoriales",
61,Wrong_Rationale_2,"Aunque estos fueron factores que contribuyeron a las quejas coloniales, las razones principales para luchar fueron políticas: impuestos sin representación, alojamiento forzoso de soldados y falta de autogobierno.",
61,Wrong_Answer_3,"porque querían independencia inmediata, porque odiaban a todos los británicos, porque querían expandirse hacia el oeste",
61,Wrong_Rationale_3,"Inicialmente, los colonos buscaron la reconciliación y solo gradualmente se movieron hacia la independencia. Sus quejas eran con las políticas británicas, no con el pueblo británico personalmente. La expansión hacia el oeste no fue una causa principal del conflicto.",
62,Question,¿Quién escribió la Declaración de Independencia?,
62,Correct_Answer_1,(Thomas) Jefferson,
62,Correct_Rationale_1,Thomas Jefferson fue el autor principal de la Declaración de Independencia.,
62,Wrong_Answer_1,George Washington,
62,Wrong_Rationale_1,George Washington fue el Comandante en Jefe del Ejército Continental y el primer Presidente.,
62,Wrong_Answer_2,Abraham Lincoln,
62,Wrong_Rationale_2,Abraham Lincoln fue el decimosexto Presidente durante la Guerra Civil.,
62,Wrong_Answer_3,Benjamin Franklin,
62,Wrong_Rationale_3,"Benjamin Franklin estuvo en el comité, revisó el documento y lo firmó, pero no fue el autor principal.",
63,Question,¿Cuándo se adoptó la Declaración de Independencia?,
63,Correct_Answer_1,4 de julio de 1776,
63,Correct_Rationale_1,Esta fecha se celebra como el Día de la Independencia en los Estados Unidos.,
63,Wrong_Answer_1,17 de septiembre de 1787,
63,Wrong_Rationale_1,"El 17 de septiembre de 1787 fue cuando se firmó la Constitución, no cuando se adoptó la Declaración de Independencia.",
63,Wrong_Answer_2,12 de octubre de 1492,
63,Wrong_Rationale_2,"El 12 de octubre de 1492 fue cuando Cristóbal Colón llegó a las Américas, no cuando se adoptó la Declaración.",
63,Wrong_Answer_3,19 de abril de 1775,
63,Wrong_Rationale_3,"El 19 de abril de 1775 fue el inicio de la Guerra de Independencia en Lexington y Concord, no cuando se adoptó la Declaración.",
64,Question,Había 13 estados originales. Nombra tres.,
64,Correct_Answer_1,Nuevo Hampshire,
64,Correct_Rationale_1,Nuevo Hampshire fue una de las 13 colonias originales.,
64,Correct_Answer_2,Massachusetts,
64,Correct_Rationale_2,Massachusetts fue una de las 13 colonias originales.,
64,Correct_Answer_3,Rhode Island,
64,Correct_Rationale_3,Rhode Island fue una de las 13 colonias originales.,
64,Correct_Answer_4,Connecticut,
64,Correct_Rationale_4,Connecticut fue una de las 13 colonias originales.,
64,Correct_Answer_5,Nueva York,
64,Correct_Rationale_5,Nueva York fue una de las 13 colonias originales.,
64,Correct_Answer_6,Nueva Jersey,
64,Correct_Rationale_6,Nueva Jersey fue una de las 13 colonias originales.,
64,Correct_Answer_7,Pensilvania,
64,Correct_Rationale_7,Pensilvania fue una de las 13 colonias originales.,
64,Correct_Answer_8,Delaware,
64,Correct_Rationale_8,Delaware fue una de las 13 colonias originales.,
64,Correct_Answer_9,Maryland,
64,Correct_Rationale_9,Maryland fue una de las 13 colonias originales.,
64,Correct_Answer_10,Virginia,
64,Correct_Rationale_10,Virginia fue una de las 13 colonias originales.,
64,Correct_Answer_11,Carolina del Norte,
64,Correct_Rationale_11,Carolina del Norte fue una de las 13 colonias originales.,
64,Correct_Answer_12,Carolina del Sur,
64,Correct_Rationale_12,Carolina del Sur fue una de las 13 colonias originales.,
64,Correct_Answer_13,Georgia,
64,Correct_Rationale_13,Georgia fue una de las 13 colonias originales.,
64,Wrong_Answer_1,"Florida, California, Texas, Alaska",
64,Wrong_Rationale_1,"Florida se unió a la Unión como el estado número 27 en 1845, no una colonia original. California se unió como el estado número 31 en 1850. Texas se unió como el estado número 28 en 1845. Alaska se unió como el estado número 49 en 1959, mucho después de las 13 colonias originales.",
64,Wrong_Answer_2,"Ohio, Kentucky, Vermont, Tennessee",
64,Wrong_Rationale_2,"Ohio se unió a la Unión como el estado número 17 en 1803, después de las 13 originales. Kentucky fue el estado número 15 en 1792. Vermont fue el estado número 14 en 1791. Tennessee fue el estado número 16 en 1796. Todos se unieron después de las 13 colonias originales.",
64,Wrong_Answer_3,"Hawaii, Nevada, Colorado, Utah",
64,Wrong_Rationale_3,Hawaii se unió como el estado número 50 en 1959. Nevada se unió como el estado número 36 en 1864. Colorado se unió como el estado número 38 en 1876. Utah se unió como el estado número 45 en 1896. Ninguno formaba parte de las 13 colonias originales establecidas antes de la independencia.,
65,Question,¿Qué pasó en la Convención Constitucional?,
65,Correct_Answer_1,Se escribió la Constitución.,
65,Correct_Rationale_1,"La Convención Constitucional se celebró para crear un nuevo marco de gobierno, lo que resultó en la Constitución de los EE. UU.",
65,Correct_Answer_2,Los Padres Fundadores redactaron la Constitución.,
65,Correct_Rationale_2,Los Padres Fundadores se reunieron en la Convención Constitucional para redactar la Constitución.,
65,Wrong_Answer_1,Se redactó la Declaración de Independencia.,
65,Wrong_Rationale_1,"La Declaración de Independencia se redactó 11 años antes, en el Congreso Continental en 1776.",
65,Wrong_Answer_2,Comenzó la Guerra de Independencia.,
65,Wrong_Rationale_2,La Guerra de Independencia comenzó en 1775 y ya había terminado antes de la Convención Constitucional (1787).,
65,Wrong_Answer_3,George Washington fue elegido presidente.,
65,Wrong_Rationale_3,"George Washington fue elegido primer presidente en 1789, bajo la Constitución, después de la Convención.",
66,Question,¿Cuándo se redactó la Constitución?,
66,Correct_Answer_1,1787,
66,Correct_Rationale_1,La Constitución fue redactada en la Convención Constitucional en Filadelfia en 1787.,
66,Wrong_Answer_1,1776,
66,Wrong_Rationale_1,1776 es el año en que se adoptó la Declaración de Independencia.,
66,Wrong_Answer_2,1865,
66,Wrong_Rationale_2,1865 es el año en que terminó la Guerra Civil y se ratificó la 13ª Enmienda que abolió la esclavitud.,
66,Wrong_Answer_3,1789,
66,Wrong_Rationale_3,1789 es el año en que la Constitución entró en vigor y el gobierno de EE. UU. se formó oficialmente.,
67,Question,Los Documentos Federalistas apoyaron la aprobación de la Constitución de los Estados Unidos. Nombra a uno de los escritores.,
67,Correct_Answer_1,(James) Madison,
67,Correct_Rationale_1,James Madison fue uno de los tres autores de los Documentos Federalistas.,
67,Correct_Answer_2,(Alexander) Hamilton,
67,Correct_Rationale_2,Alexander Hamilton fue uno de los tres autores de los Documentos Federalistas.,
67,Correct_Answer_3,(John) Jay,
67,Correct_Rationale_3,John Jay fue uno de los tres autores de los Documentos Federalistas.,
67,Correct_Answer_4,Publius,
67,Correct_Rationale_4,"Publius fue el seudónimo usado por Madison, Hamilton y Jay al escribir los Documentos Federalistas.",
67,Wrong_Answer_1,"Thomas Jefferson, George Washington, John Hancock",
67,Wrong_Rationale_1,"Jefferson fue un Anti-Federalista que se opuso a los argumentos de los Documentos Federalistas. Aunque Washington fue un firme partidario de la Constitución, no fue uno de los autores de los Documentos Federalistas. John Hancock es famoso por ser el primero en firmar la Declaración de Independencia.",
67,Wrong_Answer_2,"Benjamin Franklin, Samuel Adams, Patrick Henry",
67,Wrong_Rationale_2,Franklin fue un partidario de la Constitución pero no escribió los Documentos Federalistas. Adams y Henry eran Anti-Federalistas que se opusieron a la Constitución y no habrían escrito documentos apoyándola.,
67,Wrong_Answer_3,"Thomas Paine, John Adams, Benedict Arnold",
67,Wrong_Rationale_3,Paine escribió 'Sentido Común' y otros folletos revolucionarios pero no los Documentos Federalistas. John Adams estaba en el extranjero durante este período y no participó en la escritura de estos documentos. Benedict Arnold fue un traidor durante la Guerra Revolucionaria.,
68,Question,¿Por qué es famoso Benjamin Franklin?,
68,Correct_Answer_1,diplomático de EE. UU.,
68,Correct_Rationale_1,Benjamin Franklin sirvió como diplomático en Francia durante la Guerra de Independencia.,
68,Correct_Answer_2,miembro de mayor edad de la Convención Constitucional,
68,Correct_Rationale_2,"A los 81 años, Franklin fue el delegado de mayor edad en la Convención Constitucional.",
68,Correct_Answer_3,primer Director General de Correos de EE. UU.,
68,Correct_Rationale_3,Franklin fue nombrado el primer Director General de Correos bajo el Congreso Continental.,
68,Correct_Answer_4,"escritor de ""Poor Richard's Almanac""",
68,Correct_Rationale_4,"Franklin publicó el Almanaque del Pobre Richard, que contenía pronósticos del clima, consejos domésticos y proverbios.",
68,Correct_Answer_5,inició las primeras bibliotecas gratuitas,
68,Correct_Rationale_5,"Franklin fundó la primera biblioteca de suscripción en América, que se convirtió en el modelo de las bibliotecas públicas gratuitas.",
68,Wrong_Answer_1,"primer presidente de los Estados Unidos, escribió la Declaración de Independencia, general del Ejército Continental",
68,Wrong_Rationale_1,"El primer presidente fue George Washington, no Benjamin Franklin. El autor principal de la Declaración de Independencia fue Thomas Jefferson, no Franklin. El general del Ejército Continental fue George Washington, no Franklin.",
68,Wrong_Answer_2,"inventó el teléfono, fundó la Universidad de Harvard, escribió la Constitución",
68,Wrong_Rationale_2,"El teléfono fue inventado por Alexander Graham Bell, no por Benjamin Franklin. La Universidad de Harvard fue fundada en 1636, mucho antes de la época de Franklin. Aunque Franklin participó en la Convención Constitucional, James Madison es considerado el principal autor de la Constitución.",
68,Wrong_Answer_3,"descubrió América, fue el primer presidente del Tribunal Supremo, dirigió el Motín del Té de Boston",
68,Wrong_Rationale_3,"América fue descubierta por Cristóbal Colón y los pueblos indígenas vivían allí mucho antes. El primer presidente del Tribunal Supremo fue John Jay, no Franklin. El Motín del Té de Boston fue organizado por Samuel Adams y los Hijos de la Libertad, no Franklin.",
69,Question,"¿Quién es el ""Padre de Nuestra Nación""?",
69,Correct_Answer_1,(George) Washington,
69,Correct_Rationale_1,"Se le llama el ""Padre de su Nación"" por su liderazgo en la Guerra de Independencia y por establecer la nueva nación.",
69,Wrong_Answer_1,Abraham Lincoln,
69,Wrong_Rationale_1,"Lincoln es conocido como el ""Gran Libertador"" y el presidente que preservó la Unión.",
69,Wrong_Answer_2,Thomas Jefferson,
69,Wrong_Rationale_2,Jefferson fue el autor de la Declaración de Independencia y el tercer presidente.,
69,Wrong_Answer_3,Benjamin Franklin,
69,Wrong_Rationale_3,"Franklin fue un brillante diplomático, inventor y uno de los Padres Fundadores.",
70,Question,¿Quién fue el primer presidente?,
70,Correct_Answer_1,(George) Washington,
70,Correct_Rationale_1,George Washington fue el primer presidente de los Estados Unidos.,
70,Wrong_Answer_1,John Adams,
70,Wrong_Rationale_1,John Adams fue el primer vicepresidente y el segundo presidente.,
70,Wrong_Answer_2,Thomas Jefferson,
70,Wrong_Rationale_2,Thomas Jefferson fue el tercer presidente.,
70,Wrong_Answer_3,Alexander Hamilton,
70,Wrong_Rationale_3,Alexander Hamilton fue el primer Secretario del Tesoro pero nunca llegó a ser presidente.,
71,Question,¿Qué territorio compró Estados Unidos a Francia en 1803?,
71,Correct_Answer_1,el Territorio de Luisiana,
71,Correct_Rationale_1,La Compra de Luisiana duplicó el tamaño de Estados Unidos.,
71,Correct_Answer_2,Luisiana,
71,Correct_Rationale_2,El Territorio de Luisiana fue comprado a Francia en 1803.,
71,Wrong_Answer_1,Alaska,
71,Wrong_Rationale_1,"Alaska fue comprada a Rusia, no a Francia, en 1867.",
71,Wrong_Answer_2,Florida,
71,Wrong_Rationale_2,Florida fue cedida por España en 1819.,
71,Wrong_Answer_3,Texas,
71,Wrong_Rationale_3,Texas fue anexionado en 1845 después de ser una república independiente.,
72,Question,Nombra una guerra librada por Estados Unidos en el siglo XIX.,
72,Correct_Answer_1,Guerra de 1812,
72,Correct_Rationale_1,La Guerra de 1812 se libró entre Estados Unidos y Gran Bretaña.,
72,Correct_Answer_2,Guerra Mexicano-Estadounidense,
72,Correct_Rationale_2,La Guerra Mexicano-Estadounidense se libró de 1846 a 1848.,
72,Correct_Answer_3,Guerra Civil,
72,Correct_Rationale_3,La Guerra Civil estadounidense se libró de 1861 a 1865.,
72,Correct_Answer_4,Guerra Hispano-Estadounidense,
72,Correct_Rationale_4,La Guerra Hispano-Estadounidense se libró en 1898.,
72,Wrong_Answer_1,"Guerra de Independencia, Primera Guerra Mundial, Segunda Guerra Mundial, Guerra de Corea",
72,Wrong_Rationale_1,"La Guerra de Independencia se libró en el siglo XVIII (1775-1783), no en el XIX. La Primera Guerra Mundial se libró en el siglo XX (1914-1918). La Segunda Guerra Mundial se libró en el siglo XX (1939-1945). La Guerra de Corea se libró en el siglo XX (1950-1953). Ninguna de estas guerras ocurrió en el siglo XIX.",
72,Wrong_Answer_2,"Guerra de Vietnam, Guerra del Golfo, Guerra de Irak, Guerra de Afganistán",
72,Wrong_Rationale_2,La Guerra de Vietnam se libró en el siglo XX (1955-1975). La Guerra del Golfo se libró en el siglo XX (1991). La Guerra de Irak comenzó en 2003. La Guerra de Afganistán comenzó en 2001. Todos estos conflictos ocurrieron mucho después del siglo XIX.,
72,Wrong_Answer_3,"Guerra Franco-Indígena, Guerra del Rey Felipe, Rebelión de Bacon, Guerra de Pontiac",
72,Wrong_Rationale_3,La Guerra Franco-Indígena se libró en el siglo XVIII (1754-1763). La Guerra del Rey Felipe ocurrió en el siglo XVII (1675-1676). La Rebelión de Bacon tuvo lugar en 1676. La Guerra de Pontiac se libró en la década de 1760. Todos estos conflictos ocurrieron antes del siglo XIX.,
73,Question,Nombra la guerra de EE. UU. entre el Norte y el Sur.,
73,Correct_Answer_1,la Guerra Civil,
73,Correct_Rationale_1,,
73,Correct_Answer_2,la Guerra entre los Estados,
73,Correct_Rationale_2,Este fue un término comúnmente usado en los estados del sur.,
73,Wrong_Answer_1,"la Guerra de Independencia, la Guerra de 1812",
73,Wrong_Rationale_1,"La Guerra de Independencia se luchó entre las colonias americanas y Gran Bretaña, no entre el Norte y el Sur. La Guerra de 1812 se luchó entre Estados Unidos y Gran Bretaña, no fue un conflicto interno.",
73,Wrong_Answer_2,"la Primera Guerra Mundial, la Segunda Guerra Mundial",
73,Wrong_Rationale_2,"La Primera Guerra Mundial fue un conflicto global que involucró a muchas naciones, no una guerra entre el Norte y el Sur. La Segunda Guerra Mundial fue un conflicto global entre los Aliados, incluyendo a EE. UU., y las Potencias del Eje, no una guerra interna en EE. UU.",
73,Wrong_Answer_3,"la Guerra Mexicano-Estadounidense, la Guerra Hispano-Estadounidense",
73,Wrong_Rationale_3,"La Guerra Mexicano-Estadounidense se luchó entre Estados Unidos y México, no entre el Norte y el Sur. La Guerra Hispano-Estadounidense se luchó entre Estados Unidos y España, no fue un conflicto interno entre regiones.",
74,Question,Nombra un problema que llevó a la Guerra Civil.,
74,Correct_Answer_1,la esclavitud,
74,Correct_Rationale_1,La existencia de la esclavitud fue la causa más fundamental y central del conflicto entre el Norte y el Sur.,
74,Correct_Answer_2,razones económicas,
74,Correct_Rationale_2,Había diferencias y conflictos económicos significativos entre el Norte industrial y el Sur agrícola.,
74,Correct_Answer_3,derechos de los estados,
74,Correct_Rationale_3,Hubo un gran debate sobre los derechos de los estados para decidir sus propios asuntos frente al poder del gobierno federal.,
74,Wrong_Answer_1,"guerra con Inglaterra, diferencias religiosas, disputas por el petróleo",
74,Wrong_Rationale_1,"El conflicto con Inglaterra fue una causa de la Guerra de Independencia y la Guerra de 1812, no de la Guerra Civil. Aunque la religión fue un factor, no fue una causa principal de la Guerra Civil. La industria petrolera a gran escala en EE.UU. se desarrolló después de la Guerra Civil, por lo que las disputas por el petróleo no fueron una causa.",
74,Wrong_Answer_2,"expansión territorial, problemas de inmigración, disputas comerciales exteriores",
74,Wrong_Rationale_2,"Aunque se debatió la expansión territorial, la cuestión central era si los nuevos territorios permitirían la esclavitud. La inmigración no fue una causa principal de la Guerra Civil. Las disputas comerciales exteriores no fueron un factor importante que condujera a la Guerra Civil.",
74,Wrong_Answer_3,"disputas por el oro, conflictos con los nativos americanos, desacuerdos sobre la Constitución",
74,Wrong_Rationale_3,"Los descubrimientos de oro ocurrieron principalmente en el Oeste y no fueron una causa principal del conflicto Norte-Sur. Los conflictos con los nativos americanos continuaban, pero no fueron una causa de la Guerra Civil. Hubo desacuerdos constitucionales, pero se centraban en la esclavitud y los derechos de los estados.",
75,Question,¿Cuál fue una cosa importante que hizo Abraham Lincoln?,
75,Correct_Answer_1,liberó a los esclavos (Proclamación de Emancipación),
75,Correct_Rationale_1,"Durante la guerra, emitió la Proclamación de Emancipación, que liberó a los esclavos en la Confederación.",
75,Correct_Answer_2,salvó (o preservó) la Unión,
75,Correct_Rationale_2,Impidió la secesión del Sur y mantuvo a Estados Unidos como una sola nación.,
75,Correct_Answer_3,dirigió a los Estados Unidos durante la Guerra Civil,
75,Correct_Rationale_3,"Dirigió a la Unión como presidente durante la mayor crisis de la nación, la Guerra Civil.",
75,Wrong_Answer_1,"escribió la Declaración de Independencia, fue el primer presidente, dio a las mujeres el derecho al voto",
75,Wrong_Rationale_1,"La Declaración de Independencia fue escrita por Thomas Jefferson, no por Abraham Lincoln. El primer presidente fue George Washington, no Lincoln. El derecho al voto de las mujeres fue garantizado por la 19ª Enmienda en 1920, mucho después de la muerte de Lincoln en 1865.",
75,Wrong_Answer_2,"fundó el Partido Republicano, construyó el ferrocarril transcontinental, descubrió la electricidad",
75,Wrong_Rationale_2,"Aunque Lincoln era republicano, el partido fue fundado en 1854 antes de su presidencia. El ferrocarril transcontinental fue construido por empresas privadas con apoyo del gobierno, no directamente por Lincoln. La electricidad fue descubierta y estudiada por científicos como Benjamin Franklin, no por Lincoln.",
75,Wrong_Answer_3,"escribió la Constitución, fue juez de la Corte Suprema, inventó el teléfono",
75,Wrong_Rationale_3,"La Constitución fue escrita principalmente por James Madison y otros padres fundadores, no por Lincoln. Lincoln nunca fue juez de la Corte Suprema; fue presidente. El teléfono fue inventado por Alexander Graham Bell en 1876, después de la muerte de Lincoln.",
76,Question,¿Qué hizo la Proclamación de Emancipación?,
76,Correct_Answer_1,liberó a los esclavos,
76,Correct_Rationale_1,La Proclamación de Emancipación declaró la libertad de las personas esclavizadas.,
76,Correct_Answer_2,liberó a los esclavos en la Confederación,
76,Correct_Rationale_2,"Específicamente, liberó a los esclavos en los estados que estaban en rebelión (la Confederación).",
76,Correct_Answer_3,liberó a los esclavos en los estados confederados,
76,Correct_Rationale_3,La proclamación se aplicó a los esclavos en los estados que se habían separado de la Unión.,
76,Correct_Answer_4,liberó a los esclavos en la mayoría de los estados del sur,
76,Correct_Rationale_4,Liberó a los esclavos en los estados sureños rebeldes durante la Guerra Civil.,
76,Wrong_Answer_1,"liberó a todos los esclavos, declaró la independencia de Gran Bretaña",
76,Wrong_Rationale_1,"Técnicamente, la Proclamación de Emancipación no liberó a los esclavos en los estados fronterizos que permanecieron en la Unión; la Enmienda 13 completó ese proceso. La independencia de Gran Bretaña fue declarada por la Declaración de Independencia en 1776, no por la Proclamación de Emancipación.",
76,Wrong_Answer_2,"dio a las mujeres el derecho al voto, terminó la Guerra Civil",
76,Wrong_Rationale_2,"El sufragio femenino se logró con la Enmienda 19 en 1920, no con la Proclamación de Emancipación. Aunque la Proclamación de Emancipación se emitió durante la Guerra Civil, no terminó la guerra; la guerra continuó hasta 1865.",
76,Wrong_Answer_3,"estableció la Constitución, creó la Carta de Derechos",
76,Wrong_Rationale_3,"La Constitución se estableció en 1787, mucho antes de la Proclamación de Emancipación de 1863. La Carta de Derechos fue creada como las diez primeras enmiendas a la Constitución en 1791, también antes de la Proclamación de Emancipación.",
77,Question,¿Qué hizo Susan B. Anthony?,
77,Correct_Answer_1,luchó por los derechos de las mujeres,
77,Correct_Rationale_1,Fue una líder fundamental en el movimiento por el sufragio femenino.,
77,Correct_Answer_2,luchó por los derechos civiles,
77,Correct_Rationale_2,Los derechos de las mujeres son parte del movimiento más amplio por los derechos civiles.,
77,Correct_Answer_3,luchó por el sufragio femenino,
77,Correct_Rationale_3,Fue una líder en el movimiento para asegurar el derecho al voto de las mujeres.,
77,Wrong_Answer_1,"fue la primera mujer elegida al Senado, fue enfermera en la Guerra Civil",
77,Wrong_Rationale_1,"Luchó toda su vida por el derecho al voto de las mujeres, pero no vivió para verlas votar o ejercer cargos. La famosa enfermera de la era de la Guerra Civil fue Clara Barton, quien fundó la Cruz Roja Americana, no Susan B. Anthony.",
77,Wrong_Answer_2,"firmó la Proclamación de Emancipación, fue la primera presidenta",
77,Wrong_Rationale_2,"La Proclamación de Emancipación fue una orden ejecutiva emitida por el presidente Abraham Lincoln, no por Susan B. Anthony. Nunca ha habido una presidenta en la historia de EE.UU., y Anthony vivió en el siglo XIX, cuando las mujeres ni siquiera podían votar.",
77,Wrong_Answer_3,"fundó la Cruz Roja Americana, escribió la Declaración de Independencia",
77,Wrong_Rationale_3,"La Cruz Roja Americana fue fundada por Clara Barton, no por Susan B. Anthony. La Declaración de Independencia fue escrita por Thomas Jefferson y otros padres fundadores en 1776, mucho antes de que Anthony naciera en 1820.",
78,Question,Nombra una guerra en la que lucharon los Estados Unidos en el siglo XX.,
78,Correct_Answer_1,Primera Guerra Mundial,
78,Correct_Rationale_1,Estados Unidos entró en la guerra en 1917.,
78,Correct_Answer_2,Segunda Guerra Mundial,
78,Correct_Rationale_2,Estados Unidos entró en la guerra después del ataque a Pearl Harbor en 1941.,
78,Correct_Answer_3,Guerra de Corea,
78,Correct_Rationale_3,Esta guerra comenzó en 1950.,
78,Correct_Answer_4,Guerra de Vietnam,
78,Correct_Rationale_4,Esta guerra tuvo lugar durante las décadas de 1960 y 1970.,
78,Correct_Answer_5,Guerra del Golfo (Pérsico),
78,Correct_Rationale_5,Esta guerra tuvo lugar en 1991.,
78,Wrong_Answer_1,"Guerra Civil, Guerra de Independencia, Guerra entre México y EE.UU., Guerra de 1812, Guerra Hispano-Estadounidense",
78,Wrong_Rationale_1,"La Guerra Civil se libró en el siglo XIX (1861-1865), no en el XX. La Guerra de Independencia fue en el siglo XVIII (1775-1783). La guerra mexicano-estadounidense se libró en el siglo XIX (1846-1848). La Guerra de 1812 ocurrió a principios del siglo XIX. La guerra hispano-estadounidense fue en 1898, técnicamente en el siglo XIX.",
78,Wrong_Answer_2,"Guerra Franco-Indígena, Guerra del Rey Felipe, Rebelión de Bacon, Rebelión de Shays, Rebelión del Whisky",
78,Wrong_Rationale_2,La Guerra Franco-Indígena se libró en 1750s-1760s. La Guerra del Rey Felipe ocurrió en 1670s. La Rebelión de Bacon sucedió en 1676. La Rebelión de Shays tuvo lugar en 1780s. La Rebelión del Whisky ocurrió en 1790s. Todos estos conflictos son anteriores a 1900.,
78,Wrong_Answer_3,"Guerras Napoleónicas, Guerra de Crimea, Guerra Franco-Prusiana, Guerras de los Bóeres, Guerra Ruso-Japonesa",
