ID,DataName,vi,
51,Wrong_Answer_1,"quyền bỏ phiếu trong cuộc bầu cử liên bang, quyền tranh cử vào chức vụ liên bang, quyền có hộ chiếu Mỹ, quyền phục vụ trong bồi thẩm đoàn",
51,Wrong_Rationale_1,"Quyền bỏ phiếu trong cuộc bầu cử liên bang chỉ dành cho công dân Hoa Kỳ, không phải mọi người sống ở Hoa Kỳ. Quyền tranh cử vào chức vụ liên bang chỉ dành cho công dân Hoa Kỳ. Hộ chiếu Hoa Kỳ chỉ được cấp cho công dân Hoa Kỳ, không phải tất cả cư dân. Việc phục vụ bồi thẩm đoàn thường giới hạn cho công dân ở hầu hết các khu vực pháp lý.",
51,Wrong_Answer_2,"quyền được hưởng trợ cấp an sinh xã hội, quyền được hưởng Medicare, quyền được hưởng trợ cấp thất nghiệp, quyền được làm việc liên bang",
51,Wrong_Rationale_2,Các quyền lợi An sinh Xã hội chủ yếu dành cho công dân và người lao động được ủy quyền đã đóng góp. Medicare chủ yếu dành cho công dân và thường trú nhân đáp ứng yêu cầu. Trợ cấp thất nghiệp có yêu cầu về quốc tịch hoặc giấy phép lao động ở hầu hết các bang. Nhiều công việc liên bang yêu cầu quốc tịch Hoa Kỳ.,
51,Wrong_Answer_3,"quyền bảo lãnh cho gia đình nhập cư, quyền được bảo hộ ngoại giao ở nước ngoài, quyền trở về Hoa Kỳ, quyền giữ chức vụ liên bang",
51,Wrong_Rationale_3,Quyền bảo lãnh cho một số thành viên gia đình nhập cư chủ yếu dành cho công dân và thường trú nhân. Quyền được bảo hộ ngoại giao ở nước ngoài chủ yếu dành cho công dân Hoa Kỳ. Quyền trở về Hoa Kỳ không bị hạn chế dành cho công dân. Giữ chức vụ liên bang thường yêu cầu quốc tịch.,
52,Question,"Khi tuyên thệ trung thành, chúng ta thể hiện lòng trung thành với điều gì?",
52,Correct_Answer_1,Hoa Kỳ,
52,Correct_Rationale_1,Lời tuyên thệ trung thành là sự thể hiện lòng trung thành với quốc gia Hoa Kỳ.,
52,Correct_Answer_2,lá cờ,
52,Correct_Rationale_2,"Lá cờ tượng trưng cho Hoa Kỳ, nên tuyên thệ trung thành với nó nghĩa là thể hiện lòng trung thành với đất nước.",
52,Wrong_Answer_1,"Tổng thống, Hiến pháp",
52,Wrong_Rationale_1,"Lời trung thành được tuyên với quốc gia, không phải với một cá nhân hay chính phủ cụ thể như Tổng thống. Công dân có nghĩa vụ bảo vệ Hiến pháp, nhưng đối tượng trực tiếp của lời tuyên thệ trung thành là Hoa Kỳ và lá cờ của nó.",
52,Wrong_Answer_2,"Quốc hội, Tòa án Tối cao",
52,Wrong_Rationale_2,"Lời tuyên thệ là với quốc gia nói chung, không phải các nhánh chính phủ cụ thể như Quốc hội. Tòa án Tối cao là một nhánh của chính phủ, nhưng lòng trung thành là với quốc gia.",
52,Wrong_Answer_3,"tiểu bang của bạn, cộng đồng của bạn",
52,Wrong_Rationale_3,"Lòng trung thành với tiểu bang là quan trọng, nhưng lời tuyên thệ là với toàn bộ quốc gia liên bang. Lòng trung thành với cộng đồng cũng quan trọng, nhưng lời tuyên thệ là dành riêng cho quốc gia.",
53,Question,Lời hứa nào bạn đưa ra khi trở thành công dân Hoa Kỳ?,
53,Correct_Answer_1,tuân theo luật pháp của Hoa Kỳ,
53,Correct_Rationale_1,Lời tuyên thệ trung thành bao gồm một lời hứa tuân thủ luật pháp Hoa Kỳ.,
53,Correct_Answer_2,trung thành với Hoa Kỳ,
53,Correct_Rationale_2,Đây là một phần cốt lõi của lời tuyên thệ trung thành.,
53,Correct_Answer_3,phục vụ trong quân đội Hoa Kỳ (nếu cần),
53,Correct_Rationale_3,Đây là một lời hứa sẽ cầm vũ khí thay mặt quốc gia khi cần thiết.,
53,Correct_Answer_4,từ bỏ lòng trung thành với các quốc gia khác,
53,Correct_Rationale_4,Lời tuyên thệ trung thành bao gồm việc từ bỏ lòng trung thành với các quốc gia khác.,
53,Correct_Answer_5,bảo vệ Hiến pháp và luật pháp Hoa Kỳ,
53,Correct_Rationale_5,Các công dân mới hứa sẽ ủng hộ và bảo vệ Hiến pháp và pháp luật.,
53,Correct_Answer_6,phục vụ (thực hiện công việc quan trọng cho) quốc gia (nếu cần),
53,Correct_Rationale_6,Công dân hứa sẽ thực hiện công việc quan trọng đối với quốc gia khi được yêu cầu.,
53,Wrong_Answer_1,"bỏ phiếu mỗi năm, luôn nói tiếng Anh, không bao giờ rời Hoa Kỳ",
53,Wrong_Rationale_1,"Bỏ phiếu là một quyền và trách nhiệm quan trọng của công dân, nhưng không phải là nghĩa vụ pháp lý hay một phần của lời tuyên thệ. Mặc dù khả năng tiếng Anh là yêu cầu để nhập quốc tịch, nhưng không có cam kết chỉ nói tiếng Anh. Công dân Hoa Kỳ có quyền đi lại và sinh sống tự do ở nước ngoài.",
53,Wrong_Answer_2,"nộp thuế cao hơn, phục vụ trong chính phủ, quyên góp từ thiện",
53,Wrong_Rationale_2,"Công dân trả cùng mức thuế như trước khi nhập quốc tịch, dựa trên thu nhập, chứ không phải mức cao hơn do quốc tịch. Phục vụ trong chính phủ là một cơ hội, không phải một lời hứa bắt buộc. Quyên góp từ thiện được khuyến khích nhưng không phải là yêu cầu pháp lý hay một phần của lời tuyên thệ.",
53,Wrong_Answer_3,"đổi tên, từ bỏ quốc tịch cũ, sống ở Mỹ mãi mãi",
53,Wrong_Rationale_3,"Việc đổi tên là tùy chọn và không bắt buộc để nhập quốc tịch. Mặc dù một số quốc gia yêu cầu từ bỏ quốc tịch trước đó, nhưng lời tuyên thệ của Hoa Kỳ không yêu cầu rõ ràng điều này. Công dân có thể sống ở nước ngoài và vẫn giữ quốc tịch.",
54,Question,Công dân phải bao nhiêu tuổi mới được bầu tổng thống?,
54,Correct_Answer_1,mười tám (18) tuổi trở lên,
54,Correct_Rationale_1,Tu chính án thứ 26 quy định tuổi bầu cử quốc gia là 18.,
54,Wrong_Answer_1,mười sáu (16) tuổi trở lên,
54,Wrong_Rationale_1,"Trong khi một số quốc gia hoặc cuộc bầu cử địa phương cụ thể cho phép bỏ phiếu từ 16 tuổi, độ tuổi bầu cử liên bang ở Hoa Kỳ là 18.",
54,Wrong_Answer_2,hai mốt (21) tuổi trở lên,
54,Wrong_Rationale_2,"Trước khi Tu chính án thứ 26 được thông qua, độ tuổi bầu cử ở nhiều bang là 21.",
54,Wrong_Answer_3,không có giới hạn độ tuổi,
54,Wrong_Rationale_3,Có một độ tuổi tối thiểu được pháp luật quy định để đủ điều kiện bầu cử.,
55,Question,Hai cách nào để người Mỹ có thể tham gia vào nền dân chủ của họ?,
55,Correct_Answer_1,bỏ phiếu,
55,Correct_Rationale_1,Bỏ phiếu là cách cơ bản nhất để tham gia vào nền dân chủ.,
55,Correct_Answer_2,tham gia một đảng chính trị,
55,Correct_Rationale_2,Tham gia một đảng chính trị cho phép công dân ủng hộ những ứng viên và lý tưởng mà họ tin tưởng.,
55,Correct_Answer_3,giúp đỡ trong một chiến dịch,
55,Correct_Rationale_3,Tình nguyện cho các chiến dịch chính trị là một cách tích cực để tham gia vào tiến trình dân chủ.,
55,Correct_Answer_4,tham gia một nhóm dân sự,
55,Correct_Rationale_4,Các nhóm dân sự cho phép công dân cùng nhau giải quyết các vấn đề cộng đồng.,
55,Correct_Answer_5,tham gia một nhóm cộng đồng,
55,Correct_Rationale_5,Các nhóm cộng đồng giúp công dân giải quyết những mối quan tâm và vấn đề địa phương.,
55,Correct_Answer_6,đưa ý kiến của bạn về một vấn đề cho một quan chức được bầu,
55,Correct_Rationale_6,Liên hệ với các quan chức được bầu là một cách quan trọng để tiếng nói của bạn được lắng nghe.,
55,Correct_Answer_7,gọi các Thượng nghị sĩ và Dân biểu,
55,Correct_Rationale_7,Gọi cho các đại diện của bạn là một cách trực tiếp để tham gia vào nền dân chủ.,
55,Correct_Answer_8,công khai ủng hộ hoặc phản đối một vấn đề hoặc chính sách,
55,Correct_Rationale_8,Vận động công khai là một phương thức tham gia dân chủ quan trọng.,
55,Correct_Answer_9,ra tranh cử,
55,Correct_Rationale_9,Ứng cử là một trong những cách trực tiếp nhất để tham gia vào nền dân chủ.,
55,Correct_Answer_10,viết cho một tờ báo,
55,Correct_Rationale_10,Viết thư cho báo chí giúp bạn chia sẻ quan điểm của mình với cộng đồng.,
55,Wrong_Answer_1,"xem tin tức trên TV, treo cờ Mỹ, nộp thuế, đọc báo",
55,Wrong_Rationale_1,"Mặc dù việc cập nhật thông tin là quan trọng, nhưng chỉ xem tin tức thôi không được coi là tham gia 'chủ động'. Treo cờ Mỹ là một cách tốt để thể hiện lòng yêu nước, nhưng không phải là tham gia vào 'quá trình' dân chủ. Nộp thuế là nghĩa vụ pháp lý, khác với hành động tham gia tự nguyện. Đọc báo giúp bạn cập nhật thông tin nhưng là hành động thụ động chứ không phải tham gia tích cực.",
55,Wrong_Answer_2,"tham gia diễu hành, trưng bày biểu tượng yêu nước, tuân thủ luật pháp, tôn trọng quốc kỳ",
55,Wrong_Rationale_2,"Việc tham gia diễu hành thể hiện tinh thần công dân nhưng không trực tiếp tham gia vào các quy trình dân chủ. Việc trưng bày các biểu tượng yêu nước thể hiện sự ủng hộ nhưng không cấu thành tham gia dân chủ. Tuân thủ luật pháp là nghĩa vụ công dân và yêu cầu pháp lý, không phải tham gia dân chủ tự nguyện. Tôn trọng quốc kỳ thể hiện lòng yêu nước nhưng không tham gia vào các quy trình dân chủ.",
55,Wrong_Answer_3,"hát quốc ca, ăn mừng ngày lễ, mặc quần áo yêu nước, đăng trên mạng xã hội",
55,Wrong_Rationale_3,,
56,Question,Ngày cuối cùng bạn có thể nộp tờ khai thuế thu nhập liên bang là khi nào?,
56,Correct_Answer_1,15 tháng 4,
56,Correct_Rationale_1,Hạn chót nộp thuế thông thường là ngày 15 tháng 4. (Có thể gia hạn nếu rơi vào ngày cuối tuần hoặc ngày lễ).,
56,Wrong_Answer_1,1 tháng 1,
56,Wrong_Rationale_1,Ngày 1 tháng 1 là Tết Dương lịch.,
56,Wrong_Answer_2,31 tháng 12,
56,Wrong_Rationale_2,Ngày 31 tháng 12 là ngày kết thúc năm tính thuế.,
56,Wrong_Answer_3,4 tháng 7,
56,Wrong_Rationale_3,Ngày 4 tháng 7 là Ngày Độc lập.,
57,Question,Kailan dapat magparehistro ang lahat ng lalaki para sa Selective Service?,所有男性必须在何时登记参加兵役登记处？
57,Correct_Answer_1,ở tuổi mười tám (18),
57,Correct_Rationale_1,Việc đăng ký phải diễn ra trong vòng 30 ngày sau khi đủ 18 tuổi.,
57,Correct_Answer_2,từ mười tám (18) đến hai mươi sáu (26),
57,Correct_Rationale_2,"Mặc dù nên đăng ký ở tuổi 18, nhưng vẫn có thể đăng ký đến tuổi 26.",
57,Wrong_Answer_1,"khi họ nhập ngũ, khi họ bỏ phiếu",
57,Wrong_Rationale_1,Đăng ký Dịch vụ Tuyển chọn là một quá trình riêng biệt với việc nhập ngũ thực tế và dành cho việc có thể bị gọi nhập ngũ. Đăng ký Dịch vụ Tuyển chọn và đăng ký cử tri là hai quá trình riêng biệt với các yêu cầu và thời gian khác nhau.,
57,Wrong_Answer_2,"khi họ kết hôn, khi họ tốt nghiệp trung học",
57,Wrong_Rationale_2,"Tình trạng hôn nhân không ảnh hưởng đến yêu cầu đăng ký Dịch vụ Tuyển chọn. Việc tốt nghiệp trung học không liên quan đến thời gian đăng ký, vốn chỉ dựa trên độ tuổi.",
57,Wrong_Answer_3,"khi họ tròn 21 tuổi, khi họ tròn 30 tuổi",
57,Wrong_Rationale_3,"Tuổi đăng ký là 18, không phải 21. Đến tuổi 30, đàn ông đã vượt quá độ tuổi yêu cầu đăng ký (18-26), vì vậy quá muộn để đăng ký.",
58,Question,Một lý do mà những người định cư đến Mỹ là gì?,
58,Correct_Answer_1,tự do,
58,Correct_Rationale_1,Nhiều người định cư đến Mỹ để tìm kiếm các hình thức tự do khác nhau.,
58,Correct_Answer_2,tự do chính trị,
58,Correct_Rationale_2,Một số người định cư đến Mỹ để tìm kiếm tự do chính trị nhiều hơn.,
58,Correct_Answer_3,tự do tôn giáo,
58,Correct_Rationale_3,Nhiều người định cư đến Mỹ để tự do thực hành tôn giáo của họ.,
58,Correct_Answer_4,cơ hội kinh tế,
58,Correct_Rationale_4,Nhiều người định cư đến Mỹ để tìm kiếm cơ hội kinh tế tốt hơn.,
58,Correct_Answer_5,thực hành tôn giáo của họ,
58,Correct_Rationale_5,Thực hành tôn giáo là một động lực chính đối với nhiều người định cư.,
58,Correct_Answer_6,trốn thoát khỏi sự đàn áp,
58,Correct_Rationale_6,Nhiều người định cư đã chạy trốn khỏi sự đàn áp ở quê hương của họ.,
58,Wrong_Answer_1,"phục vụ Vua Anh, đi nghỉ, chinh phục người Mỹ bản địa",
58,Wrong_Rationale_1,"Những người định cư tìm cách thoát khỏi quyền lực của Vua Anh, chứ không phải để phục vụ ông. Vượt Đại Tây Dương thời đó là một hành trình nguy hiểm, đe dọa tính mạng, hoàn toàn không giống một kỳ nghỉ. Dù có xung đột và chinh phục xảy ra, nhưng đó không phải là lý do chính được tuyên bố để đến Mỹ.",
58,Wrong_Answer_2,"để thoát khỏi nghèo đói, để tìm vàng, để thiết lập các tuyến thương mại",
58,Wrong_Rationale_2,"Mặc dù cơ hội kinh tế là một lý do chính đáng, nhưng những động cơ cụ thể này đơn giản hóa quá mức các yếu tố tôn giáo, chính trị và kinh tế phức tạp đã thúc đẩy việc thực dân hóa.",
58,Wrong_Answer_3,"để truyền bá Cơ đốc giáo, để tuyên bố đất đai cho Tây Ban Nha, để tìm Hành lang Tây Bắc",
58,Wrong_Rationale_3,"Đây là động cơ của một số nhà thám hiểm và nhà truyền giáo, nhưng không phải là lý do chính khiến những người định cư bình thường đến để lập các khu định cư lâu dài ở Mỹ.",
59,Question,Ai đã sống ở châu Mỹ trước khi người châu Âu đến?,
59,Correct_Answer_1,Người da đỏ châu Mỹ,
59,Correct_Rationale_1,,
59,Correct_Answer_2,Người Mỹ bản địa,
59,Correct_Rationale_2,,
59,Wrong_Answer_1,"Không ai, người châu Phi",
59,Wrong_Rationale_1,"Hàng triệu người bản địa đã sinh sống ở châu Mỹ từ lâu trước khi người châu Âu đến. Người châu Phi sau đó bị cưỡng bức đưa đến Mỹ làm nô lệ, không phải là cư dân bản địa vốn đã sống ở đó.",
59,Wrong_Answer_2,"Người Viking, các nhà thám hiểm Trung Quốc",
59,Wrong_Rationale_2,"Người Viking có thể đã ghé thăm Bắc Mỹ một thời gian ngắn vào khoảng năm 1000 sau Công nguyên, nhưng họ không lập nên các khu định cư lâu dài và không phải là cư dân bản địa. Các nhà thám hiểm Trung Quốc không đến được châu Mỹ trước khi người châu Âu tới.",
59,Wrong_Answer_3,"Những kẻ chinh phục Tây Ban Nha, những người định cư Anh",
59,Wrong_Rationale_3,"Những kẻ chinh phục Tây Ban Nha là một trong những người châu Âu đầu tiên đến, không phải là cư dân trước thời châu Âu. Những người định cư Anh đến vào những năm 1600, rất lâu sau khi người bản địa đã sinh sống ở đó hàng nghìn năm.",
60,Question,Nhóm người nào đã bị đưa đến Mỹ và bị bán làm nô lệ?,
60,Correct_Answer_1,Người châu Phi,
60,Correct_Rationale_1,Người châu Phi đã bị cưỡng bức đưa đến Mỹ và bị bán làm nô lệ.,
60,Correct_Answer_2,người từ châu Phi,
60,Correct_Rationale_2,Người từ lục địa châu Phi đã bị bắt làm nô lệ và bị đưa đến Mỹ.,
60,Wrong_Answer_1,Người châu Âu,
60,Wrong_Rationale_1,Người châu Âu là những người nhập cư hoặc thực dân.,
60,Wrong_Answer_2,Người da đỏ châu Mỹ,
60,Wrong_Rationale_2,"Mặc dù người bản địa Mỹ phải đối mặt với áp bức và mất đất, họ không phải là đối tượng của buôn bán nô lệ xuyên Đại Tây Dương.",
60,Wrong_Answer_3,Người châu Á,
60,Wrong_Rationale_3,Việc nhập cư từ châu Á bắt đầu chủ yếu vào nửa sau của thế kỷ 19.,
61,Question,Tại sao những người thuộc địa lại chiến đấu với người Anh?,
61,Correct_Answer_1,vì thuế cao (đánh thuế mà không có đại diện),
61,Correct_Rationale_1,Họ tức giận vì bị áp đặt thuế mà không có đại diện trong Quốc hội Anh.,
61,Correct_Answer_2,vì quân đội Anh ở trong nhà của họ,
61,Correct_Rationale_2,Đạo luật Quartering yêu cầu dân thuộc địa phải cho lính Anh ăn ở.,
61,Correct_Answer_3,vì họ không có chính quyền tự trị,
61,Correct_Rationale_3,Người dân thuộc địa muốn tự quản lý và thoát khỏi sự cai trị đơn phương của chính phủ Anh.,
61,Wrong_Answer_1,"vì họ muốn có một vị vua mới, vì họ muốn liên minh với Pháp, vì họ muốn bãi bỏ mọi loại thuế",
61,Wrong_Rationale_1,"Họ tìm cách thành lập một nước cộng hòa và hoàn toàn thoát khỏi sự cai trị của vua, chứ không chỉ thay thế ông ta. Liên minh với Pháp chỉ là một chiến lược trong chiến tranh, không phải là lý do cơ bản để bắt đầu. Vấn đề không phải là thuế nói chung, mà là các loại thuế “bất công” áp đặt mà không có sự đồng ý của họ.",
61,Wrong_Answer_2,"vì sự đàn áp tôn giáo, vì khó khăn kinh tế, vì tranh chấp lãnh thổ",
61,Wrong_Rationale_2,"Mặc dù đây là những yếu tố góp phần vào bất bình của thuộc địa, nhưng lý do chính để chiến đấu là chính trị: đánh thuế mà không có đại diện, ép buộc cho lính trú quân, và thiếu chính quyền tự trị.",
61,Wrong_Answer_3,"vì họ muốn độc lập ngay lập tức, vì họ ghét tất cả người Anh, vì họ muốn mở rộng về phía tây",
61,Wrong_Rationale_3,"Ban đầu, những người thuộc địa tìm kiếm sự hòa giải và chỉ dần dần chuyển sang độc lập. Sự bất bình của họ là với các chính sách của Anh, chứ không phải với người dân Anh. Việc mở rộng về phía tây không phải là nguyên nhân chính của cuộc xung đột.",
62,Question,Ai đã viết Tuyên ngôn Độc lập?,
62,Correct_Answer_1,(Thomas) Jefferson,
62,Correct_Rationale_1,Thomas Jefferson là tác giả chính của Tuyên ngôn Độc lập.,
62,Wrong_Answer_1,George Washington,
62,Wrong_Rationale_1,George Washington là Tổng tư lệnh Quân đội Lục địa và là Tổng thống đầu tiên.,
62,Wrong_Answer_2,Abraham Lincoln,
62,Wrong_Rationale_2,Abraham Lincoln là tổng thống thứ 16 trong thời kỳ Nội chiến.,
62,Wrong_Answer_3,Benjamin Franklin,
62,Wrong_Rationale_3,"Benjamin Franklin là thành viên của ủy ban, đã xem xét và ký vào văn kiện, nhưng không phải là tác giả chính.",
63,Question,Tuyên ngôn Độc lập được thông qua khi nào?,
63,Correct_Answer_1,"Ngày 4 tháng 7, 1776",
63,Correct_Rationale_1,Ngày này được kỷ niệm là Ngày Độc lập tại Hoa Kỳ.,
63,Wrong_Answer_1,"Ngày 17 tháng 9, 1787",
63,Wrong_Rationale_1,"Ngày 17 tháng 9 năm 1787 là ngày Hiến pháp được ký, không phải ngày Tuyên ngôn Độc lập được thông qua.",
63,Wrong_Answer_2,"Ngày 12 tháng 10, 1492",
63,Wrong_Rationale_2,"Ngày 12 tháng 10 năm 1492 là khi Christopher Columbus đến châu Mỹ, không phải khi Tuyên ngôn được thông qua.",
63,Wrong_Answer_3,"Ngày 19 tháng 4, 1775",
63,Wrong_Rationale_3,"Ngày 19 tháng 4 năm 1775 là khi Chiến tranh Cách mạng bắt đầu tại Lexington và Concord, không phải khi Tuyên ngôn được thông qua.",
64,Question,Có 13 tiểu bang ban đầu. Hãy kể tên ba tiểu bang.,
64,Correct_Answer_1,New Hampshire,
64,Correct_Rationale_1,New Hampshire là một trong 13 thuộc địa ban đầu.,
64,Correct_Answer_2,Massachusetts,
64,Correct_Rationale_2,Massachusetts là một trong 13 thuộc địa ban đầu.,
64,Correct_Answer_3,Rhode Island,
64,Correct_Rationale_3,Rhode Island là một trong 13 thuộc địa ban đầu.,
64,Correct_Answer_4,Connecticut,
64,Correct_Rationale_4,Connecticut là một trong 13 thuộc địa ban đầu.,
64,Correct_Answer_5,New York,
64,Correct_Rationale_5,New York là một trong 13 thuộc địa ban đầu.,
64,Correct_Answer_6,New Jersey,
64,Correct_Rationale_6,New Jersey là một trong 13 thuộc địa ban đầu.,
64,Correct_Answer_7,Pennsylvania,
64,Correct_Rationale_7,Pennsylvania là một trong 13 thuộc địa ban đầu.,
64,Correct_Answer_8,Delaware,
64,Correct_Rationale_8,Delaware là một trong 13 thuộc địa ban đầu.,
64,Correct_Answer_9,Maryland,
64,Correct_Rationale_9,Maryland là một trong 13 thuộc địa ban đầu.,
64,Correct_Answer_10,Virginia,
64,Correct_Rationale_10,Virginia là một trong 13 thuộc địa ban đầu.,
64,Correct_Answer_11,Bắc Carolina,
64,Correct_Rationale_11,Bắc Carolina là một trong 13 thuộc địa ban đầu.,
64,Correct_Answer_12,Nam Carolina,
64,Correct_Rationale_12,Nam Carolina là một trong 13 thuộc địa ban đầu.,
64,Correct_Answer_13,Georgia,
64,Correct_Rationale_13,Georgia là một trong 13 thuộc địa ban đầu.,
64,Wrong_Answer_1,"Florida, California, Texas, Alaska",
64,Wrong_Rationale_1,"Florida gia nhập Liên bang với tư cách là tiểu bang thứ 27 vào năm 1845, không phải thuộc địa ban đầu. California gia nhập với tư cách là tiểu bang thứ 31 vào năm 1850. Texas gia nhập với tư cách là tiểu bang thứ 28 vào năm 1845. Alaska gia nhập với tư cách là tiểu bang thứ 49 vào năm 1959, rất lâu sau 13 thuộc địa ban đầu.",
64,Wrong_Answer_2,"Ohio, Kentucky, Vermont, Tennessee",
64,Wrong_Rationale_2,"Ohio gia nhập Liên bang với tư cách là tiểu bang thứ 17 vào năm 1803, sau 13 bang ban đầu. Kentucky trở thành tiểu bang thứ 15 vào năm 1792. Vermont trở thành tiểu bang thứ 14 vào năm 1791. Tennessee trở thành tiểu bang thứ 16 vào năm 1796. Tất cả đều gia nhập sau 13 thuộc địa ban đầu.",
64,Wrong_Answer_3,"Hawaii, Nevada, Colorado, Utah",
64,Wrong_Rationale_3,Hawaii gia nhập với tư cách là tiểu bang thứ 50 vào năm 1959. Nevada gia nhập với tư cách là tiểu bang thứ 36 vào năm 1864. Colorado gia nhập với tư cách là tiểu bang thứ 38 vào năm 1876. Utah gia nhập với tư cách là tiểu bang thứ 45 vào năm 1896. Không bang nào trong số này thuộc 13 thuộc địa ban đầu được thành lập trước khi độc lập.,
65,Question,Điều gì đã xảy ra tại Hội nghị Hiến pháp?,
65,Correct_Answer_1,Hiến pháp đã được soạn thảo.,
65,Correct_Rationale_1,"Hội nghị Hiến pháp được tổ chức để tạo ra một khuôn khổ chính quyền mới, dẫn đến Hiến pháp Hoa Kỳ.",
65,Correct_Answer_2,Các vị Cha Lập quốc đã soạn thảo Hiến pháp.,
65,Correct_Rationale_2,Các vị Cha Lập quốc đã tập hợp tại Hội nghị Hiến pháp để soạn thảo Hiến pháp.,
65,Wrong_Answer_1,Bản Tuyên ngôn Độc lập đã được soạn thảo.,
65,Wrong_Rationale_1,"Bản Tuyên ngôn Độc lập được viết 11 năm trước, tại Đại hội Lục địa năm 1776.",
65,Wrong_Answer_2,Cuộc Chiến tranh Cách mạng bắt đầu.,
65,Wrong_Rationale_2,Cuộc Chiến tranh Cách mạng bắt đầu vào năm 1775 và đã kết thúc trước Hội nghị Hiến pháp (1787).,
65,Wrong_Answer_3,George Washington đã được bầu làm Tổng thống.,
65,Wrong_Rationale_3,"George Washington được bầu làm Tổng thống đầu tiên vào năm 1789, theo Hiến pháp, sau Hội nghị.",
66,Question,Hiến pháp được viết khi nào?,
66,Correct_Answer_1,1787,
66,Correct_Rationale_1,Hiến pháp được viết tại Hội nghị Lập hiến ở Philadelphia vào năm 1787.,
66,Wrong_Answer_1,1776,
66,Wrong_Rationale_1,1776 là năm Tuyên ngôn Độc lập được thông qua.,
66,Wrong_Answer_2,1865,
66,Wrong_Rationale_2,1865 là năm kết thúc Nội chiến và Tu chính án thứ 13 bãi bỏ chế độ nô lệ được phê chuẩn.,
66,Wrong_Answer_3,1789,
66,Wrong_Rationale_3,1789 là năm Hiến pháp có hiệu lực và chính phủ Hoa Kỳ chính thức được thành lập.,
67,Question,Các bài viết Federalist Papers ủng hộ việc thông qua Hiến pháp Hoa Kỳ. Hãy nêu tên một trong những tác giả.,
67,Correct_Answer_1,(James) Madison,
67,Correct_Rationale_1,James Madison là một trong ba tác giả của Federalist Papers.,
67,Correct_Answer_2,(Alexander) Hamilton,
67,Correct_Rationale_2,Alexander Hamilton là một trong ba tác giả của Federalist Papers.,
67,Correct_Answer_3,(John) Jay,
67,Correct_Rationale_3,John Jay là một trong ba tác giả của Federalist Papers.,
67,Correct_Answer_4,Publius,
67,Correct_Rationale_4,"Publius là bút danh mà Madison, Hamilton và Jay sử dụng khi viết Federalist Papers.",
67,Wrong_Answer_1,"Thomas Jefferson, George Washington, John Hancock",
67,Wrong_Rationale_1,"Jefferson là một người chống Liên bang, phản đối các lập luận trong Federalist Papers. Washington là một người ủng hộ mạnh mẽ Hiến pháp nhưng không phải là tác giả. John Hancock nổi tiếng là người đầu tiên ký vào Tuyên ngôn Độc lập.",
67,Wrong_Answer_2,"Benjamin Franklin, Samuel Adams, Patrick Henry",
67,Wrong_Rationale_2,"Franklin là người ủng hộ Hiến pháp nhưng không viết Federalist Papers. Adams và Henry là những người chống Liên bang, phản đối Hiến pháp và sẽ không viết bài ủng hộ nó.",
67,Wrong_Answer_3,"Thomas Paine, John Adams, Benedict Arnold",
67,Wrong_Rationale_3,"Paine đã viết ""Common Sense"" và các tờ truyền đơn cách mạng khác nhưng không phải Federalist Papers. John Adams đang ở nước ngoài trong thời kỳ này và không tham gia viết. Benedict Arnold là kẻ phản bội trong Chiến tranh Cách mạng.",
68,Question,Benjamin Franklin nổi tiếng về điều gì?,
68,Correct_Answer_1,nhà ngoại giao Hoa Kỳ,
68,Correct_Rationale_1,Benjamin Franklin từng là nhà ngoại giao tại Pháp trong Chiến tranh Cách mạng.,
68,Correct_Answer_2,thành viên lớn tuổi nhất của Hội nghị Lập hiến,
68,Correct_Rationale_2,"Ở tuổi 81, Franklin là đại biểu lớn tuổi nhất tại Hội nghị Lập hiến.",
68,Correct_Answer_3,tổng giám đốc bưu điện đầu tiên của Hoa Kỳ,
68,Correct_Rationale_3,Franklin được bổ nhiệm làm Tổng giám đốc Bưu điện đầu tiên dưới Quốc hội Lục địa.,
68,Correct_Answer_4,"tác giả của ""Poor Richard's Almanac""",
68,Correct_Rationale_4,"Franklin đã xuất bản ""Poor Richard's Almanac"", bao gồm dự báo thời tiết, mẹo vặt gia đình và tục ngữ.",
68,Correct_Answer_5,bắt đầu những thư viện miễn phí đầu tiên,
68,Correct_Rationale_5,"Franklin đã thành lập thư viện thuê bao đầu tiên ở Mỹ, sau này trở thành mô hình cho thư viện công cộng miễn phí.",
68,Wrong_Answer_1,"tổng thống đầu tiên của Hoa Kỳ, viết Tuyên ngôn Độc lập, tướng của Quân đội Lục địa",
68,Wrong_Rationale_1,"Tổng thống đầu tiên là George Washington, không phải Benjamin Franklin. Tác giả chính của Tuyên ngôn Độc lập là Thomas Jefferson, không phải Franklin. Tướng của Quân đội Lục địa là George Washington, không phải Franklin.",
68,Wrong_Answer_2,"phát minh ra điện thoại, thành lập Đại học Harvard, viết Hiến pháp",
68,Wrong_Rationale_2,"Điện thoại được phát minh bởi Alexander Graham Bell, không phải Benjamin Franklin. Đại học Harvard được thành lập vào năm 1636, từ lâu trước thời của Franklin. Mặc dù Franklin đã tham gia Hội nghị Hiến pháp, James Madison được coi là tác giả chính của Hiến pháp.",
68,Wrong_Answer_3,"khám phá ra Châu Mỹ, là Chánh án đầu tiên của Tòa án Tối cao, lãnh đạo Tiệc Trà Boston",
