ID,DataName,tl,
49,Correct_Rationale_2,Ang pagboto sa isang pederal na halalan ay parehong karapatan at pangunahing responsibilidad ng isang mamamayan.,
49,Wrong_Answer_1,"magbayad ng buwis, sumunod sa batas",
49,Wrong_Rationale_1,"Ang pagbabayad ng buwis ay responsibilidad ng lahat ng residente na may kita (tulad ng mga permanenteng residente), hindi lang ng mga mamamayan. Ang pagsunod sa batas ay responsibilidad ng lahat sa Estados Unidos, anuman ang katayuan sa pagkamamamayan.",
49,Wrong_Answer_2,"kumuha ng lisensya sa pagmamaneho, pumasok sa paaralan",
49,Wrong_Rationale_2,"Ang pagkuha ng lisensya sa pagmamaneho ay bukas para sa mga permanenteng residente at iba pang legal na residente, hindi lang para sa mga mamamayan. Ang pagpasok sa paaralan ay sapilitan para sa lahat ng bata, anuman ang katayuan sa pagkamamamayan.",
49,Wrong_Answer_3,"magtrabaho nang legal, makilahok sa komunidad",
49,Wrong_Rationale_3,"Ang pagtatrabaho nang legal ay pinapayagan para sa mga permanenteng residente at iba pang awtorisadong hindi mamamayan, hindi eksklusibo para sa mga mamamayan. Ang pakikilahok sa komunidad ay hinihikayat para sa lahat ng residente, hindi lang sa mga mamamayan.",
50,Question,Sabihin ang isang karapatan na para lamang sa mga mamamayan ng Estados Unidos.,
50,Correct_Answer_1,bumoto sa isang pederal na halalan,
50,Correct_Rationale_1,Ang pagboto sa mga pederal na halalan ay isang karapatang eksklusibo para sa mga mamamayan.,
50,Correct_Answer_2,tumakbo para sa pederal na posisyon,
50,Correct_Rationale_2,"Ang karapatang tumakbo para sa pederal na posisyon, tulad ng Pangulo, Senador, o Kinatawan, ay nakalaan para sa mga mamamayan.",
50,Wrong_Answer_1,"kalayaan sa relihiyon, kalayaan sa pananalita",
50,Wrong_Rationale_1,"Ang kalayaan sa relihiyon ay isang karapatang ginagarantiyahan sa lahat sa Estados Unidos, hindi lamang sa mga mamamayan. Ang kalayaan sa pananalita ay isang karapatang ginagarantiyahan sa lahat sa Estados Unidos, hindi lamang sa mga mamamayan.",
50,Wrong_Answer_2,"mga karapatan sa tamang proseso, pantay na proteksiyon",
50,Wrong_Rationale_2,"Ang mga karapatan sa tamang proseso ay ginagarantiyahan sa lahat ng tao sa hurisdiksyon ng U.S., hindi lamang sa mga mamamayan. Ang pantay na proteksiyon sa ilalim ng batas ay naaangkop sa lahat sa Estados Unidos, anuman ang katayuan sa pagiging mamamayan.",
50,Wrong_Answer_3,"karapatan sa abogado, proteksiyon laban sa hindi makatwirang paghahalughog",
50,Wrong_Rationale_3,"Ang karapatang magkaroon ng abogado ay ginagarantiyahan sa lahat ng taong inaakusahan ng krimen, anuman ang pagiging mamamayan. Ang proteksiyon laban sa hindi makatwirang paghahalughog at pagsamsam ay naaangkop sa lahat sa Estados Unidos, hindi lamang sa mga mamamayan.",
51,Question,Ano ang dalawang karapatan ng bawat taong naninirahan sa Estados Unidos?,
51,Correct_Answer_1,kalayaan sa pagpapahayag,
51,Correct_Rationale_1,Lahat ng tao sa U.S. ay may karapatang magpahayag ng kanilang opinyon.,
51,Correct_Answer_2,kalayaan sa pagsasalita,
51,Correct_Rationale_2,Lahat sa U.S. ay may karapatang magsalita nang malaya.,
51,Correct_Answer_3,kalayaan sa pagtitipon,
51,Correct_Rationale_3,Lahat sa U.S. ay may karapatang magtipon nang mapayapa.,
51,Correct_Answer_4,kalayaan na magpetisyon sa gobyerno,
51,Correct_Rationale_4,Lahat sa U.S. ay may karapatang magpetisyon sa gobyerno para sa pagwawasto ng mga karaingan.,
51,Correct_Answer_5,kalayaan sa relihiyon,
51,Correct_Rationale_5,Lahat sa U.S. ay may karapatang magsagawa ng anumang relihiyon o wala.,
51,Correct_Answer_6,ang karapatan na magdala ng armas,
51,Correct_Rationale_6,Pinoprotektahan ng Ikalawang Susog ang karapatan na magkaroon at magdala ng armas.,
51,Wrong_Answer_1,"ang karapatang bumoto sa pederal na halalan, ang karapatang tumakbo para sa pederal na posisyon, ang karapatan sa pasaporte ng U.S., ang karapatang maglingkod sa hurado",
51,Wrong_Rationale_1,"Ang karapatang bumoto sa pederal na halalan ay nakalaan lamang sa mga mamamayang Amerikano, hindi sa lahat ng nakatira sa U.S. Ang karapatang tumakbo para sa pederal na posisyon ay para lamang sa mga mamamayang Amerikano. Ang mga pasaporteng Amerikano ay ibinibigay lamang sa mga mamamayang Amerikano, hindi sa lahat ng residente. Ang paglilingkod sa hurado ay karaniwang nakalaan lamang sa mga mamamayan sa karamihan ng mga hurisdiksyon.",
51,Wrong_Answer_2,"ang karapatan sa mga benepisyo ng social security, ang karapatan sa Medicare, ang karapatan sa mga benepisyo sa kawalan ng trabaho, ang karapatan sa pederal na trabaho",
51,Wrong_Rationale_2,Ang mga benepisyo ng Social Security ay pangunahing para sa mga mamamayan at awtorisadong manggagawa na nag-ambag. Ang Medicare ay pangunahing para sa mga mamamayan at permanenteng residente na nakakatugon sa mga kinakailangan. Ang mga benepisyo sa kawalan ng trabaho ay may kinakailangan ng pagkamamamayan o pahintulot sa trabaho sa karamihan ng mga estado. Maraming trabaho sa pederal ang nangangailangan ng pagkamamamayan ng U.S.,
51,Wrong_Answer_3,"ang karapatang mag-sponsor ng imigrasyon ng pamilya, ang karapatan sa proteksiyong diplomatiko sa ibang bansa, ang karapatang bumalik sa U.S., ang karapatang humawak ng pederal na posisyon",
51,Wrong_Rationale_3,Ang karapatang mag-sponsor ng ilang miyembro ng pamilya para sa imigrasyon ay pangunahing para sa mga mamamayan at permanenteng residente. Ang proteksiyong diplomatiko sa ibang bansa ay pangunahing para sa mga mamamayan ng U.S. Ang karapatang bumalik sa U.S. nang walang paghihigpit ay para sa mga mamamayan. Ang paghawak ng pederal na posisyon ay karaniwang nangangailangan ng pagkamamamayan.,
52,Question,Kanino tayo nagpapakita ng katapatan kapag sinasabi natin ang Panatang Pambansa?,
52,Correct_Answer_1,ang Estados Unidos,
52,Correct_Rationale_1,Ang Panatang Pambansa ay isang pagpapahayag ng katapatan sa bansang Estados Unidos.,
52,Correct_Answer_2,ang watawat,
52,Correct_Rationale_2,"Ang watawat ay sumisimbolo sa Estados Unidos, kaya’t ang panunumpa dito ay pagpapakita ng katapatan sa bansa.",
52,Wrong_Answer_1,"ang Pangulo, ang Konstitusyon",
52,Wrong_Rationale_1,"Ang katapatan ay sa bansa mismo, hindi sa isang partikular na tao o pamahalaan tulad ng Pangulo. May tungkulin ang mga mamamayan na igalang ang Konstitusyon, ngunit ang tuwirang layon ng Panatang Pambansa ay ang Estados Unidos at ang watawat nito.",
52,Wrong_Answer_2,"ang Kongreso, ang Korte Suprema",
52,Wrong_Rationale_2,"Ang Panata ay para sa buong bansa, hindi sa partikular na sangay ng pamahalaan tulad ng Kongreso. Ang Korte Suprema ay isang sangay ng pamahalaan, ngunit ang katapatan ay sa bansa mismo.",
52,Wrong_Answer_3,"ang iyong estado, ang iyong komunidad",
52,Wrong_Rationale_3,"Mahalaga ang katapatan sa sariling estado, ngunit ang Panatang Pambansa ay para sa buong bansang pederal. Mahalaga rin ang katapatan sa komunidad, ngunit ang Panata ay tiyak na para sa bansa.",
53,Question,Ano ang isang pangako na ginagawa mo kapag naging mamamayan ka ng Estados Unidos?,
53,Correct_Answer_1,sumunod sa mga batas ng Estados Unidos,
53,Correct_Rationale_1,Ang Panunumpa ng Katapatan ay naglalaman ng pangakong susunod sa mga batas ng Estados Unidos.,
53,Correct_Answer_2,maging tapat sa Estados Unidos,
53,Correct_Rationale_2,Ito ay pangunahing bahagi ng Panunumpa ng Katapatan.,
53,Correct_Answer_3,maglingkod sa militar ng U.S. (kung kinakailangan),
53,Correct_Rationale_3,Ito ay isang pangakong dadala ng armas para sa bansa kapag kinakailangan.,
53,Correct_Answer_4,isuko ang katapatan sa ibang bansa,
53,Correct_Rationale_4,Ang Panunumpa ng Katapatan ay may kasamang pagtalikod sa katapatan sa mga banyagang estado.,
53,Correct_Answer_5,ipagtanggol ang Konstitusyon at mga batas ng Estados Unidos,
53,Correct_Rationale_5,Nangangako ang mga bagong mamamayan na susuporta at ipagtatanggol ang Konstitusyon at mga batas.,
53,Correct_Answer_6,maglingkod (gumawa ng mahalagang gawain para sa) bansa (kung kinakailangan),
53,Correct_Rationale_6,Nangangako ang mga mamamayan na gagawa ng mga gawaing mahalaga para sa bansa kapag kinakailangan.,
53,Wrong_Answer_1,"bumoto bawat taon, laging magsalita ng Ingles, huwag kailanman umalis sa Estados Unidos",
53,Wrong_Rationale_1,"Ang pagboto ay isang mahalagang karapatan at pananagutan ng isang mamamayan, ngunit hindi ito isang legal na obligasyon o bahagi ng panunumpa. Bagama’t kailangan ang kasanayan sa Ingles para sa pagkamamamayan, walang pangakong magsasalita lamang ng Ingles. May karapatan ang mga mamamayan ng U.S. na maglakbay at manirahan sa ibang bansa nang malaya.",
53,Wrong_Answer_2,"magbayad ng mas mataas na buwis, maglingkod sa gobyerno, magbigay sa kawanggawa",
53,Wrong_Rationale_2,"Nagbabayad ang mga mamamayan ng parehong buwis tulad bago sila naging mamamayan, batay sa kita, hindi mas mataas dahil sa pagkamamamayan. Ang paglilingkod sa gobyerno ay isang pagkakataon, hindi isang obligadong pangako. Ang pagbibigay sa kawanggawa ay hinihikayat ngunit hindi isang legal na kinakailangan o bahagi ng panunumpa.",
53,Wrong_Answer_3,"baguhin ang iyong pangalan, isuko ang nakaraang pagkamamamayan, manirahan sa Amerika magpakailanman",
53,Wrong_Rationale_3,"Ang pagbabago ng pangalan ay opsyonal at hindi kinakailangan para sa pagkamamamayan. Habang ang ilang bansa ay nangangailangan ng pagsuko ng nakaraang pagkamamamayan, ang panunumpa sa U.S. ay hindi hayagang nangangailangan nito. Maaaring manirahan ang mga mamamayan sa ibang bansa at panatilihin pa rin ang kanilang pagkamamamayan.",
54,Question,Ilang taon dapat ang mga mamamayan para makaboto sa pangulo?,
54,Correct_Answer_1,labing-walo (18) pataas,
54,Correct_Rationale_1,Itinakda ng ika-26 na Amyenda ang pambansang edad ng pagboto sa 18.,
54,Wrong_Answer_1,labing-anim (16) pataas,
54,Wrong_Rationale_1,"Bagaman pinapayagan ng ilang bansa o partikular na lokal na halalan ang pagboto sa edad na 16, ang pederal na edad ng pagboto sa U.S. ay 18.",
54,Wrong_Answer_2,dalawampu’t isa (21) pataas,
54,Wrong_Rationale_2,"Bago ipinasa ang ika-26 na Amyenda, ang edad ng pagboto ay 21 sa maraming estado.",
54,Wrong_Answer_3,walang limitasyon sa edad,
54,Wrong_Rationale_3,Mayroong itinatag na minimum na edad ayon sa batas para maging karapat-dapat bumoto.,
55,Question,Ano ang dalawang paraan na maaaring makilahok ang mga Amerikano sa kanilang demokrasya?,
55,Correct_Answer_1,bumoto,
55,Correct_Rationale_1,Ang pagboto ang pinakapundamental na paraan upang makilahok sa demokrasya.,
55,Correct_Answer_2,sumali sa isang partidong pampulitika,
55,Correct_Rationale_2,Ang pagsali sa isang partidong pampulitika ay nagbibigay-daan sa mga mamamayan na suportahan ang mga kandidato at adhikain na kanilang pinaniniwalaan.,
55,Correct_Answer_3,tumulong sa isang kampanya,
55,Correct_Rationale_3,Ang pagiging boluntaryo sa mga kampanyang pampulitika ay isang aktibong paraan upang makilahok sa proseso ng demokrasya.,
55,Correct_Answer_4,sumali sa isang pangsibikong grupo,
55,Correct_Rationale_4,Ang mga pangsibikong grupo ay nagpapahintulot sa mga mamamayan na magtulungan sa mga isyu ng komunidad.,
55,Correct_Answer_5,sumali sa isang pangkomunidad na grupo,
55,Correct_Rationale_5,Ang mga pangkomunidad na grupo ay tumutulong sa mga mamamayan na tugunan ang mga lokal na alalahanin at isyu.,
55,Correct_Answer_6,ibigay sa isang halal na opisyal ang iyong opinyon sa isang isyu,
55,Correct_Rationale_6,Ang pakikipag-ugnayan sa mga halal na opisyal ay isang mahalagang paraan upang marinig ang iyong tinig.,
55,Correct_Answer_7,tawagan ang mga Senador at mga Kinatawan,
55,Correct_Rationale_7,Ang pagtawag sa iyong mga kinatawan ay isang direktang paraan ng pakikilahok sa demokrasya.,
55,Correct_Answer_8,hayagang suportahan o tutulan ang isang isyu o patakaran,
55,Correct_Rationale_8,Ang pampublikong pagtataguyod ay isang mahalagang paraan ng demokratikong pakikilahok.,
55,Correct_Answer_9,tumakbo para sa posisyon,
55,Correct_Rationale_9,Ang pagtakbo para sa posisyon ay isa sa pinakamadaling paraan ng pakikilahok sa demokrasya.,
55,Correct_Answer_10,sumulat sa isang pahayagan,
55,Correct_Rationale_10,Ang pagsusulat ng mga liham sa mga pahayagan ay nakakatulong na maibahagi ang iyong mga pananaw sa komunidad.,
55,Wrong_Answer_1,"manood ng balita sa TV, magtaas ng bandila ng Amerika, magbayad ng buwis, magbasa ng pahayagan",
55,Wrong_Rationale_1,"Bagama't mahalaga ang manatiling may alam, ang panonood ng balita lamang ay hindi itinuturing na aktibong 'pakikilahok'. Ang pagtaas ng bandila ng Amerika ay isang mabuting paraan upang ipakita ang nasyonalismo, ngunit hindi ito pakikilahok sa demokratikong 'proseso'. Ang pagbabayad ng buwis ay isang legal na obligasyon, na naiiba sa isang kusang-loob na gawain ng pakikilahok. Ang pagbasa ng mga pahayagan ay tumutulong na manatiling may alam ngunit ito ay pasibo kaysa aktibong pakikilahok.",
55,Wrong_Answer_2,"dumalo sa parada, magpakita ng makabayang simbolo, sumunod sa batas, igalang ang watawat",
55,Wrong_Rationale_2,"Ang pagdalo sa parada ay nagpapakita ng espiritu ng sibiko ngunit hindi direktang nakikilahok sa mga demokratikong proseso. Ang pagpapakita ng makabayang simbolo ay nagpapakita ng suporta ngunit hindi bumubuo ng demokratikong pakikilahok. Ang pagsunod sa batas ay tungkulin ng sibiko at legal na kinakailangan, hindi kusang-loob na demokratikong pakikilahok. Ang paggalang sa watawat ay nagpapakita ng makabayan ngunit hindi nakikilahok sa mga demokratikong proseso.",
55,Wrong_Answer_3,"kumanta ng pambansang awit, magdiwang ng pista, magsuot ng makabayang damit, mag-post sa social media",
55,Wrong_Rationale_3,,
56,Question,Kailan ang huling araw na maaari kang magsumite ng mga pederal na form sa buwis sa kita?,
56,Correct_Answer_1,Abril 15,
56,Correct_Rationale_1,Ang karaniwang huling araw ng pagsumite ng buwis ay Abril 15. (Maaari itong ma-extend kung sakaling bumagsak ito sa weekend o holiday).,
56,Wrong_Answer_1,Enero 1,
56,Wrong_Rationale_1,Ang Enero 1 ay Bagong Taon.,
56,Wrong_Answer_2,Disyembre 31,
56,Wrong_Rationale_2,Ang Disyembre 31 ay katapusan ng taon ng buwis.,
56,Wrong_Answer_3,Hulyo 4,
56,Wrong_Rationale_3,Ang Hulyo 4 ay Araw ng Kalayaan.,
57,Question,모든 남성은 언제 병역 의무 등록을 해야 합니까?,所有男性必须在何时登记参加兵役登记处？
57,Correct_Answer_1,sa edad na labing-walo (18),
57,Correct_Rationale_1,Ang pagpaparehistro ay dapat gawin sa loob ng 30 araw matapos maging 18.,
57,Correct_Answer_2,sa pagitan ng labing-walo (18) at dalawampu’t anim (26),
57,Correct_Rationale_2,"Bagaman dapat gawin ang pagpaparehistro sa edad na 18, maaari pa ring magparehistro hanggang edad na 26.",
57,Wrong_Answer_1,"kapag sumali sila sa militar, kapag bumoto sila",
57,Wrong_Rationale_1,Ang pagpaparehistro sa Selective Service ay isang hiwalay na proseso mula sa aktwal na pag-enlist at para sa posibleng draft. Ang pagpaparehistro sa Selective Service at pagpaparehistro ng botante ay magkahiwalay na proseso na may magkaibang pangangailangan at oras.,
57,Wrong_Answer_2,"kapag ikinasal sila, kapag nagtapos ng high school",
57,Wrong_Rationale_2,"Ang katayuan sa pag-aasawa ay hindi nagti-trigger ng mga kinakailangan para sa Selective Service. Ang pagtatapos sa high school ay hindi konektado sa oras ng pagpaparehistro, na nakabatay lamang sa edad.",
57,Wrong_Answer_3,"kapag sila ay tumuntong ng 21, kapag sila ay tumuntong ng 30",
57,Wrong_Rationale_3,"Ang edad ng pagpaparehistro ay 18, hindi 21. Sa edad na 30, ang mga lalaki ay lampas na sa saklaw ng edad ng pagpaparehistro (18-26), kaya huli na para magparehistro.",
58,Question,Ano ang isang dahilan kung bakit pumunta ang mga kolonista sa Amerika?,
58,Correct_Answer_1,kalayaan,
58,Correct_Rationale_1,Maraming mga kolonista ang pumunta sa Amerika upang maghanap ng iba’t ibang anyo ng kalayaan.,
58,Correct_Answer_2,kalayaang pampulitika,
58,Correct_Rationale_2,Ang ilang mga kolonista ay pumunta sa Amerika upang maghanap ng mas malaking kalayaang pampulitika.,
58,Correct_Answer_3,kalayaan sa relihiyon,
58,Correct_Rationale_3,Maraming mga kolonista ang pumunta sa Amerika upang malayang isagawa ang kanilang relihiyon.,
58,Correct_Answer_4,pagkakataong pang-ekonomiya,
58,Correct_Rationale_4,Maraming mga kolonista ang pumunta sa Amerika upang maghanap ng mas magagandang pagkakataong pang-ekonomiya.,
58,Correct_Answer_5,isagawa ang kanilang relihiyon,
58,Correct_Rationale_5,Ang pagsasagawa ng relihiyon ay isang pangunahing motibasyon para sa maraming mga kolonista.,
58,Correct_Answer_6,makatakas sa pag-uusig,
58,Correct_Rationale_6,Maraming mga kolonista ang tumakas mula sa pag-uusig sa kanilang mga bansang pinagmulan.,
58,Wrong_Answer_1,"upang maglingkod sa Hari ng Britanya, para sa bakasyon, upang sakupin ang mga Katutubong Amerikano",
58,Wrong_Rationale_1,"Ang mga kolonista ay naghahangad na makatakas sa awtoridad ng Hari ng Britanya, hindi upang maglingkod sa kanya. Ang pagtawid sa Atlantiko noong panahong iyon ay isang mapanganib at nagbabantang-buhay na paglalakbay, malayo sa isang bakasyon. Bagama’t may mga naganap na alitan at pananakop, hindi ito ang pangunahing dahilan ng pagpunta sa Amerika.",
58,Wrong_Answer_2,"upang makatakas sa kahirapan, upang makahanap ng ginto, upang magtatag ng mga rutang pangkalakalan",
58,Wrong_Rationale_2,"Bagama’t ang oportunidad na pang-ekonomiya ay isang wastong dahilan, ang mga partikular na motibasyong ito ay labis na pinapasimple ang masalimuot na relihiyoso, politikal, at ekonomikong mga salik na nagtulak sa kolonisasyon.",
58,Wrong_Answer_3,"upang ipalaganap ang Kristiyanismo, upang angkinin ang lupa para sa Espanya, upang hanapin ang Northwest Passage",
58,Wrong_Rationale_3,"Ang mga ito ay mga motibasyon para sa ilang mga eksplorador at misyonero, ngunit hindi ang pangunahing dahilan kung bakit ang mga ordinaryong kolonista ay pumunta upang magtatag ng permanenteng pamayanan sa Amerika.",
59,Question,Sino ang nanirahan sa Amerika bago dumating ang mga Europeo?,
59,Correct_Answer_1,Mga Amerikanong Indio,
59,Correct_Rationale_1,,
59,Correct_Answer_2,Mga Katutubong Amerikano,
59,Correct_Rationale_2,,
59,Wrong_Answer_1,"Wala, mga Aprikano",
59,Wrong_Rationale_1,"Milyun-milyong mga katutubong tao ang naninirahan sa Amerika bago pa dumating ang mga Europeo. Ang mga Aprikano ay sapilitang dinala sa Amerika bilang mga alipin, hindi ang mga orihinal na naninirahan na nandoon na.",
59,Wrong_Answer_2,"Mga Viking, mga manlalakbay na Tsino",
59,Wrong_Rationale_2,"Maaaring binisita ng mga Viking ang Hilagang Amerika nang panandalian noong bandang taong 1000 AD, ngunit hindi sila nagtayo ng permanenteng pamayanan at hindi sila ang mga orihinal na naninirahan. Ang mga manlalakbay na Tsino ay hindi nakarating sa Amerika bago dumating ang mga Europeo.",
59,Wrong_Answer_3,"Mga mananakop na Kastila, mga Ingles na kolonista",
59,Wrong_Rationale_3,"Ang mga mananakop na Kastila ay kabilang sa mga unang Europeo na dumating, hindi mga nanirahan bago ang Europeo. Ang mga Ingles na kolonista ay dumating noong 1600s, matagal pagkatapos na naninirahan doon ang mga katutubong tao sa loob ng libu-libong taon.",
60,Question,Anong grupo ng mga tao ang dinala sa Amerika at ipinagbili bilang mga alipin?,
60,Correct_Answer_1,Mga Aprikano,
60,Correct_Rationale_1,Ang mga Aprikano ay sapilitang dinala sa Amerika at ipinagbili bilang mga alipin.,
60,Correct_Answer_2,mga tao mula sa Africa,
60,Correct_Rationale_2,Ang mga tao mula sa kontinente ng Africa ay inalipin at dinala sa Amerika.,
60,Wrong_Answer_1,Mga Europeo,
60,Wrong_Rationale_1,Ang mga Europeo ang mga imigrante o mga kolonista.,
60,Wrong_Answer_2,Mga Amerikanong Indio,
60,Wrong_Rationale_2,"Bagama’t nakaranas ng pang-aapi at pagkawala ng lupa ang mga Katutubong Amerikano, hindi sila naging bahagi ng transatlantic na kalakalan ng alipin.",
60,Wrong_Answer_3,Mga Asyano,
60,Wrong_Rationale_3,Ang imigrasyon mula sa Asya ay nagsimula pangunahin noong ikalawang kalahati ng ika-19 na siglo.,
61,Question,Bakit nakipaglaban ang mga kolonista sa mga Briton?,
61,Correct_Answer_1,dahil sa mataas na buwis (pagbubuwis na walang representasyon),
61,Correct_Rationale_1,Galit sila sa mga buwis na ipinataw sa kanila nang wala silang sariling kinatawan sa Parlyamento ng Britanya.,
61,Correct_Answer_2,dahil nanirahan ang hukbong Britanya sa kanilang mga bahay,
61,Correct_Rationale_2,Inatasan ng Quartering Act ang mga kolonista na patuluyin at pakainin ang mga sundalong Britanya.,
61,Correct_Answer_3,dahil wala silang sariling pamahalaan,
61,Correct_Rationale_3,Nais ng mga kolonista na pamahalaan ang kanilang sarili at maging malaya mula sa isang panig na pamamahala ng gobyernong Britanya.,
61,Wrong_Answer_1,"dahil gusto nila ng bagong hari, dahil gusto nilang makipag-alyansa sa France, dahil gusto nilang alisin ang lahat ng buwis",
61,Wrong_Rationale_1,"Layunin nilang magtatag ng republika at tuluyang humiwalay sa pamumuno ng isang hari, hindi lang palitan siya. Ang alyansa sa France ay isang estratehiya sa panahon ng digmaan, hindi ang pangunahing dahilan ng pagsisimula nito. Ang isyu ay hindi buwis sa pangkalahatan, kundi ang “hindi makatarungang” buwis na ipinataw nang walang kanilang pahintulot.",
61,Wrong_Answer_2,"dahil sa pag-uusig sa relihiyon, dahil sa kahirapan sa ekonomiya, dahil sa mga pagtatalo sa teritoryo",
61,Wrong_Rationale_2,"Habang ito ay mga nakatulong na salik sa mga karaingan ng kolonya, ang pangunahing dahilan ng pakikipaglaban ay pampulitika: pagbubuwis na walang representasyon, sapilitang pagpapatuloy ng mga sundalo, at kakulangan ng sariling pamahalaan.",
61,Wrong_Answer_3,"dahil gusto nila ng agarang kalayaan, dahil galit sila sa lahat ng Britanya, dahil gusto nilang lumawak pa-kanluran",
61,Wrong_Rationale_3,"Noong una, hinangad ng mga kolonista ang pagkakasundo at dahan-dahang lumipat tungo sa kalayaan. Ang kanilang mga karaingan ay laban sa mga patakaran ng Britanya, hindi laban sa mga tao mismo. Ang paglawak pa-kanluran ay hindi pangunahing dahilan ng tunggalian.",
62,Question,Sino ang sumulat ng Deklarasyon ng Kalayaan?,
62,Correct_Answer_1,(Thomas) Jefferson,
62,Correct_Rationale_1,Si Thomas Jefferson ang pangunahing may-akda ng Deklarasyon ng Kalayaan.,
62,Wrong_Answer_1,George Washington,
62,Wrong_Rationale_1,Si George Washington ang Pinuno ng Hukbong Kontinental at ang unang Pangulo.,
62,Wrong_Answer_2,Abraham Lincoln,
62,Wrong_Rationale_2,Si Abraham Lincoln ang ika-16 na Pangulo noong Digmaang Sibil.,
62,Wrong_Answer_3,Benjamin Franklin,
62,Wrong_Rationale_3,"Kasama si Benjamin Franklin sa komite, nirepaso ang dokumento at nilagdaan ito, ngunit hindi siya ang pangunahing may-akda.",
63,Question,Kailan pinagtibay ang Deklarasyon ng Kalayaan?,
63,Correct_Answer_1,"Hulyo 4, 1776",
63,Correct_Rationale_1,Ang petsang ito ay ipinagdiriwang bilang Araw ng Kalayaan sa Estados Unidos.,
63,Wrong_Answer_1,"Setyembre 17, 1787",
63,Wrong_Rationale_1,"Noong Setyembre 17, 1787 ay pinirmahan ang Konstitusyon, hindi ang pagpapatibay ng Deklarasyon ng Kalayaan.",
63,Wrong_Answer_2,"Oktubre 12, 1492",
63,Wrong_Rationale_2,"Noong Oktubre 12, 1492 dumating si Christopher Columbus sa Amerika, hindi noong pinagtibay ang Deklarasyon.",
63,Wrong_Answer_3,"Abril 19, 1775",
63,Wrong_Rationale_3,"Noong Abril 19, 1775 nagsimula ang Digmaang Rebolusyonaryo sa Lexington at Concord, hindi noong pinagtibay ang Deklarasyon.",
64,Question,Mayroong 13 orihinal na estado. Magbanggit ng tatlo.,
64,Correct_Answer_1,New Hampshire,
64,Correct_Rationale_1,Ang New Hampshire ay isa sa orihinal na 13 kolonya.,
64,Correct_Answer_2,Massachusetts,
64,Correct_Rationale_2,Ang Massachusetts ay isa sa orihinal na 13 kolonya.,
64,Correct_Answer_3,Rhode Island,
64,Correct_Rationale_3,Ang Rhode Island ay isa sa orihinal na 13 kolonya.,
64,Correct_Answer_4,Connecticut,
64,Correct_Rationale_4,Ang Connecticut ay isa sa orihinal na 13 kolonya.,
64,Correct_Answer_5,New York,
64,Correct_Rationale_5,Ang New York ay isa sa orihinal na 13 kolonya.,
64,Correct_Answer_6,New Jersey,
64,Correct_Rationale_6,Ang New Jersey ay isa sa orihinal na 13 kolonya.,
64,Correct_Answer_7,Pennsylvania,
64,Correct_Rationale_7,Ang Pennsylvania ay isa sa orihinal na 13 kolonya.,
64,Correct_Answer_8,Delaware,
64,Correct_Rationale_8,Ang Delaware ay isa sa orihinal na 13 kolonya.,
64,Correct_Answer_9,Maryland,
64,Correct_Rationale_9,Ang Maryland ay isa sa orihinal na 13 kolonya.,
64,Correct_Answer_10,Virginia,
64,Correct_Rationale_10,Ang Virginia ay isa sa orihinal na 13 kolonya.,
64,Correct_Answer_11,Hilagang Carolina,
64,Correct_Rationale_11,Ang Hilagang Carolina ay isa sa orihinal na 13 kolonya.,
64,Correct_Answer_12,Timog Carolina,
64,Correct_Rationale_12,Ang Timog Carolina ay isa sa orihinal na 13 kolonya.,
64,Correct_Answer_13,Georgia,
64,Correct_Rationale_13,Ang Georgia ay isa sa orihinal na 13 kolonya.,
64,Wrong_Answer_1,"Florida, California, Texas, Alaska",
64,Wrong_Rationale_1,"Ang Florida ay sumali sa Unyon bilang ika-27 estado noong 1845, hindi orihinal na kolonya. Sumali ang California bilang ika-31 estado noong 1850. Sumali ang Texas bilang ika-28 estado noong 1845. Sumali ang Alaska bilang ika-49 estado noong 1959, matagal na pagkatapos ng orihinal na 13 kolonya.",
64,Wrong_Answer_2,"Ohio, Kentucky, Vermont, Tennessee",
64,Wrong_Rationale_2,"Sumali ang Ohio sa Unyon bilang ika-17 estado noong 1803, pagkatapos ng orihinal na 13. Ang Kentucky ay naging ika-15 estado noong 1792. Ang Vermont ay naging ika-14 estado noong 1791. Ang Tennessee ay naging ika-16 estado noong 1796. Lahat ay sumali pagkatapos ng orihinal na 13 kolonya.",
64,Wrong_Answer_3,"Hawaii, Nevada, Colorado, Utah",
64,Wrong_Rationale_3,Sumali ang Hawaii bilang ika-50 estado noong 1959. Sumali ang Nevada bilang ika-36 estado noong 1864. Sumali ang Colorado bilang ika-38 estado noong 1876. Sumali ang Utah bilang ika-45 estado noong 1896. Wala sa mga ito ang kabilang sa orihinal na 13 kolonya na itinatag bago ang kalayaan.,
65,Question,Ano ang nangyari sa Kumbensiyong Pansaligang Batas?,
65,Correct_Answer_1,Isinulat ang Konstitusyon.,
65,Correct_Rationale_1,"Idinaos ang Kumbensiyong Pansaligang Batas upang lumikha ng bagong balangkas ng pamahalaan, na nagresulta sa Konstitusyon ng U.S.",
65,Correct_Answer_2,Ang mga Founding Fathers ang sumulat ng Konstitusyon.,
65,Correct_Rationale_2,Nagtipon ang mga Founding Fathers sa Kumbensiyong Pansaligang Batas upang isulat ang Konstitusyon.,
65,Wrong_Answer_1,Isinulat ang Deklarasyon ng Kalayaan.,
