ID,DataName,fr,
55,Wrong_Answer_3,"chanter l’hymne national, célébrer les fêtes, porter des vêtements patriotiques, publier sur les réseaux sociaux",
55,Wrong_Rationale_3,,
56,Question,Quelle est la dernière date à laquelle vous pouvez envoyer les formulaires de l’impôt fédéral sur le revenu ?,
56,Correct_Answer_1,15 avril,
56,Correct_Rationale_1,La date limite habituelle pour déclarer les impôts est le 15 avril. (Elle peut être prolongée si cela tombe un week-end ou un jour férié).,
56,Wrong_Answer_1,1er janvier,
56,Wrong_Rationale_1,Le 1er janvier est le jour de l’An.,
56,Wrong_Answer_2,31 décembre,
56,Wrong_Rationale_2,Le 31 décembre est la fin de l’année fiscale.,
56,Wrong_Answer_3,4 juillet,
56,Wrong_Rationale_3,Le 4 juillet est le jour de l’Indépendance.,
57,Question,متى يجب على جميع الرجال التسجيل في خدمة الانتقاء؟,所有男性必须在何时登记参加兵役登记处？
57,Correct_Answer_1,à l’âge de dix-huit (18) ans,
57,Correct_Rationale_1,L’inscription doit avoir lieu dans les 30 jours suivant le 18e anniversaire.,
57,Correct_Answer_2,entre dix-huit (18) et vingt-six (26) ans,
57,Correct_Rationale_2,"Bien que l’inscription doive se faire à 18 ans, il est possible de s’inscrire jusqu’à 26 ans.",
57,Wrong_Answer_1,"lorsqu’ils rejoignent l’armée, lorsqu’ils votent",
57,Wrong_Rationale_1,S’inscrire au Service sélectif est un processus distinct de l’enrôlement réel et sert à un éventuel recrutement. L’inscription au Service sélectif et l’inscription des électeurs sont des processus distincts avec des exigences et des délais différents.,
57,Wrong_Answer_2,"lorsqu’ils se marient, lorsqu’ils obtiennent leur diplôme de lycée",
57,Wrong_Rationale_2,"Le statut matrimonial ne déclenche pas les exigences d’inscription au Service sélectif. L’obtention du diplôme d’études secondaires n’est pas liée au calendrier d’inscription, qui repose uniquement sur l’âge.",
57,Wrong_Answer_3,"lorsqu’ils ont 21 ans, lorsqu’ils ont 30 ans",
57,Wrong_Rationale_3,"L’âge d’inscription est 18, pas 21. À 30 ans, les hommes sont au-delà de la tranche d’âge requise (18-26), donc il serait trop tard pour s’inscrire.",
58,Question,Quelle est l’une des raisons pour lesquelles les colons sont venus en Amérique ?,
58,Correct_Answer_1,liberté,
58,Correct_Rationale_1,De nombreux colons sont venus en Amérique à la recherche de diverses formes de liberté.,
58,Correct_Answer_2,liberté politique,
58,Correct_Rationale_2,Certains colons sont venus en Amérique à la recherche d’une plus grande liberté politique.,
58,Correct_Answer_3,liberté religieuse,
58,Correct_Rationale_3,De nombreux colons sont venus en Amérique pour pratiquer librement leur religion.,
58,Correct_Answer_4,opportunité économique,
58,Correct_Rationale_4,De nombreux colons sont venus en Amérique à la recherche de meilleures opportunités économiques.,
58,Correct_Answer_5,pratiquer leur religion,
58,Correct_Rationale_5,La pratique religieuse était une motivation majeure pour de nombreux colons.,
58,Correct_Answer_6,échapper à la persécution,
58,Correct_Rationale_6,De nombreux colons ont fui les persécutions dans leurs pays d’origine.,
58,Wrong_Answer_1,"servir le roi britannique, pour des vacances, conquérir les Amérindiens",
58,Wrong_Rationale_1,"Les colons cherchaient à échapper à l’autorité du roi britannique, pas à le servir. Traverser l’Atlantique à cette époque était un voyage périlleux et mortel, loin d’être des vacances. Bien que des conflits et des conquêtes aient eu lieu, ce n’était pas la principale raison invoquée pour venir en Amérique.",
58,Wrong_Answer_2,"échapper à la pauvreté, trouver de l’or, établir des routes commerciales",
58,Wrong_Rationale_2,"Bien que l’opportunité économique ait été une raison valable, ces motivations spécifiques simplifient à l’excès les facteurs religieux, politiques et économiques complexes qui ont motivé la colonisation.",
58,Wrong_Answer_3,"répandre le christianisme, revendiquer des terres pour l’Espagne, trouver le passage du Nord-Ouest",
58,Wrong_Rationale_3,"C’étaient des motivations pour certains explorateurs et missionnaires, mais pas les raisons principales pour lesquelles les colons ordinaires sont venus établir des colonies permanentes en Amérique.",
59,Question,Qui vivait en Amérique avant l’arrivée des Européens ?,
59,Correct_Answer_1,Indiens d’Amérique,
59,Correct_Rationale_1,,
59,Correct_Answer_2,Amérindiens,
59,Correct_Rationale_2,,
59,Wrong_Answer_1,"Personne, Africains",
59,Wrong_Rationale_1,"Des millions de peuples autochtones vivaient en Amérique bien avant l’arrivée des Européens. Les Africains ont ensuite été amenés de force en Amérique comme esclaves, et non comme les habitants originaux qui y étaient déjà.",
59,Wrong_Answer_2,"Vikings, explorateurs chinois",
59,Wrong_Rationale_2,"Bien que les Vikings aient pu visiter brièvement l’Amérique du Nord vers l’an 1000, ils n’y ont pas établi de colonies permanentes et n’étaient pas les habitants d’origine. Les explorateurs chinois n’ont pas atteint les Amériques avant l’arrivée des Européens.",
59,Wrong_Answer_3,"Conquistadors espagnols, colons anglais",
59,Wrong_Rationale_3,"Les conquistadors espagnols faisaient partie des premiers Européens à arriver, pas des habitants pré-européens. Les colons anglais sont arrivés au XVIIe siècle, bien après que les peuples autochtones y aient vécu pendant des milliers d’années.",
60,Question,Quel groupe de personnes a été emmené en Amérique et vendu comme esclaves ?,
60,Correct_Answer_1,Africains,
60,Correct_Rationale_1,Les Africains ont été amenés de force en Amérique et vendus comme esclaves.,
60,Correct_Answer_2,personnes d’Afrique,
60,Correct_Rationale_2,Des personnes du continent africain ont été réduites en esclavage et amenées en Amérique.,
60,Wrong_Answer_1,Européens,
60,Wrong_Rationale_1,Les Européens étaient les immigrants ou colons.,
60,Wrong_Answer_2,Indiens d’Amérique,
60,Wrong_Rationale_2,"Bien que les Amérindiens aient fait face à l’oppression et à la perte de leurs terres, ils n’ont pas été les victimes de la traite transatlantique des esclaves.",
60,Wrong_Answer_3,Asiatiques,
60,Wrong_Rationale_3,L’immigration en provenance d’Asie a commencé principalement dans la seconde moitié du XIXe siècle.,
61,Question,Pourquoi les colons se sont-ils battus contre les Britanniques ?,
61,Correct_Answer_1,à cause des impôts élevés (imposition sans représentation),
61,Correct_Rationale_1,Ils étaient en colère contre les impôts imposés sans avoir de représentants au Parlement britannique.,
61,Correct_Answer_2,parce que l'armée britannique restait dans leurs maisons,
61,Correct_Rationale_2,Le Quartering Act obligeait les colons à loger et nourrir les soldats britanniques.,
61,Correct_Answer_3,parce qu’ils n’avaient pas d’autonomie gouvernementale,
61,Correct_Rationale_3,Les colons voulaient se gouverner eux-mêmes et être libres de la domination unilatérale du gouvernement britannique.,
61,Wrong_Answer_1,"parce qu’ils voulaient un nouveau roi, parce qu’ils voulaient s’allier avec la France, parce qu’ils voulaient abolir tous les impôts",
61,Wrong_Rationale_1,"Ils cherchaient à établir une république et à se libérer de la domination d’un roi, pas simplement à le remplacer. L’alliance avec la France était une stratégie pendant la guerre, pas la raison fondamentale de son déclenchement. Le problème n’était pas les impôts en général, mais les impôts « injustes » imposés sans leur consentement.",
61,Wrong_Answer_2,"à cause des persécutions religieuses, des difficultés économiques, des différends territoriaux",
61,Wrong_Rationale_2,"Bien que ceux-ci aient contribué aux griefs coloniaux, les principales raisons de se battre étaient politiques : taxation sans représentation, cantonnement forcé des soldats et absence d’autonomie gouvernementale.",
61,Wrong_Answer_3,"parce qu’ils voulaient l’indépendance immédiatement, parce qu’ils détestaient tous les Britanniques, parce qu’ils voulaient s’étendre vers l’ouest",
61,Wrong_Rationale_3,"Les colons cherchaient initialement la réconciliation et se sont seulement progressivement orientés vers l’indépendance. Leurs griefs concernaient les politiques britanniques, pas les Britanniques en tant que personnes. L’expansion vers l’ouest n’était pas une cause principale du conflit.",
62,Question,Qui a rédigé la Déclaration d'indépendance ?,
62,Correct_Answer_1,(Thomas) Jefferson,
62,Correct_Rationale_1,Thomas Jefferson était l'auteur principal de la Déclaration d'indépendance.,
62,Wrong_Answer_1,George Washington,
62,Wrong_Rationale_1,George Washington était le commandant en chef de l'armée continentale et le premier président.,
62,Wrong_Answer_2,Abraham Lincoln,
62,Wrong_Rationale_2,Abraham Lincoln était le 16e président pendant la guerre de Sécession.,
62,Wrong_Answer_3,Benjamin Franklin,
62,Wrong_Rationale_3,"Benjamin Franklin faisait partie du comité, a révisé le document et l'a signé, mais il n'était pas l'auteur principal.",
63,Question,Quand la Déclaration d'indépendance a-t-elle été adoptée ?,
63,Correct_Answer_1,4 juillet 1776,
63,Correct_Rationale_1,Cette date est célébrée comme la fête de l'indépendance aux États-Unis.,
63,Wrong_Answer_1,17 septembre 1787,
63,Wrong_Rationale_1,"Le 17 septembre 1787 est la date de signature de la Constitution, pas l’adoption de la Déclaration d’indépendance.",
63,Wrong_Answer_2,12 octobre 1492,
63,Wrong_Rationale_2,"Le 12 octobre 1492 est la date où Christophe Colomb est arrivé en Amérique, pas l’adoption de la Déclaration.",
63,Wrong_Answer_3,19 avril 1775,
63,Wrong_Rationale_3,"Le 19 avril 1775 marque le début de la guerre d'indépendance à Lexington et Concord, pas l’adoption de la Déclaration.",
64,Question,Il y avait 13 États originaux. Nommez-en trois.,
64,Correct_Answer_1,New Hampshire,
64,Correct_Rationale_1,Le New Hampshire était l'une des 13 colonies originales.,
64,Correct_Answer_2,Massachusetts,
64,Correct_Rationale_2,Le Massachusetts était l'une des 13 colonies originales.,
64,Correct_Answer_3,Rhode Island,
64,Correct_Rationale_3,Le Rhode Island était l'une des 13 colonies originales.,
64,Correct_Answer_4,Connecticut,
64,Correct_Rationale_4,Le Connecticut était l'une des 13 colonies originales.,
64,Correct_Answer_5,New York,
64,Correct_Rationale_5,New York était l'une des 13 colonies originales.,
64,Correct_Answer_6,New Jersey,
64,Correct_Rationale_6,Le New Jersey était l'une des 13 colonies originales.,
64,Correct_Answer_7,Pennsylvanie,
64,Correct_Rationale_7,La Pennsylvanie était l'une des 13 colonies originales.,
64,Correct_Answer_8,Delaware,
64,Correct_Rationale_8,Le Delaware était l'une des 13 colonies originales.,
64,Correct_Answer_9,Maryland,
64,Correct_Rationale_9,Le Maryland faisait partie des 13 colonies originales.,
64,Correct_Answer_10,Virginie,
64,Correct_Rationale_10,La Virginie faisait partie des 13 colonies originales.,
64,Correct_Answer_11,Caroline du Nord,
64,Correct_Rationale_11,La Caroline du Nord faisait partie des 13 colonies originales.,
64,Correct_Answer_12,Caroline du Sud,
64,Correct_Rationale_12,La Caroline du Sud faisait partie des 13 colonies originales.,
64,Correct_Answer_13,Géorgie,
64,Correct_Rationale_13,La Géorgie faisait partie des 13 colonies originales.,
64,Wrong_Answer_1,"Floride, Californie, Texas, Alaska",
64,Wrong_Rationale_1,"La Floride a rejoint l'Union en tant que 27e État en 1845, ce n'était pas une colonie d'origine. La Californie a rejoint en tant que 31e État en 1850. Le Texas a rejoint en tant que 28e État en 1845. L'Alaska a rejoint en tant que 49e État en 1959, bien après les 13 colonies d'origine.",
64,Wrong_Answer_2,"Ohio, Kentucky, Vermont, Tennessee",
64,Wrong_Rationale_2,"L'Ohio a rejoint l'Union en tant que 17e État en 1803, après les 13 originaux. Le Kentucky était le 15e État en 1792. Le Vermont était le 14e État en 1791. Le Tennessee était le 16e État en 1796. Tous ont rejoint après les 13 colonies originales.",
64,Wrong_Answer_3,"Hawaï, Nevada, Colorado, Utah",
64,Wrong_Rationale_3,Hawaï a rejoint en tant que 50e État en 1959. Le Nevada a rejoint en tant que 36e État en 1864. Le Colorado a rejoint en tant que 38e État en 1876. L'Utah a rejoint en tant que 45e État en 1896. Aucun ne faisait partie des 13 colonies originales établies avant l'indépendance.,
65,Question,Que s'est-il passé à la Convention constitutionnelle ?,
65,Correct_Answer_1,La Constitution a été rédigée.,
65,Correct_Rationale_1,"La Convention constitutionnelle a été tenue pour créer un nouveau cadre de gouvernement, ce qui a donné lieu à la Constitution des États-Unis.",
65,Correct_Answer_2,Les Pères fondateurs ont rédigé la Constitution.,
65,Correct_Rationale_2,Les Pères fondateurs se sont réunis à la Convention constitutionnelle pour rédiger la Constitution.,
65,Wrong_Answer_1,La Déclaration d'indépendance a été rédigée.,
65,Wrong_Rationale_1,"La Déclaration d'indépendance a été rédigée 11 ans plus tôt, au Congrès continental en 1776.",
65,Wrong_Answer_2,La guerre d'indépendance a commencé.,
65,Wrong_Rationale_2,La guerre d'indépendance a commencé en 1775 et s'était déjà terminée avant la Convention constitutionnelle (1787).,
65,Wrong_Answer_3,George Washington a été élu président.,
65,Wrong_Rationale_3,"George Washington a été élu premier président en 1789, sous la Constitution, après la Convention.",
66,Question,Quand la Constitution a-t-elle été rédigée ?,
66,Correct_Answer_1,1787,
66,Correct_Rationale_1,La Constitution a été rédigée lors de la Convention constitutionnelle à Philadelphie en 1787.,
66,Wrong_Answer_1,1776,
66,Wrong_Rationale_1,1776 est l'année où la Déclaration d'indépendance a été adoptée.,
66,Wrong_Answer_2,1865,
66,Wrong_Rationale_2,"1865 est l'année où la guerre civile a pris fin et où le 13e amendement, abolissant l'esclavage, a été ratifié.",
66,Wrong_Answer_3,1789,
66,Wrong_Rationale_3,1789 est l'année où la Constitution est entrée en vigueur et où le gouvernement américain a été officiellement formé.,
67,Question,Les Federalist Papers ont soutenu l'adoption de la Constitution des États-Unis. Nommez un des auteurs.,
67,Correct_Answer_1,(James) Madison,
67,Correct_Rationale_1,James Madison était l’un des trois auteurs des Federalist Papers.,
67,Correct_Answer_2,(Alexander) Hamilton,
67,Correct_Rationale_2,Alexander Hamilton était l’un des trois auteurs des Federalist Papers.,
67,Correct_Answer_3,(John) Jay,
67,Correct_Rationale_3,John Jay était l’un des trois auteurs des Federalist Papers.,
67,Correct_Answer_4,Publius,
67,Correct_Rationale_4,"Publius était le pseudonyme utilisé par Madison, Hamilton et Jay pour écrire les Federalist Papers.",
67,Wrong_Answer_1,"Thomas Jefferson, George Washington, John Hancock",
67,Wrong_Rationale_1,"Jefferson était un Anti-Fédéraliste qui s’opposait aux arguments des Federalist Papers. Bien que Washington ait été un ardent partisan de la Constitution, il n’était pas l’un des auteurs. John Hancock est célèbre pour avoir été le premier à signer la Déclaration d’indépendance.",
67,Wrong_Answer_2,"Benjamin Franklin, Samuel Adams, Patrick Henry",
67,Wrong_Rationale_2,"Franklin était un partisan de la Constitution mais n’a pas écrit les Federalist Papers. Adams et Henry étaient Anti-Fédéralistes, opposés à la Constitution, et n’auraient pas écrit de textes la soutenant.",
67,Wrong_Answer_3,"Thomas Paine, John Adams, Benedict Arnold",
67,Wrong_Rationale_3,Paine a écrit « Le Sens commun » et d’autres pamphlets révolutionnaires mais pas les Federalist Papers. John Adams était à l’étranger durant cette période et n’a pas participé à leur rédaction. Benedict Arnold était un traître pendant la guerre d’indépendance.,
68,Question,Pour quoi Benjamin Franklin est-il célèbre ?,
68,Correct_Answer_1,diplomate américain,
68,Correct_Rationale_1,Benjamin Franklin a servi comme diplomate en France pendant la guerre d’indépendance.,
68,Correct_Answer_2,le membre le plus âgé de la Convention constitutionnelle,
68,Correct_Rationale_2,"À 81 ans, Franklin était le délégué le plus âgé à la Convention constitutionnelle.",
68,Correct_Answer_3,premier maître de poste général des États-Unis,
68,Correct_Rationale_3,Franklin a été nommé premier maître de poste général par le Congrès continental.,
68,Correct_Answer_4,auteur de « Poor Richard's Almanac »,
68,Correct_Rationale_4,"Franklin a publié « Poor Richard's Almanac », qui contenait des prévisions météorologiques, des conseils domestiques et des proverbes.",
68,Correct_Answer_5,a fondé les premières bibliothèques gratuites,
68,Correct_Rationale_5,"Franklin a fondé la première bibliothèque par abonnement en Amérique, qui est devenue le modèle des bibliothèques publiques gratuites.",
68,Wrong_Answer_1,"premier président des États-Unis, a rédigé la Déclaration d’indépendance, général de l’armée continentale",
68,Wrong_Rationale_1,"Le premier président était George Washington, pas Benjamin Franklin. L’auteur principal de la Déclaration d’indépendance était Thomas Jefferson, pas Franklin. Le général de l’armée continentale était George Washington, pas Franklin.",
68,Wrong_Answer_2,"a inventé le téléphone, fondé l’Université Harvard, rédigé la Constitution",
68,Wrong_Rationale_2,"Le téléphone a été inventé par Alexander Graham Bell, pas par Benjamin Franklin. L’Université Harvard a été fondée en 1636, bien avant l’époque de Franklin. Bien que Franklin ait participé à la Convention constitutionnelle, James Madison est considéré comme le principal auteur de la Constitution.",
68,Wrong_Answer_3,"a découvert l’Amérique, fut le premier président de la Cour suprême, a dirigé la Boston Tea Party",
68,Wrong_Rationale_3,"L’Amérique a été découverte par Christophe Colomb et les peuples autochtones y vivaient bien avant. Le premier président de la Cour suprême était John Jay, pas Franklin. La Boston Tea Party a été organisée par Samuel Adams et les Fils de la Liberté, pas Franklin.",
69,Question,Qui est le « Père de notre pays » ?,
69,Correct_Answer_1,(George) Washington,
69,Correct_Rationale_1,Il est appelé le « Père de sa Patrie » pour son leadership pendant la guerre d'indépendance et pour avoir établi la nouvelle nation.,
69,Wrong_Answer_1,Abraham Lincoln,
69,Wrong_Rationale_1,Lincoln est connu comme le « Grand Émancipateur » et le président qui a préservé l'Union.,
69,Wrong_Answer_2,Thomas Jefferson,
69,Wrong_Rationale_2,Jefferson était l'auteur de la Déclaration d'indépendance et le troisième président.,
69,Wrong_Answer_3,Benjamin Franklin,
69,Wrong_Rationale_3,"Franklin était un brillant diplomate, inventeur et l'un des Pères fondateurs.",
70,Question,Qui était le premier président ?,
70,Correct_Answer_1,(George) Washington,
70,Correct_Rationale_1,George Washington fut le premier président des États-Unis.,
70,Wrong_Answer_1,John Adams,
70,Wrong_Rationale_1,John Adams fut le premier vice-président et le deuxième président.,
70,Wrong_Answer_2,Thomas Jefferson,
70,Wrong_Rationale_2,Thomas Jefferson fut le troisième président.,
70,Wrong_Answer_3,Alexander Hamilton,
70,Wrong_Rationale_3,Alexander Hamilton fut le premier secrétaire du Trésor mais ne devint jamais président.,
71,Question,Quel territoire les États-Unis ont-ils acheté à la France en 1803 ?,
71,Correct_Answer_1,le Territoire de la Louisiane,
71,Correct_Rationale_1,L'achat de la Louisiane a doublé la taille des États-Unis.,
71,Correct_Answer_2,Louisiane,
71,Correct_Rationale_2,Le Territoire de la Louisiane a été acheté à la France en 1803.,
71,Wrong_Answer_1,Alaska,
71,Wrong_Rationale_1,"L'Alaska a été acheté à la Russie, et non à la France, en 1867.",
71,Wrong_Answer_2,Floride,
71,Wrong_Rationale_2,La Floride a été cédée par l'Espagne en 1819.,
71,Wrong_Answer_3,Texas,
71,Wrong_Rationale_3,Le Texas a été annexé en 1845 après avoir été une république indépendante.,
72,Question,Nommez une guerre menée par les États-Unis au XIXe siècle.,
72,Correct_Answer_1,Guerre de 1812,
72,Correct_Rationale_1,La guerre de 1812 a été menée entre les États-Unis et la Grande-Bretagne.,
72,Correct_Answer_2,Guerre américano-mexicaine,
72,Correct_Rationale_2,La guerre américano-mexicaine s'est déroulée de 1846 à 1848.,
72,Correct_Answer_3,Guerre de Sécession,
72,Correct_Rationale_3,La guerre de Sécession s'est déroulée de 1861 à 1865.,
72,Correct_Answer_4,Guerre hispano-américaine,
72,Correct_Rationale_4,La guerre hispano-américaine a eu lieu en 1898.,
72,Wrong_Answer_1,"Guerre d'indépendance, Première Guerre mondiale, Deuxième Guerre mondiale, Guerre de Corée",
72,Wrong_Rationale_1,"La guerre d'Indépendance a eu lieu au XVIIIe siècle (1775-1783), pas au XIXe. La Première Guerre mondiale a eu lieu au XXe siècle (1914-1918). La Seconde Guerre mondiale a eu lieu au XXe siècle (1939-1945). La guerre de Corée a eu lieu au XXe siècle (1950-1953). Aucune de ces guerres n'a eu lieu au XIXe siècle.",
72,Wrong_Answer_2,"Guerre du Viêt Nam, Guerre du Golfe, Guerre d'Irak, Guerre d'Afghanistan",
72,Wrong_Rationale_2,La guerre du Viêt Nam a eu lieu au XXe siècle (1955-1975). La guerre du Golfe a eu lieu au XXe siècle (1991). La guerre d'Irak a commencé en 2003. La guerre d'Afghanistan a commencé en 2001. Tous ces conflits ont eu lieu bien après le XIXe siècle.,
72,Wrong_Answer_3,"Guerre de la Conquête, Guerre du roi Philippe, Rébellion de Bacon, Guerre de Pontiac",
72,Wrong_Rationale_3,La guerre de la Conquête a eu lieu au XVIIIe siècle (1754-1763). La guerre du roi Philippe a eu lieu au XVIIe siècle (1675-1676). La rébellion de Bacon a eu lieu en 1676. La guerre de Pontiac a eu lieu dans les années 1760. Tous ces conflits ont eu lieu avant le XIXe siècle.,
73,Question,Nommez la guerre américaine entre le Nord et le Sud.,
73,Correct_Answer_1,la guerre de Sécession,
73,Correct_Rationale_1,,
73,Correct_Answer_2,la guerre entre les États,
73,Correct_Rationale_2,C'était un terme couramment utilisé dans les États du Sud.,
73,Wrong_Answer_1,"la guerre d'Indépendance, la guerre de 1812",
73,Wrong_Rationale_1,"La guerre d’Indépendance s’est déroulée entre les colonies américaines et la Grande-Bretagne, pas entre le Nord et le Sud. La guerre de 1812 a opposé les États-Unis à la Grande-Bretagne, pas un conflit interne.",
73,Wrong_Answer_2,"la Première Guerre mondiale, la Seconde Guerre mondiale",
73,Wrong_Rationale_2,"La Première Guerre mondiale était un conflit mondial impliquant de nombreuses nations, pas une guerre entre le Nord et le Sud. La Seconde Guerre mondiale était un conflit mondial entre les Alliés, y compris les États-Unis, et les puissances de l’Axe, pas une guerre interne américaine.",
73,Wrong_Answer_3,"la guerre américano-mexicaine, la guerre hispano-américaine",
73,Wrong_Rationale_3,"La guerre américano-mexicaine a opposé les États-Unis et le Mexique, pas le Nord et le Sud. La guerre hispano-américaine a opposé les États-Unis et l’Espagne, pas un conflit interne entre régions.",
74,Question,Nommez un problème qui a conduit à la guerre de Sécession.,
74,Correct_Answer_1,l’esclavage,
74,Correct_Rationale_1,L’existence de l’esclavage fut la cause la plus fondamentale et centrale du conflit entre le Nord et le Sud.,
74,Correct_Answer_2,raisons économiques,
74,Correct_Rationale_2,Il y avait d’importantes différences et conflits économiques entre le Nord industriel et le Sud agricole.,
74,Correct_Answer_3,droits des États,
74,Correct_Rationale_3,Il y eut un grand débat sur les droits des États à décider de leurs propres affaires face au pouvoir du gouvernement fédéral.,
74,Wrong_Answer_1,"guerre avec l’Angleterre, différences religieuses, disputes sur le pétrole",
74,Wrong_Rationale_1,"Le conflit avec l’Angleterre fut une cause de la guerre d’Indépendance et de la guerre de 1812, pas de la guerre de Sécession. Bien que la religion ait été un facteur, ce n’était pas une cause principale de la guerre de Sécession. L’industrie pétrolière à grande échelle s’est développée aux États-Unis après la guerre de Sécession, donc les disputes sur le pétrole n’en furent pas une cause.",
74,Wrong_Answer_2,"expansion territoriale, problèmes d’immigration, différends commerciaux étrangers",
74,Wrong_Rationale_2,"Bien que l’expansion territoriale ait été débattue, la question centrale était de savoir si les nouveaux territoires permettraient l’esclavage. L’immigration n’était pas une cause principale de la guerre de Sécession. Les différends commerciaux étrangers n’étaient pas un facteur majeur menant à la guerre de Sécession.",
74,Wrong_Answer_3,"différends sur l’or, conflits avec les Amérindiens, désaccords sur la Constitution",
74,Wrong_Rationale_3,"Les découvertes d’or ont eu lieu principalement à l’Ouest et n’ont pas été une cause majeure du conflit Nord-Sud. Les conflits avec les Amérindiens étaient permanents mais n’étaient pas une cause de la guerre de Sécession. Les désaccords constitutionnels existaient, mais portaient sur l’esclavage et les droits des États.",
75,Question,Quelle est une chose importante qu'Abraham Lincoln a faite ?,
75,Correct_Answer_1,a libéré les esclaves (Proclamation d'émancipation),
75,Correct_Rationale_1,"Pendant la guerre, il a publié la Proclamation d'émancipation, qui a libéré les esclaves de la Confédération.",
75,Correct_Answer_2,a sauvé (ou préservé) l'Union,
75,Correct_Rationale_2,Il a empêché la sécession du Sud et a maintenu les États-Unis comme une seule nation.,
75,Correct_Answer_3,a dirigé les États-Unis pendant la guerre de Sécession,
75,Correct_Rationale_3,"Il a dirigé l'Union en tant que président lors de la plus grande crise de la nation, la guerre de Sécession.",
75,Wrong_Answer_1,"a écrit la Déclaration d'indépendance, fut le premier président, donna aux femmes le droit de vote",
75,Wrong_Rationale_1,"La Déclaration d'indépendance a été rédigée par Thomas Jefferson, pas par Abraham Lincoln. Le premier président était George Washington, pas Lincoln. Le droit de vote des femmes a été obtenu par le 19e amendement en 1920, bien après la mort de Lincoln en 1865.",
75,Wrong_Answer_2,"a fondé le Parti républicain, a construit le chemin de fer transcontinental, a découvert l'électricité",
75,Wrong_Rationale_2,"Bien que Lincoln fût républicain, le parti a été fondé en 1854 avant sa présidence. Le chemin de fer transcontinental a été construit par des entreprises privées avec le soutien du gouvernement, pas directement par Lincoln. L'électricité a été découverte et étudiée par des scientifiques comme Benjamin Franklin, pas par Lincoln.",
75,Wrong_Answer_3,"a écrit la Constitution, fut juge à la Cour suprême, inventa le téléphone",
75,Wrong_Rationale_3,"La Constitution a été principalement rédigée par James Madison et d'autres pères fondateurs, pas par Lincoln. Lincoln n'a jamais été juge à la Cour suprême; il était président. Le téléphone a été inventé par Alexander Graham Bell en 1876, après la mort de Lincoln.",
76,Question,Qu'a fait la Proclamation d'émancipation ?,
76,Correct_Answer_1,a libéré les esclaves,
76,Correct_Rationale_1,La Proclamation d'émancipation a déclaré la liberté des personnes réduites en esclavage.,
76,Correct_Answer_2,a libéré les esclaves dans la Confédération,
76,Correct_Rationale_2,"Plus précisément, il a libéré les esclaves dans les États en rébellion (la Confédération).",
76,Correct_Answer_3,a libéré les esclaves dans les États confédérés,
76,Correct_Rationale_3,La proclamation s'appliquait aux esclaves dans les États qui avaient fait sécession de l'Union.,
76,Correct_Answer_4,a libéré les esclaves dans la plupart des États du Sud,
76,Correct_Rationale_4,Il a libéré les esclaves dans les États du Sud rebelles pendant la guerre de Sécession.,
76,Wrong_Answer_1,"a libéré tous les esclaves, a déclaré l'indépendance vis-à-vis de la Grande-Bretagne",
76,Wrong_Rationale_1,"Techniquement, la Proclamation d'émancipation n'a pas libéré les esclaves dans les États frontaliers restés dans l'Union ; le 13e amendement a achevé ce processus. La déclaration d'indépendance de la Grande-Bretagne a été faite par la Déclaration d'indépendance en 1776, pas par la Proclamation d'émancipation.",
76,Wrong_Answer_2,"a donné aux femmes le droit de vote, a mis fin à la guerre de Sécession",
76,Wrong_Rationale_2,"Le droit de vote des femmes a été obtenu par le 19e amendement en 1920, pas par la Proclamation d'émancipation. Bien que la Proclamation d'émancipation ait été publiée pendant la guerre de Sécession, elle n'a pas mis fin à la guerre ; la guerre s'est poursuivie jusqu'en 1865.",
76,Wrong_Answer_3,"a établi la Constitution, a créé la Déclaration des droits",
76,Wrong_Rationale_3,"La Constitution a été établie en 1787, bien avant la Proclamation d'émancipation de 1863. La Déclaration des droits a été créée comme les dix premiers amendements à la Constitution en 1791, également avant la Proclamation d'émancipation.",
77,Question,Qu’a fait Susan B. Anthony ?,
77,Correct_Answer_1,a lutté pour les droits des femmes,
77,Correct_Rationale_1,Elle a été une dirigeante clé du mouvement pour le suffrage des femmes.,
77,Correct_Answer_2,a lutté pour les droits civiques,
77,Correct_Rationale_2,Les droits des femmes font partie du mouvement plus large des droits civiques.,
77,Correct_Answer_3,a lutté pour le suffrage des femmes,
77,Correct_Rationale_3,Elle a été une dirigeante dans le mouvement pour garantir le droit de vote des femmes.,
77,Wrong_Answer_1,"a été la première femme élue au Sénat, était infirmière pendant la guerre de Sécession",
77,Wrong_Rationale_1,"Elle a lutté toute sa vie pour le droit de vote des femmes mais n’a pas vécu assez longtemps pour les voir voter ou occuper des fonctions. L’infirmière célèbre de l’époque de la guerre de Sécession était Clara Barton, qui a fondé la Croix-Rouge américaine, pas Susan B. Anthony.",
77,Wrong_Answer_2,"a signé la Proclamation d’émancipation, a été la première femme Présidente",
77,Wrong_Rationale_2,"La Proclamation d’émancipation était un ordre exécutif émis par le président Abraham Lincoln, pas Susan B. Anthony. Il n’y a jamais eu de femme présidente dans l’histoire des États-Unis, et Anthony a vécu au XIXe siècle, quand les femmes ne pouvaient même pas voter.",
77,Wrong_Answer_3,"a fondé la Croix-Rouge américaine, a rédigé la Déclaration d’indépendance",
