ID,DataName,ar
52,Wrong_Answer_3,"ولايتك، مجتمعك"
52,Wrong_Rationale_3,"بينما الولاء للولاية مهم، فإن قسم الولاء هو للأمة الفيدرالية بأكملها. الولاء للمجتمع مهم، لكن القسم موجه تحديدًا إلى الأمة."
53,Question,ما هو أحد الوعود التي تقدمها عندما تصبح مواطنًا أمريكيًا؟
53,Correct_Answer_1,طاعة قوانين الولايات المتحدة
53,Correct_Rationale_1,يتضمن قسم الولاء وعدًا بطاعة قوانين الولايات المتحدة.
53,Correct_Answer_2,أن تكون مخلصًا للولايات المتحدة
53,Correct_Rationale_2,هذا جزء أساسي من قسم الولاء.
53,Correct_Answer_3,الخدمة في الجيش الأمريكي (إذا لزم الأمر)
53,Correct_Rationale_3,هذا وعد بحمل السلاح نيابة عن الأمة عند الحاجة.
53,Correct_Answer_4,التخلي عن الولاء لدول أخرى
53,Correct_Rationale_4,يتضمن قسم الولاء التخلي عن الولاء للدول الأجنبية.
53,Correct_Answer_5,الدفاع عن الدستور وقوانين الولايات المتحدة
53,Correct_Rationale_5,يتعهد المواطنون الجدد بدعم الدستور والقوانين والدفاع عنها.
53,Correct_Answer_6,خدمة (أداء عمل مهم لصالح) الأمة (إذا لزم الأمر)
53,Correct_Rationale_6,المواطنون يعدون بأداء أعمال ذات أهمية وطنية عند الحاجة.
53,Wrong_Answer_1,"التصويت كل عام، التحدث دائمًا بالإنجليزية، عدم مغادرة الولايات المتحدة أبدًا"
53,Wrong_Rationale_1,"التصويت هو حق ومسؤولية أساسية للمواطن، لكنه ليس واجبًا قانونيًا أو جزءًا من القسم. بينما تعتبر إجادة اللغة الإنجليزية شرطًا للحصول على الجنسية، لا يوجد وعد بالتحدث باللغة الإنجليزية فقط. يتمتع المواطنون الأمريكيون بالحق في السفر والعيش في الخارج بحرية."
53,Wrong_Answer_2,"دفع ضرائب أعلى، الخدمة في الحكومة، التبرع للأعمال الخيرية"
53,Wrong_Rationale_2,"يدفع المواطنون نفس معدلات الضرائب كما قبل الحصول على الجنسية بناءً على الدخل، وليس معدلات أعلى بسبب الجنسية. الخدمة في الحكومة فرصة وليست وعدًا إلزاميًا. التبرعات الخيرية مشجعة لكنها ليست شرطًا قانونيًا أو وعدًا في القسم."
53,Wrong_Answer_3,"تغيير اسمك، التخلي عن الجنسية السابقة، العيش في أمريكا إلى الأبد"
53,Wrong_Rationale_3,"تغيير الاسم اختياري وليس مطلوبًا للحصول على الجنسية. بينما تتطلب بعض الدول التخلي عن الجنسية السابقة، لا يشترط القسم الأمريكي ذلك صراحة. يمكن للمواطنين العيش في الخارج والحفاظ على جنسيتهم."
54,Question,كم عمر يجب أن يكون المواطنون للتصويت للرئيس؟
54,Correct_Answer_1,ثمانية عشر (18) سنة فأكثر
54,Correct_Rationale_1,التعديل السادس والعشرون حدد سن التصويت الوطني بـ 18 عامًا.
54,Wrong_Answer_1,ستة عشر (16) سنة فأكثر
54,Wrong_Rationale_1,"بينما تسمح بعض الدول أو الانتخابات المحلية المحددة بالتصويت في سن 16، فإن سن التصويت الفيدرالي في الولايات المتحدة هو 18."
54,Wrong_Answer_2,واحد وعشرون (21) سنة فأكثر
54,Wrong_Rationale_2,"قبل إقرار التعديل السادس والعشرين، كان سن التصويت 21 في العديد من الولايات."
54,Wrong_Answer_3,لا يوجد حد للعمر
54,Wrong_Rationale_3,هناك حد أدنى للعمر منصوص عليه قانونًا للتأهل للتصويت.
55,Question,ما طريقتان يمكن للأمريكيين من خلالهما المشاركة في ديمقراطيتهم؟
55,Correct_Answer_1,التصويت
55,Correct_Rationale_1,التصويت هو الطريقة الأكثر أساسية للمشاركة في الديمقراطية.
55,Correct_Answer_2,الانضمام إلى حزب سياسي
55,Correct_Rationale_2,الانضمام إلى حزب سياسي يتيح للمواطنين دعم المرشحين والقضايا التي يؤمنون بها.
55,Correct_Answer_3,المساعدة في حملة
55,Correct_Rationale_3,التطوع في الحملات السياسية هو وسيلة نشطة للمشاركة في العملية الديمقراطية.
55,Correct_Answer_4,الانضمام إلى مجموعة مدنية
55,Correct_Rationale_4,تتيح المجموعات المدنية للمواطنين العمل معًا على قضايا المجتمع.
55,Correct_Answer_5,الانضمام إلى مجموعة مجتمعية
55,Correct_Rationale_5,تساعد المجموعات المجتمعية المواطنين في معالجة المخاوف والقضايا المحلية.
55,Correct_Answer_6,إعطاء مسؤول منتخب رأيك في قضية ما
55,Correct_Rationale_6,الاتصال بالمسؤولين المنتخبين هو وسيلة مهمة لجعل صوتك مسموعًا.
55,Correct_Answer_7,الاتصال بأعضاء مجلس الشيوخ وممثلي الشعب
55,Correct_Rationale_7,الاتصال بممثليك هو وسيلة مباشرة للمشاركة في الديمقراطية.
55,Correct_Answer_8,دعم أو معارضة قضية أو سياسة علنًا
55,Correct_Rationale_8,الدعوة العلنية هي وسيلة رئيسية للمشاركة الديمقراطية.
55,Correct_Answer_9,الترشح لمنصب
55,Correct_Rationale_9,الترشح لمنصب هو من أكثر الطرق المباشرة للمشاركة في الديمقراطية.
55,Correct_Answer_10,الكتابة إلى صحيفة
55,Correct_Rationale_10,كتابة رسائل إلى الصحف يساعد في مشاركة آرائك مع المجتمع.
55,Wrong_Answer_1,"مشاهدة الأخبار على التلفاز، رفع العلم الأمريكي، دفع الضرائب، قراءة الصحف"
55,Wrong_Rationale_1,"بالرغم من أن البقاء على اطلاع مهم، إلا أن مشاهدة الأخبار بمفردها لا تُعتبر مشاركة ""نشطة"". رفع العلم الأمريكي طريقة جيدة لإظهار الوطنية، لكنه ليس مشاركة في ""العملية"" الديمقراطية. دفع الضرائب التزام قانوني، وهو يختلف عن فعل طوعي للمشاركة. قراءة الصحف تساعدك على البقاء مطلعًا لكنها سلبية وليست مشاركة نشطة."
55,Wrong_Answer_2,"حضور المواكب، عرض الرموز الوطنية، اتباع القوانين، احترام العلم"
55,Wrong_Rationale_2,"حضور المواكب يظهر الروح المدنية لكنه لا يشارك مباشرة في العمليات الديمقراطية. عرض الرموز الوطنية يظهر الدعم لكنه لا يشكل مشاركة ديمقراطية. اتباع القوانين واجب مدني ومتطلب قانوني، وليس مشاركة ديمقراطية طوعية. احترام العلم يظهر الوطنية لكنه لا يشارك في العمليات الديمقراطية."
55,Wrong_Answer_3,"غناء النشيد الوطني، الاحتفال بالعطلات، ارتداء الملابس الوطنية، النشر على وسائل التواصل الاجتماعي"
55,Wrong_Rationale_3,
56,Question,متى آخر يوم يمكنك فيه إرسال نماذج ضريبة الدخل الفيدرالية؟
56,Correct_Answer_1,15 أبريل
56,Correct_Rationale_1,الموعد النهائي المعتاد لتقديم الضرائب هو 15 أبريل. (يمكن تمديده إذا صادف عطلة أو عطلة نهاية الأسبوع).
56,Wrong_Answer_1,1 يناير
56,Wrong_Rationale_1,الأول من يناير هو يوم رأس السنة.
56,Wrong_Answer_2,31 ديسمبر
56,Wrong_Rationale_2,31 ديسمبر هو نهاية السنة الضريبية.
56,Wrong_Answer_3,4 يوليو
56,Wrong_Rationale_3,الرابع من يوليو هو يوم الاستقلال.
57,Question,¿Cuándo deben inscribirse todos los hombres en el Servicio Selectivo?
57,Correct_Answer_1,عند سن الثامنة عشرة (18)
57,Correct_Rationale_1,يجب أن يتم التسجيل خلال 30 يومًا من بلوغ 18 عامًا.
57,Correct_Answer_2,بين الثامنة عشرة (18) والسادسة والعشرين (26)
57,Correct_Rationale_2,"بينما يجب أن يتم التسجيل عند 18 عامًا، من الممكن التسجيل حتى سن 26."
57,Wrong_Answer_1,"عندما ينضمون إلى الجيش، عندما يصوتون"
57,Wrong_Rationale_1,التسجيل في خدمة الانتقاء عملية منفصلة عن التجنيد الفعلي وهي من أجل التجنيد المحتمل. تسجيل خدمة الانتقاء وتسجيل الناخبين عمليتان منفصلتان بمتطلبات وأوقات مختلفة.
57,Wrong_Answer_2,"عندما يتزوجون، عندما يتخرجون من المدرسة الثانوية"
57,Wrong_Rationale_2,"الحالة الاجتماعية لا تؤثر على متطلبات التسجيل في خدمة الانتقاء. التخرج من المدرسة الثانوية لا علاقة له بتوقيت التسجيل في خدمة الانتقاء، والذي يعتمد فقط على العمر."
57,Wrong_Answer_3,"عندما يبلغون 21 عامًا، عندما يبلغون 30 عامًا"
57,Wrong_Rationale_3,"سن التسجيل هو 18، وليس 21. عند سن 30، يكون الرجال قد تجاوزوا نطاق العمر المطلوب للتسجيل (18-26)، لذا سيكون الأوان قد فات للتسجيل."
58,Question,ما هو أحد الأسباب التي جعلت المستعمرين يأتون إلى أمريكا؟
58,Correct_Answer_1,الحرية
58,Correct_Rationale_1,جاء العديد من المستعمرين إلى أمريكا بحثًا عن أشكال مختلفة من الحرية.
58,Correct_Answer_2,الحرية السياسية
58,Correct_Rationale_2,جاء بعض المستعمرين إلى أمريكا بحثًا عن حرية سياسية أكبر.
58,Correct_Answer_3,الحرية الدينية
58,Correct_Rationale_3,جاء العديد من المستعمرين إلى أمريكا لممارسة دينهم بحرية.
58,Correct_Answer_4,فرصة اقتصادية
58,Correct_Rationale_4,جاء العديد من المستعمرين إلى أمريكا بحثًا عن فرص اقتصادية أفضل.
58,Correct_Answer_5,ممارسة دينهم
58,Correct_Rationale_5,كانت الممارسة الدينية دافعًا رئيسيًا للعديد من المستعمرين.
58,Correct_Answer_6,الهروب من الاضطهاد
58,Correct_Rationale_6,فر العديد من المستعمرين من الاضطهاد في بلدانهم الأصلية.
58,Wrong_Answer_1,"لخدمة الملك البريطاني، لقضاء عطلة، لغزو السكان الأصليين الأمريكيين"
58,Wrong_Rationale_1,"كان المستعمرون يسعون للهروب من سلطة الملك البريطاني، وليس خدمته. كان عبور المحيط الأطلسي في ذلك الوقت رحلة خطيرة تهدد الحياة، بعيدة عن كونها عطلة. على الرغم من حدوث صراعات وغزوات، إلا أنها لم تكن السبب الرئيسي المعلن للمجيء إلى أمريكا."
58,Wrong_Answer_2,"للهروب من الفقر، للعثور على الذهب، لإنشاء طرق تجارية"
58,Wrong_Rationale_2,"في حين أن الفرصة الاقتصادية كانت سببًا وجيهًا، فإن هذه الدوافع المحددة تبسط بشكل مفرط العوامل الدينية والسياسية والاقتصادية المعقدة التي دفعت الاستعمار."
58,Wrong_Answer_3,"لنشر المسيحية، للمطالبة بالأراضي لإسبانيا، للعثور على الممر الشمالي الغربي"
58,Wrong_Rationale_3,"كانت هذه دوافع لبعض المستكشفين والمبشرين، لكنها لم تكن الأسباب الرئيسية التي جعلت المستعمرين العاديين يأتون لتأسيس مستوطنات دائمة في أمريكا."
59,Question,من عاش في أمريكا قبل وصول الأوروبيين؟
59,Correct_Answer_1,الهنود الأمريكيون
59,Correct_Rationale_1,
59,Correct_Answer_2,الأمريكيون الأصليون
59,Correct_Rationale_2,
59,Wrong_Answer_1,"لا أحد، الأفارقة"
59,Wrong_Rationale_1,"كان الملايين من السكان الأصليين يعيشون في الأمريكتين قبل وقت طويل من وصول الأوروبيين. جُلب الأفارقة لاحقًا قسرًا إلى أمريكا كعبيد، ولم يكونوا السكان الأصليين الذين كانوا موجودين بالفعل."
59,Wrong_Answer_2,"الفايكنج، المستكشفون الصينيون"
59,Wrong_Rationale_2,"في حين أن الفايكنج ربما زاروا أمريكا الشمالية لفترة وجيزة حوالي عام 1000 ميلادي، إلا أنهم لم يؤسسوا مستوطنات دائمة ولم يكونوا السكان الأصليين. لم يصل المستكشفون الصينيون إلى الأمريكتين قبل وصول الأوروبيين."
59,Wrong_Answer_3,"الغزاة الإسبان، المستعمرون الإنجليز"
59,Wrong_Rationale_3,"كان الغزاة الإسبان من بين أوائل الأوروبيين الذين وصلوا، وليسوا السكان السابقين للأوروبيين. وصل المستعمرون الإنجليز في القرن السابع عشر، بعد آلاف السنين من عيش الشعوب الأصلية هناك."
60,Question,ما هي المجموعة من الناس التي أُخذت إلى أمريكا وبيعت كعبيد؟
60,Correct_Answer_1,الأفارقة
60,Correct_Rationale_1,تم جلب الأفارقة قسرًا إلى أمريكا وبيعهم كعبيد.
60,Correct_Answer_2,أشخاص من أفريقيا
60,Correct_Rationale_2,تم استعباد الأشخاص من القارة الأفريقية وأُخذوا إلى أمريكا.
60,Wrong_Answer_1,الأوروبيون
60,Wrong_Rationale_1,كان الأوروبيون هم المهاجرين أو المستعمرين.
60,Wrong_Answer_2,الهنود الأمريكيون
60,Wrong_Rationale_2,"بينما واجه الأمريكيون الأصليون الاضطهاد وفقدان الأراضي، لم يكونوا موضوع تجارة الرقيق عبر الأطلسي."
60,Wrong_Answer_3,الآسيويون
60,Wrong_Rationale_3,بدأ الهجرة من آسيا أساسًا في النصف الثاني من القرن التاسع عشر.
61,Question,لماذا قاتل المستعمرون البريطانيين؟
61,Correct_Answer_1,بسبب الضرائب المرتفعة (الضرائب دون تمثيل)
61,Correct_Rationale_1,كانوا غاضبين من الضرائب المفروضة عليهم دون أن يكون لهم ممثلون في البرلمان البريطاني.
61,Correct_Answer_2,لأن الجيش البريطاني بقي في منازلهم
61,Correct_Rationale_2,فرض قانون الإيواء على المستعمرين إسكان الجنود البريطانيين وإطعامهم.
61,Correct_Answer_3,لأنهم لم يكن لديهم حكم ذاتي
61,Correct_Rationale_3,أراد المستعمرون أن يحكموا أنفسهم ويكونوا أحرارًا من الحكم الأحادي للحكومة البريطانية.
61,Wrong_Answer_1,"لأنهم أرادوا ملكًا جديدًا، لأنهم أرادوا التحالف مع فرنسا، لأنهم أرادوا إلغاء جميع الضرائب"
61,Wrong_Rationale_1,"كانوا يسعون لتأسيس جمهورية والانفصال عن حكم الملك تمامًا، وليس فقط استبداله. كان التحالف مع فرنسا استراتيجية خلال الحرب، وليس السبب الأساسي لبدءها. لم تكن القضية الضرائب بشكل عام، بل ""الضرائب الجائرة"" المفروضة دون موافقتهم."
61,Wrong_Answer_2,"بسبب الاضطهاد الديني، بسبب الصعوبات الاقتصادية، بسبب النزاعات الإقليمية"
61,Wrong_Rationale_2,"بينما كانت هذه عوامل ساهمت في مظالم المستعمرات، كانت الأسباب الرئيسية للقتال سياسية: الضرائب دون تمثيل، إيواء الجنود بالقوة، وغياب الحكم الذاتي."
61,Wrong_Answer_3,"لأنهم أرادوا الاستقلال فورًا، لأنهم كانوا يكرهون جميع البريطانيين، لأنهم أرادوا التوسع غربًا"
61,Wrong_Rationale_3,"في البداية، سعى المستعمرون إلى المصالحة ولم يتحركوا نحو الاستقلال إلا تدريجيًا. كانت شكاواهم مع السياسات البريطانية، وليس مع الشعب البريطاني شخصيًا. لم يكن التوسع غربًا سببًا رئيسيًا للصراع."
62,Question,من كتب إعلان الاستقلال؟
62,Correct_Answer_1,(توماس) جيفرسون
62,Correct_Rationale_1,كان توماس جيفرسون المؤلف الرئيسي لإعلان الاستقلال.
62,Wrong_Answer_1,جورج واشنطن
62,Wrong_Rationale_1,كان جورج واشنطن القائد العام للجيش القاري وأول رئيس.
62,Wrong_Answer_2,أبراهام لنكولن
62,Wrong_Rationale_2,كان أبراهام لنكولن الرئيس السادس عشر خلال الحرب الأهلية.
62,Wrong_Answer_3,بنجامين فرانكلين
62,Wrong_Rationale_3,"كان بنجامين فرانكلين في اللجنة، وراجع الوثيقة ووقعها، لكنه لم يكن المؤلف الرئيسي."
63,Question,متى تم اعتماد إعلان الاستقلال؟
63,Correct_Answer_1,4 يوليو 1776
63,Correct_Rationale_1,يتم الاحتفال بهذا التاريخ باعتباره يوم الاستقلال في الولايات المتحدة.
63,Wrong_Answer_1,17 سبتمبر 1787
63,Wrong_Rationale_1,"كان 17 سبتمبر 1787 هو تاريخ توقيع الدستور، وليس اعتماد إعلان الاستقلال."
63,Wrong_Answer_2,12 أكتوبر 1492
63,Wrong_Rationale_2,"كان 12 أكتوبر 1492 هو عندما وصل كريستوفر كولومبوس إلى الأمريكتين، وليس عند اعتماد الإعلان."
63,Wrong_Answer_3,19 أبريل 1775
63,Wrong_Rationale_3,"كان 19 أبريل 1775 هو بداية حرب الاستقلال في ليكسينغتون وكونكورد، وليس اعتماد الإعلان."
64,Question,كان هناك 13 ولاية أصلية. اذكر ثلاثًا.
64,Correct_Answer_1,نيوهامبشير
64,Correct_Rationale_1,كانت نيوهامبشير واحدة من المستعمرات الثلاث عشرة الأصلية.
64,Correct_Answer_2,ماساتشوستس
64,Correct_Rationale_2,كانت ماساتشوستس واحدة من المستعمرات الثلاث عشرة الأصلية.
64,Correct_Answer_3,رود آيلاند
64,Correct_Rationale_3,كانت رود آيلاند واحدة من المستعمرات الثلاث عشرة الأصلية.
64,Correct_Answer_4,كونيتيكت
64,Correct_Rationale_4,كانت كونيتيكت واحدة من المستعمرات الثلاث عشرة الأصلية.
64,Correct_Answer_5,نيويورك
64,Correct_Rationale_5,كانت نيويورك واحدة من المستعمرات الثلاث عشرة الأصلية.
64,Correct_Answer_6,نيو جيرسي
64,Correct_Rationale_6,كانت نيو جيرسي واحدة من المستعمرات الثلاث عشرة الأصلية.
64,Correct_Answer_7,بنسلفانيا
64,Correct_Rationale_7,كانت بنسلفانيا واحدة من المستعمرات الثلاث عشرة الأصلية.
64,Correct_Answer_8,ديلاوير
64,Correct_Rationale_8,كانت ديلاوير واحدة من المستعمرات الثلاث عشرة الأصلية.
64,Correct_Answer_9,ماريلاند
64,Correct_Rationale_9,كانت ماريلاند واحدة من المستعمرات الثلاث عشرة الأصلية.
64,Correct_Answer_10,فيرجينيا
64,Correct_Rationale_10,كانت فيرجينيا واحدة من المستعمرات الثلاث عشرة الأصلية.
64,Correct_Answer_11,كارولاينا الشمالية
64,Correct_Rationale_11,كانت كارولاينا الشمالية واحدة من المستعمرات الثلاث عشرة الأصلية.
64,Correct_Answer_12,كارولاينا الجنوبية
64,Correct_Rationale_12,كانت كارولاينا الجنوبية واحدة من المستعمرات الثلاث عشرة الأصلية.
64,Correct_Answer_13,جورجيا
64,Correct_Rationale_13,كانت جورجيا واحدة من المستعمرات الثلاث عشرة الأصلية.
64,Wrong_Answer_1,"فلوريدا، كاليفورنيا، تكساس، ألاسكا"
64,Wrong_Rationale_1,"انضمت فلوريدا إلى الاتحاد كالدولة السابعة والعشرين في عام 1845، وليست مستعمرة أصلية. انضمت كاليفورنيا كالدولة الحادية والثلاثين في عام 1850. انضمت تكساس كالدولة الثامنة والعشرين في عام 1845. انضمت ألاسكا كالدولة التاسعة والأربعين في عام 1959، بعد فترة طويلة من المستعمرات الثلاث عشرة الأصلية."
64,Wrong_Answer_2,"أوهايو، كنتاكي، فيرمونت، تينيسي"
64,Wrong_Rationale_2,"انضمت أوهايو إلى الاتحاد كالدولة السابعة عشرة في عام 1803، بعد الثلاث عشرة الأصلية. كانت كنتاكي الولاية الخامسة عشرة في عام 1792. كانت فيرمونت الولاية الرابعة عشرة في عام 1791. كانت تينيسي الولاية السادسة عشرة في عام 1796. جميعها انضمت بعد المستعمرات الثلاث عشرة الأصلية."
64,Wrong_Answer_3,"هاواي، نيفادا، كولورادو، يوتا"
64,Wrong_Rationale_3,انضمت هاواي كالدولة الخمسين في عام 1959. انضمت نيفادا كالدولة السادسة والثلاثين في عام 1864. انضمت كولورادو كالدولة الثامنة والثلاثين في عام 1876. انضمت يوتا كالدولة الخامسة والأربعين في عام 1896. لم تكن أي منها من بين المستعمرات الثلاث عشرة الأصلية التي تأسست قبل الاستقلال.
65,Question,ماذا حدث في المؤتمر الدستوري؟
65,Correct_Answer_1,تمت كتابة الدستور.
65,Correct_Rationale_1,"عُقد المؤتمر الدستوري لإنشاء إطار جديد للحكومة، مما أسفر عن دستور الولايات المتحدة."
65,Correct_Answer_2,كتب الآباء المؤسسون الدستور.
65,Correct_Rationale_2,اجتمع الآباء المؤسسون في المؤتمر الدستوري لكتابة الدستور.
65,Wrong_Answer_1,تمّت كتابة إعلان الاستقلال.
65,Wrong_Rationale_1,كُتب إعلان الاستقلال قبل 11 عامًا في المؤتمر القاري عام 1776.
65,Wrong_Answer_2,بدأت حرب الاستقلال.
65,Wrong_Rationale_2,بدأت حرب الاستقلال عام 1775 وكانت قد انتهت بالفعل قبل المؤتمر الدستوري (1787).
65,Wrong_Answer_3,تم انتخاب جورج واشنطن رئيسًا.
65,Wrong_Rationale_3,"تم انتخاب جورج واشنطن كأول رئيس عام 1789 بموجب الدستور، بعد المؤتمر."
66,Question,متى كُتبت الدستور؟
66,Correct_Answer_1,1787
66,Correct_Rationale_1,تم كتابة الدستور في المؤتمر الدستوري في فيلادلفيا عام 1787.
66,Wrong_Answer_1,1776
66,Wrong_Rationale_1,عام 1776 هو العام الذي تم فيه اعتماد إعلان الاستقلال.
66,Wrong_Answer_2,1865
66,Wrong_Rationale_2,1865 هو العام الذي انتهت فيه الحرب الأهلية وصُدق على التعديل الثالث عشر الذي ألغى العبودية.
66,Wrong_Answer_3,1789
66,Wrong_Rationale_3,عام 1789 هو العام الذي دخل فيه الدستور حيز التنفيذ وتأسست الحكومة الأمريكية رسميًا.
67,Question,دعمت أوراق الفدراليست إقرار دستور الولايات المتحدة. اذكر اسم أحد الكتّاب.
67,Correct_Answer_1,(جيمس) ماديسون
67,Correct_Rationale_1,كان جيمس ماديسون أحد المؤلفين الثلاثة لأوراق الفدراليست.
67,Correct_Answer_2,(ألكسندر) هاملتون
67,Correct_Rationale_2,كان ألكسندر هاملتون أحد المؤلفين الثلاثة لأوراق الفدراليست.
67,Correct_Answer_3,(جون) جاي
67,Correct_Rationale_3,كان جون جاي أحد المؤلفين الثلاثة لأوراق الفدراليست.
67,Correct_Answer_4,بوبليوس
67,Correct_Rationale_4,كان بوبليوس هو الاسم المستعار الذي استخدمه ماديسون وهاملتون وجاي عند كتابة أوراق الفدراليست.
67,Wrong_Answer_1,"توماس جيفرسون، جورج واشنطن، جون هانكوك"
67,Wrong_Rationale_1,"كان جيفرسون مناهضًا للفدرالية، وعارض الحجج الواردة في أوراق الفدراليست. بينما كان واشنطن مؤيدًا قويًا للدستور، إلا أنه لم يكن أحد مؤلفي أوراق الفدراليست. يشتهر جون هانكوك بكونه أول من وقع إعلان الاستقلال."
67,Wrong_Answer_2,"بنجامين فرانكلين، صموئيل آدامز، باتريك هنري"
67,Wrong_Rationale_2,كان فرانكلين مؤيدًا للدستور لكنه لم يكتب أوراق الفدراليست. كان آدامز وهنري مناهضين للفدرالية وعارضا الدستور ولم يكونا ليكتبا أوراقًا تدعمه.
67,Wrong_Answer_3,"توماس باين، جون آدامز، بنديكت أرنولد"
67,Wrong_Rationale_3,"كتب باين ""الحس العام"" وكتيبات ثورية أخرى لكنه لم يكتب أوراق الفدراليست. كان جون آدامز في الخارج خلال هذه الفترة ولم يشارك في كتابة هذه الأوراق. كان بنديكت أرنولد خائنًا خلال حرب الاستقلال."
68,Question,ما هو أحد الأشياء التي اشتهر بها بنجامين فرانكلين؟
68,Correct_Answer_1,دبلوماسي أمريكي
68,Correct_Rationale_1,خدم بنجامين فرانكلين كدبلوماسي في فرنسا خلال حرب الاستقلال.
68,Correct_Answer_2,أكبر عضو في المؤتمر الدستوري
68,Correct_Rationale_2,"في سن 81، كان فرانكلين أكبر مندوب في المؤتمر الدستوري."
68,Correct_Answer_3,أول مدير عام للبريد في الولايات المتحدة
68,Correct_Rationale_3,تم تعيين فرانكلين كأول مدير عام للبريد في ظل الكونغرس القاري.
68,Correct_Answer_4,"كاتب ""تقويم ريتشارد الفقير"""
68,Correct_Rationale_4,"نشر فرانكلين ""تقويم ريتشارد الفقير""، الذي احتوى على توقعات الطقس ونصائح منزلية وأمثال."
68,Correct_Answer_5,أنشأ أولى المكتبات المجانية
68,Correct_Rationale_5,"أسس فرانكلين أول مكتبة اشتراكية في أمريكا، والتي أصبحت نموذجًا للمكتبات العامة المجانية."
68,Wrong_Answer_1,"أول رئيس للولايات المتحدة، كتب إعلان الاستقلال، قائد الجيش القاري"
68,Wrong_Rationale_1,"كان أول رئيس هو جورج واشنطن، وليس بنجامين فرانكلين. الكاتب الرئيسي لإعلان الاستقلال كان توماس جيفرسون، وليس فرانكلين. قائد الجيش القاري كان جورج واشنطن، وليس فرانكلين."
68,Wrong_Answer_2,"اخترع الهاتف، أسس جامعة هارفارد، كتب الدستور"
68,Wrong_Rationale_2,"اخترع الهاتف ألكسندر جراهام بيل، وليس بنجامين فرانكلين. تأسست جامعة هارفارد عام 1636، قبل وقت طويل من زمن فرانكلين. رغم أن فرانكلين شارك في المؤتمر الدستوري، إلا أن جيمس ماديسون يعتبر المؤلف الرئيسي للدستور."
68,Wrong_Answer_3,"اكتشف أمريكا، وكان أول رئيس للمحكمة العليا، قاد حفلة شاي بوسطن"
68,Wrong_Rationale_3,"اكتشف كريستوفر كولومبوس أمريكا وعاشت الشعوب الأصلية هناك منذ فترة طويلة. كان أول رئيس للمحكمة العليا هو جون جاي، وليس فرانكلين. تم تنظيم حفلة شاي بوسطن بواسطة صموئيل آدامز وأبناء الحرية، وليس فرانكلين."
69,Question,"من هو ""أبو بلادنا""؟"
69,Correct_Answer_1,(جورج) واشنطن
69,Correct_Rationale_1,"يُطلق عليه لقب ""أبو بلاده"" لقيادته في حرب الاستقلال ولتأسيس الأمة الجديدة."
69,Wrong_Answer_1,أبراهام لينكولن
69,Wrong_Rationale_1,"يُعرف لينكولن بـ ""المحرر العظيم"" والرئيس الذي حافظ على الاتحاد."
69,Wrong_Answer_2,توماس جيفرسون
69,Wrong_Rationale_2,جيفرسون كان مؤلف إعلان الاستقلال والرئيس الثالث.
69,Wrong_Answer_3,بنجامين فرانكلين
69,Wrong_Rationale_3,كان فرانكلين دبلوماسيًا لامعًا ومخترعًا وأحد الآباء المؤسسين.
70,Question,من كان أول رئيس؟
70,Correct_Answer_1,(جورج) واشنطن
70,Correct_Rationale_1,كان جورج واشنطن أول رئيس للولايات المتحدة.
70,Wrong_Answer_1,جون آدامز
70,Wrong_Rationale_1,كان جون آدامز أول نائب للرئيس وثاني رئيس.
70,Wrong_Answer_2,توماس جيفرسون
70,Wrong_Rationale_2,كان توماس جيفرسون ثالث رئيس.
70,Wrong_Answer_3,ألكسندر هاملتون
70,Wrong_Rationale_3,كان ألكسندر هاملتون أول وزير للخزانة لكنه لم يصبح رئيسًا أبدًا.
71,Question,ما الإقليم الذي اشترته الولايات المتحدة من فرنسا عام 1803؟
71,Correct_Answer_1,إقليم لويزيانا
71,Correct_Rationale_1,شراء لويزيانا ضاعف حجم الولايات المتحدة.
71,Correct_Answer_2,لويزيانا
71,Correct_Rationale_2,تم شراء إقليم لويزيانا من فرنسا في عام 1803.
71,Wrong_Answer_1,ألاسكا
71,Wrong_Rationale_1,"تم شراء ألاسكا من روسيا، وليس من فرنسا، عام 1867."
71,Wrong_Answer_2,فلوريدا
71,Wrong_Rationale_2,تم التنازل عن فلوريدا من قبل إسبانيا في عام 1819.
71,Wrong_Answer_3,تكساس
71,Wrong_Rationale_3,تم ضم تكساس في عام 1845 بعد أن كانت جمهورية مستقلة.
72,Question,سمِّ حربًا واحدة خاضتها الولايات المتحدة في القرن التاسع عشر.
72,Correct_Answer_1,حرب عام 1812
72,Correct_Rationale_1,دارت حرب عام 1812 بين الولايات المتحدة وبريطانيا.
72,Correct_Answer_2,الحرب المكسيكية الأمريكية
72,Correct_Rationale_2,دارت الحرب المكسيكية الأمريكية من عام 1846 إلى 1848.
72,Correct_Answer_3,الحرب الأهلية
72,Correct_Rationale_3,دارت الحرب الأهلية الأمريكية من عام 1861 إلى 1865.
72,Correct_Answer_4,الحرب الإسبانية الأمريكية
72,Correct_Rationale_4,دارت الحرب الإسبانية الأمريكية في عام 1898.
72,Wrong_Answer_1,"حرب الاستقلال، الحرب العالمية الأولى، الحرب العالمية الثانية، الحرب الكورية"
