ID,DataName,zh,
69,Wrong_Answer_2,托马斯·杰斐逊,
69,Wrong_Rationale_2,杰斐逊是《独立宣言》的作者，也是美国第三任总统。,
69,Wrong_Answer_3,本杰明·富兰克林,
69,Wrong_Rationale_3,富兰克林是一位杰出的外交家、发明家，也是开国元勋之一。,
70,Question,谁是第一任总统？,
70,Correct_Answer_1,（乔治）华盛顿,
70,Correct_Rationale_1,乔治·华盛顿是美国的第一任总统。,
70,Wrong_Answer_1,约翰·亚当斯,
70,Wrong_Rationale_1,约翰·亚当斯是第一任副总统，也是第二任总统。,
70,Wrong_Answer_2,托马斯·杰斐逊,
70,Wrong_Rationale_2,托马斯·杰斐逊是第三任总统。,
70,Wrong_Answer_3,亚历山大·汉密尔顿,
70,Wrong_Rationale_3,亚历山大·汉密尔顿是第一任财政部长，但从未成为总统。,
71,Question,美国在1803年从法国购买了哪个领土？,
71,Correct_Answer_1,路易斯安那领地,
71,Correct_Rationale_1,路易斯安那购地使美国的面积增加了一倍。,
71,Correct_Answer_2,路易斯安那,
71,Correct_Rationale_2,路易斯安那领地于1803年从法国购买。,
71,Wrong_Answer_1,阿拉斯加,
71,Wrong_Rationale_1,阿拉斯加是在1867年从俄罗斯购买的，而不是从法国。,
71,Wrong_Answer_2,佛罗里达,
71,Wrong_Rationale_2,佛罗里达于1819年由西班牙割让。,
71,Wrong_Answer_3,得克萨斯,
71,Wrong_Rationale_3,得克萨斯在作为独立共和国后，于1845年被并入。,
72,Question,说出美国在19世纪参加过的一场战争。,
72,Correct_Answer_1,1812年战争,
72,Correct_Rationale_1,1812年战争发生在美国和英国之间。,
72,Correct_Answer_2,美墨战争,
72,Correct_Rationale_2,美墨战争发生于1846年至1848年。,
72,Correct_Answer_3,南北战争,
72,Correct_Rationale_3,美国内战发生于1861年至1865年。,
72,Correct_Answer_4,美西战争,
72,Correct_Rationale_4,美西战争发生于1898年。,
72,Wrong_Answer_1,独立战争、第一次世界大战、第二次世界大战、朝鲜战争,
72,Wrong_Rationale_1,独立战争发生在18世纪（1775-1783），而不是19世纪。第一次世界大战发生在20世纪（1914-1918）。第二次世界大战发生在20世纪（1939-1945）。朝鲜战争发生在20世纪（1950-1953）。这些战争都不是19世纪发生的。,
72,Wrong_Answer_2,越南战争、海湾战争、伊拉克战争、阿富汗战争,
72,Wrong_Rationale_2,越南战争发生在20世纪（1955-1975）。海湾战争发生在20世纪（1991）。伊拉克战争始于2003年。阿富汗战争始于2001年。这些冲突都发生在19世纪之后。,
72,Wrong_Answer_3,法印战争、菲利普王战争、培根叛乱、庞蒂亚克战争,
72,Wrong_Rationale_3,法印战争发生在18世纪（1754-1763）。菲利普王战争发生在17世纪（1675-1676）。培根叛乱发生在1676年。庞蒂亚克战争发生在18世纪60年代。这些战争都发生在19世纪之前。,
73,Question,说出美国南北之间的战争名称。,
73,Correct_Answer_1,内战,
73,Correct_Rationale_1,,
73,Correct_Answer_2,美国内战（州际战争）,
73,Correct_Rationale_2,这是南部各州常用的称呼。,
73,Wrong_Answer_1,独立战争，1812年战争,
73,Wrong_Rationale_1,独立战争是在美洲殖民地和英国之间进行的，而不是南北之间。1812年战争是在美国和英国之间进行的，而不是内部冲突。,
73,Wrong_Answer_2,第一次世界大战，第二次世界大战,
73,Wrong_Rationale_2,第一次世界大战是涉及许多国家的全球性冲突，而不是南北之间的战争。第二次世界大战是包括美国在内的同盟国与轴心国之间的全球冲突，而不是美国的内部战争。,
73,Wrong_Answer_3,美墨战争，美西战争,
73,Wrong_Rationale_3,美墨战争是在美国和墨西哥之间进行的，而不是南北之间。美西战争是在美国和西班牙之间进行的，而不是地区间的内部冲突。,
74,Question,说出一个导致南北战争的问题。,
74,Correct_Answer_1,奴隶制,
74,Correct_Rationale_1,奴隶制度的存在是南北冲突最根本和核心的原因。,
74,Correct_Answer_2,经济原因,
74,Correct_Rationale_2,工业化的北方和农业南方之间存在重大经济差异和冲突。,
74,Correct_Answer_3,州权,
74,Correct_Rationale_3,围绕州是否有权决定自身事务与联邦政府权力之间存在重大争论。,
74,Wrong_Answer_1,与英国的战争、宗教分歧、石油争端,
74,Wrong_Rationale_1,与英国的冲突是独立战争和1812年战争的原因，而不是内战。宗教虽然是冲突中的一个因素，但并不是内战的主要原因。美国的大规模石油工业是在南北战争后才发展起来的，因此石油争端不是原因。,
74,Wrong_Answer_2,领土扩张、移民问题、对外贸易纠纷,
74,Wrong_Rationale_2,尽管领土扩张曾被讨论，但核心问题是新领土是否允许奴隶制。移民不是内战的主要原因。对外贸易纠纷不是导致内战的重要因素。,
74,Wrong_Answer_3,金矿争端、与美洲原住民的冲突、对宪法的分歧,
74,Wrong_Rationale_3,金矿的发现主要发生在西部，并不是南北冲突的主要原因。与美洲原住民的冲突虽然持续存在，但不是内战的原因。宪法分歧虽然存在，但集中在奴隶制和州权问题上。,
75,Question,亚伯拉罕·林肯做过的一件重要事情是什么？,
75,Correct_Answer_1,解放了奴隶（解放宣言）,
75,Correct_Rationale_1,在战争期间，他颁布了《解放宣言》，解放了南部邦联的奴隶。,
75,Correct_Answer_2,拯救（或保全）了联邦,
75,Correct_Rationale_2,他阻止了南方的分裂，使美国保持为一个统一的国家。,
75,Correct_Answer_3,在南北战争期间领导了美国,
75,Correct_Rationale_3,他作为总统在国家最大的危机——南北战争期间领导了联邦。,
75,Wrong_Answer_1,撰写《独立宣言》、是第一任总统、赋予女性投票权,
75,Wrong_Rationale_1,《独立宣言》是由托马斯·杰斐逊撰写的，不是林肯。第一任总统是乔治·华盛顿，不是林肯。女性的投票权是1920年第十九修正案保障的，远在林肯1865年去世之后。,
75,Wrong_Answer_2,创立共和党、修建横贯大陆铁路、发现了电,
75,Wrong_Rationale_2,虽然林肯是共和党人，但共和党于1854年在他担任总统之前就成立了。横贯大陆铁路是由政府支持的私人公司修建的，而不是林肯直接建造的。电是由像本杰明·富兰克林这样的科学家发现和研究的，不是林肯。,
75,Wrong_Answer_3,撰写宪法、是最高法院大法官、发明了电话,
75,Wrong_Rationale_3,宪法主要是由詹姆斯·麦迪逊和其他开国元勋起草的，不是林肯。林肯从未担任过最高法院大法官；他是总统。电话是亚历山大·格雷厄姆·贝尔于1876年发明的，林肯去世之后。,
76,Question,《解放宣言》做了什么？,
76,Correct_Answer_1,解放了奴隶,
76,Correct_Rationale_1,《解放宣言》宣布了奴隶的自由。,
76,Correct_Answer_2,解放了南部邦联的奴隶,
76,Correct_Rationale_2,它特别解放了处于叛乱中的州（南部邦联）的奴隶。,
76,Correct_Answer_3,解放了邦联州的奴隶,
76,Correct_Rationale_3,该宣言适用于脱离联邦的州里的奴隶。,
76,Correct_Answer_4,解放了大多数南方州的奴隶,
76,Correct_Rationale_4,在南北战争期间，它解放了南方叛乱州的奴隶。,
76,Wrong_Answer_1,解放了所有奴隶，宣布脱离英国独立,
76,Wrong_Rationale_1,从技术上讲，《解放宣言》并没有解放仍留在联邦的边境州的奴隶；这一过程由第13条修正案完成。宣布脱离英国独立的是1776年的《独立宣言》，而不是《解放宣言》。,
76,Wrong_Answer_2,赋予女性投票权，结束了南北战争,
76,Wrong_Rationale_2,女性的选举权是通过1920年的第19条修正案实现的，而不是《解放宣言》。虽然《解放宣言》是在南北战争期间发布的，但它并没有结束战争；战争持续到1865年。,
76,Wrong_Answer_3,制定了宪法，创立了《权利法案》,
76,Wrong_Rationale_3,宪法于1787年制定，远早于1863年的《解放宣言》。权利法案作为宪法的前十条修正案于1791年制定，也早于《解放宣言》。,
77,Question,苏珊·B·安东尼做了什么？,
77,Correct_Answer_1,为妇女权利而奋斗,
77,Correct_Rationale_1,她是妇女选举权运动中的关键领导人。,
77,Correct_Answer_2,为民权而奋斗,
77,Correct_Rationale_2,妇女权利是更广泛民权运动的一部分。,
77,Correct_Answer_3,为妇女选举权而奋斗,
77,Correct_Rationale_3,她是争取女性投票权运动的领导人之一。,
77,Wrong_Answer_1,是第一位当选参议员的女性，曾在南北战争中担任护士,
77,Wrong_Rationale_1,她一生为妇女的选举权而奋斗，但未能活到看到妇女投票或担任公职。南北战争时期的著名护士是克拉拉·巴顿，她创立了美国红十字会，而不是苏珊·B·安东尼。,
77,Wrong_Answer_2,签署了解放奴隶宣言，是第一位女性总统,
77,Wrong_Rationale_2,解放奴隶宣言是亚伯拉罕·林肯总统颁布的行政命令，不是苏珊·B·安东尼。美国历史上从未有过女性总统，而安东尼生活在19世纪，那时女性甚至不能投票。,
77,Wrong_Answer_3,创立了美国红十字会，撰写了《独立宣言》,
77,Wrong_Rationale_3,美国红十字会是由克拉拉·巴顿创立的，不是苏珊·B·安东尼。《独立宣言》是托马斯·杰斐逊和其他开国元勋在1776年写的，比安东尼1820年出生早得多。,
78,Question,说出美国在20世纪参加过的一场战争。,
78,Correct_Answer_1,第一次世界大战,
78,Correct_Rationale_1,美国于1917年参战。,
78,Correct_Answer_2,第二次世界大战,
78,Correct_Rationale_2,美国在1941年珍珠港事件后参战。,
78,Correct_Answer_3,朝鲜战争,
78,Correct_Rationale_3,这场战争始于1950年。,
78,Correct_Answer_4,越南战争,
78,Correct_Rationale_4,这场战争发生在20世纪60至70年代。,
78,Correct_Answer_5,（波斯）海湾战争,
78,Correct_Rationale_5,这场战争发生在1991年。,
78,Wrong_Answer_1,内战、独立战争、美墨战争、1812年战争、美西战争,
78,Wrong_Rationale_1,内战发生在19世纪（1861-1865），不是20世纪。独立战争发生在18世纪（1775-1783）。美墨战争发生在19世纪（1846-1848）。1812年战争发生在19世纪初。美西战争发生在1898年，严格来说属于19世纪。,
78,Wrong_Answer_2,法印战争、菲利普国王战争、培根叛乱、谢伊叛乱、威士忌叛乱,
78,Wrong_Rationale_2,法印战争发生在18世纪50-60年代。菲利普国王战争发生在17世纪70年代。培根叛乱发生在1676年。谢伊叛乱发生在18世纪80年代。威士忌叛乱发生在18世纪90年代。这些冲突都早于20世纪。,
78,Wrong_Answer_3,拿破仑战争、克里米亚战争、普法战争、布尔战争、日俄战争,
78,Wrong_Rationale_3,,
79,Question,第一次世界大战期间谁是总统？,
79,Correct_Answer_1,(伍德罗) 威尔逊,
79,Correct_Rationale_1,伍德罗·威尔逊是第一次世界大战期间领导美国的总统。,
79,Wrong_Answer_1,富兰克林·罗斯福,
79,Wrong_Rationale_1,富兰克林·罗斯福是第二次世界大战期间的总统。,
79,Wrong_Answer_2,亚伯拉罕·林肯,
79,Wrong_Rationale_2,亚伯拉罕·林肯是南北战争期间的总统。,
79,Wrong_Answer_3,西奥多·罗斯福,
79,Wrong_Rationale_3,西奥多·罗斯福在第一次世界大战前担任总统。,
80,Question,谁在大萧条和第二次世界大战期间担任总统？,
80,Correct_Answer_1,（富兰克林）罗斯福,
80,Correct_Rationale_1,富兰克林·罗斯福带领国家渡过了这两次国家危机。,
80,Wrong_Answer_1,伍德罗·威尔逊,
80,Wrong_Rationale_1,伍德罗·威尔逊是第一次世界大战期间的总统。,
80,Wrong_Answer_2,赫伯特·胡佛,
80,Wrong_Rationale_2,赫伯特·胡佛是在大萧条开始时的总统。,
80,Wrong_Answer_3,哈里·杜鲁门,
80,Wrong_Rationale_3,哈里·杜鲁门是在罗斯福去世后结束第二次世界大战的总统。,
81,Question,美国在第二次世界大战中与谁作战？,
81,Correct_Answer_1,日本、德国和意大利,
81,Correct_Rationale_1,这三个国家组成了轴心国。,
81,Correct_Answer_2,日本,
81,Correct_Rationale_2,日本是美国对抗的主要轴心国之一。,
81,Correct_Answer_3,德国,
81,Correct_Rationale_3,德国是美国对抗的主要轴心国之一。,
81,Correct_Answer_4,意大利,
81,Correct_Rationale_4,意大利是美国对抗的轴心国之一。,
81,Wrong_Answer_1,苏联,
81,Wrong_Rationale_1,苏联在二战期间是美国的盟友，而不是敌人。,
81,Wrong_Answer_2,英国,
81,Wrong_Rationale_2,英国在二战期间是美国的重要盟友，而不是敌人。,
81,Wrong_Answer_3,法国,
81,Wrong_Rationale_3,法国在二战期间被美国及其盟国解放，而不是敌人。,
82,Question,在成为总统之前，艾森豪威尔是一名将军。他参加了哪场战争？,
82,Correct_Answer_1,第二次世界大战,
82,Correct_Rationale_1,德怀特·D·艾森豪威尔在第二次世界大战期间担任欧洲盟军远征部队的最高司令。,
82,Wrong_Answer_1,第一次世界大战,
82,Wrong_Rationale_1,艾森豪威尔在第一次世界大战期间在美国境内服役。,
82,Wrong_Answer_2,南北战争,
82,Wrong_Rationale_2,南北战争发生在艾森豪威尔出生之前。,
82,Wrong_Answer_3,越南战争,
82,Wrong_Rationale_3,越南战争在艾森豪威尔总统任期结束后升级。,
83,Question,在冷战期间，美国的主要关切是什么？,
83,Correct_Answer_1,共产主义,
83,Correct_Rationale_1,二战后，美国外交政策的主要重点是遏制由苏联领导的共产主义扩张。,
83,Wrong_Answer_1,气候变化,
83,Wrong_Rationale_1,气候变化直到最近才成为主要的国际关切。,
83,Wrong_Answer_2,殖民主义,
83,Wrong_Rationale_2,虽然冷战与非殖民化时代相吻合，但美国的主要关切是共产主义。,
83,Wrong_Answer_3,大萧条,
83,Wrong_Rationale_3,大萧条是20世纪30年代的主要问题，在冷战之前。,
84,Question,哪个运动试图结束种族歧视？,
84,Correct_Answer_1,民权运动,
84,Correct_Rationale_1,20世纪50至60年代的民权运动致力于结束对非裔美国人的法律和社会歧视。,
84,Wrong_Answer_1,禁酒运动,
84,Wrong_Rationale_1,禁酒运动是一场禁止饮酒的社会运动。,
84,Wrong_Answer_2,女权参政运动,
84,Wrong_Rationale_2,女权参政运动的重点是争取女性的投票权。,
84,Wrong_Answer_3,反战运动,
84,Wrong_Rationale_3,反战运动主要集中在反对某一特定战争，尤其是越南战争。,
85,Question,马丁·路德·金博士做了什么？,
85,Correct_Answer_1,为民权而奋斗,
85,Correct_Rationale_1,他是民权运动的标志性领袖，通过非暴力抵抗反对种族歧视。,
85,Correct_Answer_2,致力于所有美国人的平等,
85,Correct_Rationale_2,他的目标是建立一个所有种族都受到平等对待的社会。,
85,Wrong_Answer_1,是第一位黑人总统，是美国参议员,
85,Wrong_Rationale_1,美国的第一位黑人总统是巴拉克·奥巴马，而不是马丁·路德·金博士。马丁·路德·金是一位牧师和活动家，而不是像美国参议员那样的民选官员。,
85,Wrong_Answer_2,为解放奴隶而战，创立了全国有色人种协进会（NAACP）,
85,Wrong_Rationale_2,解放奴隶的斗争发生在他出生前约100年，即南北战争时期。全国有色人种协进会（NAACP）成立于1909年，由W.E.B. 杜波依斯等人创立，早于金1929年出生。,
85,Wrong_Answer_3,是最高法院大法官，发明了电话,
85,Wrong_Rationale_3,马丁·路德·金博士从未担任过最高法院大法官；他是一位民权领袖和牧师。电话是亚历山大·格雷厄姆·贝尔于1876年发明的，比金出生早得多。,
86,Question,2001年9月11日，美国发生了什么重大事件？,
86,Correct_Answer_1,恐怖分子袭击了美国,
86,Correct_Rationale_1,在这一天，基地组织恐怖分子劫持了飞机，袭击了世贸中心、五角大楼和其他地点。,
86,Wrong_Answer_1,珍珠港遭到袭击,
86,Wrong_Rationale_1,珍珠港袭击发生在1941年12月7日，导致美国加入第二次世界大战。,
86,Wrong_Answer_2,股市崩盘了,
86,Wrong_Rationale_2,引发大萧条的股市大崩盘发生在1929年。,
86,Wrong_Answer_3,伊拉克战争开始了,
86,Wrong_Rationale_3,伊拉克战争始于2003年，在“9·11”袭击之后。,
87,Question,说出一个美国印第安部落的名字。,
87,Correct_Answer_1,切罗基,
87,Correct_Rationale_1,切罗基人是原本来自美国东南部的美洲原住民部落。,
87,Correct_Answer_2,纳瓦霍,
87,Correct_Rationale_2,纳瓦霍人是来自美国西南部的美洲原住民部落。,
87,Correct_Answer_3,苏族,
87,Correct_Rationale_3,苏族是来自大平原地区的美洲原住民部落。,
87,Correct_Answer_4,齐佩瓦,
87,Correct_Rationale_4,齐佩瓦（奥吉布瓦）人是来自五大湖地区的美洲原住民部落。,
87,Correct_Answer_5,乔克托,
87,Correct_Rationale_5,乔克托人是原本来自美国东南部的美洲原住民部落。,
87,Correct_Answer_6,普韦布洛,
87,Correct_Rationale_6,普韦布洛人是来自美国西南部的美洲原住民部落。,
87,Correct_Answer_7,阿帕奇,
87,Correct_Rationale_7,阿帕奇人是来自美国西南部的美洲原住民部落。,
87,Correct_Answer_8,易洛魁,
87,Correct_Rationale_8,易洛魁人是来自美国东北部的美洲原住民部落联盟。,
87,Correct_Answer_9,克里克,
87,Correct_Rationale_9,克里克（马斯科吉）人是来自美国东南部的美洲原住民部落。,
87,Correct_Answer_10,黑脚族,
87,Correct_Rationale_10,黑脚族是来自美国北部大平原的美洲原住民部落。,
87,Correct_Answer_11,塞米诺尔,
87,Correct_Rationale_11,塞米诺尔人是来自佛罗里达的美洲原住民部落。,
87,Correct_Answer_12,夏延,
87,Correct_Rationale_12,夏延人是来自大平原的美洲原住民部落。,
87,Correct_Answer_13,阿拉瓦克,
87,Correct_Rationale_13,阿拉瓦克人是加勒比和南美洲的土著民族。,
87,Correct_Answer_14,肖尼,
87,Correct_Rationale_14,肖尼人是原本来自俄亥俄河谷的美洲原住民部落。,
87,Correct_Answer_15,莫希干,
87,Correct_Rationale_15,莫希干人是来自康涅狄格的美洲原住民部落。,
87,Correct_Answer_16,休伦,
87,Correct_Rationale_16,休伦（怀安多特）人是来自五大湖地区的美洲原住民部落。,
87,Correct_Answer_17,奥奈达,
87,Correct_Rationale_17,奥奈达人是美洲原住民部落，属于易洛魁联盟的一部分。,
87,Correct_Answer_18,拉科塔,
87,Correct_Rationale_18,拉科塔人是美洲原住民部落，属于苏族的一部分。,
87,Correct_Answer_19,克劳族,
87,Correct_Rationale_19,克劳族是来自美国北部大平原的美洲原住民部落。,
87,Correct_Answer_20,提顿,
87,Correct_Rationale_20,提顿人是拉科塔苏族部落的一个分支。,
87,Correct_Answer_21,霍皮,
87,Correct_Rationale_21,霍皮人是来自亚利桑那的美洲原住民部落。,
87,Correct_Answer_22,因纽特,
87,Correct_Rationale_22,因纽特人是来自阿拉斯加和北极地区的土著民族。,
87,Wrong_Answer_1,"印加, 阿兹特克, 玛雅, 奥尔梅克",
87,Wrong_Rationale_1,印加人是主要位于南美洲（如秘鲁）的一个文明。阿兹特克人是位于现代墨西哥地区的一个文明。玛雅人是位于中美洲的一个文明。奥尔梅克人是墨西哥的一个古代文明。这些都不是现今美国境内的印第安部落。,
87,Wrong_Answer_2,"祖鲁, 马赛, 约鲁巴, 班图",
87,Wrong_Rationale_2,祖鲁人是来自南非的民族。马赛人来自东非（肯尼亚和坦桑尼亚）。约鲁巴人来自西非（尼日利亚）。班图人是撒哈拉以南非洲的一个大民族群体。这些都不是美国的印第安部落。,
87,Wrong_Answer_3,"凯尔特人, 维京人, 撒克逊人, 诺曼人",
87,Wrong_Rationale_3,凯尔特人是来自欧洲的古代民族。维京人来自斯堪的纳维亚。撒克逊人是定居在英格兰的日耳曼人。诺曼人来自法国北部。这些都不是美国本土的印第安部落。,
88,Question,说出美国两条最长河流中的一条。,
88,Correct_Answer_1,密苏里河,
88,Correct_Rationale_1,密苏里河是美国最长的河流。,
88,Correct_Answer_2,密西西比河,
88,Correct_Rationale_2,密西西比河是美国第二长的河流。,
88,Wrong_Answer_1,"尼罗河, 亚马逊河",
88,Wrong_Rationale_1,尼罗河是世界上最长的河流，位于非洲，不在美国。亚马逊河位于南美洲，不在美国。,
88,Wrong_Answer_2,"科罗拉多河, 里奥格兰德河",
88,Wrong_Rationale_2,科罗拉多河是美国西南部的重要河流，但不是美国两条最长河流之一。里奥格兰德河构成了美墨边界的一部分，但也不是两条最长河流之一。,
88,Wrong_Answer_3,"俄亥俄河, 哥伦比亚河",
88,Wrong_Rationale_3,俄亥俄河是密西西比河的重要支流，但不是美国两条最长河流之一。哥伦比亚河流经太平洋西北地区，但也不是两条最长河流之一。,
89,Question,美国西海岸濒临哪个大洋？,
89,Correct_Answer_1,太平洋,
89,Correct_Rationale_1,加利福尼亚州、俄勒冈州和华盛顿州濒临太平洋。,
89,Wrong_Answer_1,大西洋,
89,Wrong_Rationale_1,大西洋在美国东海岸。,
89,Wrong_Answer_2,印度洋,
89,Wrong_Rationale_2,印度洋不与美国接壤。,
89,Wrong_Answer_3,北冰洋,
89,Wrong_Rationale_3,北冰洋与阿拉斯加北部海岸接壤。,
90,Question,美国东海岸是哪一个大洋？,
90,Correct_Answer_1,大西洋,
90,Correct_Rationale_1,纽约、佛罗里达和缅因州都在大西洋沿岸。,
90,Wrong_Answer_1,太平洋,
90,Wrong_Rationale_1,太平洋位于美国西海岸。,
90,Wrong_Answer_2,墨西哥湾,
90,Wrong_Rationale_2,墨西哥湾位于美国东南海岸。,
90,Wrong_Answer_3,地中海,
90,Wrong_Rationale_3,地中海位于欧洲和非洲之间。,
91,Question,说出一个美国领地。,
91,Correct_Answer_1,波多黎各,
91,Correct_Rationale_1,,
91,Correct_Answer_2,关岛,
91,Correct_Rationale_2,,
91,Correct_Answer_3,美属维尔京群岛,
91,Correct_Rationale_3,,
91,Correct_Answer_4,美属萨摩亚,
91,Correct_Rationale_4,,
91,Correct_Answer_5,北马里亚纳群岛,
91,Correct_Rationale_5,,
91,Wrong_Answer_1,夏威夷、阿拉斯加、加利福尼亚、德克萨斯、佛罗里达,
91,Wrong_Rationale_1,夏威夷是美国的第50个州，不是领地。阿拉斯加是第49个州，不是领地。加利福尼亚于1850年加入联邦。德克萨斯于1845年加入联邦。佛罗里达于1845年加入联邦。这些都是州，而不是领地。,
91,Wrong_Answer_2,菲律宾、古巴、巴拿马、墨西哥、加拿大,
91,Wrong_Rationale_2,,
91,Wrong_Answer_3,日本、韩国、德国、英国、澳大利亚,
91,Wrong_Rationale_3,日本是一个独立国家，在二战后被美国占领，但从未是美国领土。韩国是一个独立国家，有美国驻军，但不是美国领土。德国在二战后被占领，但从未是美国领土。英国是独立国家，也是前殖民强国。澳大利亚是独立国家，从未是美国领土。,
92,Question,说出一个与加拿大接壤的州。,
92,Correct_Answer_1,华盛顿州,
92,Correct_Rationale_1,,
92,Correct_Answer_2,阿拉斯加州,
92,Correct_Rationale_2,,
92,Correct_Answer_3,纽约州,
92,Correct_Rationale_3,,
92,Correct_Answer_4,蒙大拿州,
92,Correct_Rationale_4,,
92,Wrong_Answer_1,俄勒冈州、加利福尼亚州、内华达州、犹他州,
92,Wrong_Rationale_1,俄勒冈州在华盛顿州以南，不与加拿大接壤。加利福尼亚州与墨西哥接壤，不与加拿大接壤。内华达州是美国西部内陆州，不与加拿大接壤。犹他州是美国内陆州，不与加拿大接壤。,
92,Wrong_Answer_2,科罗拉多州、亚利桑那州、新墨西哥州、德克萨斯州,
92,Wrong_Rationale_2,科罗拉多州是美国内陆州。亚利桑那州与墨西哥接壤，不与加拿大接壤。新墨西哥州与墨西哥接壤，不与加拿大接壤。德克萨斯州与墨西哥接壤，不与加拿大接壤。这些西南部州都不与加拿大接壤。,
92,Wrong_Answer_3,佛罗里达州、乔治亚州、南卡罗来纳州、北卡罗来纳州,
92,Wrong_Rationale_3,,
93,Question,说出一个与墨西哥接壤的州。,
93,Correct_Answer_1,加利福尼亚州,
93,Correct_Rationale_1,,
93,Correct_Answer_2,亚利桑那州,
93,Correct_Rationale_2,,
93,Correct_Answer_3,新墨西哥州,
93,Correct_Rationale_3,,
93,Correct_Answer_4,德克萨斯州,
93,Correct_Rationale_4,,
93,Wrong_Answer_1,内华达州、犹他州、科罗拉多州、俄克拉荷马州,
93,Wrong_Rationale_1,内华达州位于加利福尼亚和亚利桑那州以东，不与墨西哥接壤。犹他州是亚利桑那州以北的内陆州。科罗拉多州是美国内陆的一个内陆州。俄克拉荷马州位于美国中南部，但不与墨西哥接壤。这些州都不与墨西哥接壤。,
93,Wrong_Answer_2,佛罗里达州、路易斯安那州、密西西比州、阿拉巴马州,
93,Wrong_Rationale_2,佛罗里达州位于墨西哥湾的对岸，但没有陆地边界。路易斯安那州与墨西哥湾接壤，但不直接与墨西哥接壤。密西西比州位于墨西哥湾沿岸，但不与墨西哥接壤。阿拉巴马州位于墨西哥湾沿岸，但不与墨西哥接壤。这些海湾州与墨西哥之间隔着水域。,
93,Wrong_Answer_3,华盛顿州、俄勒冈州、爱达荷州、蒙大拿州,
93,Wrong_Rationale_3,华盛顿州与加拿大接壤，而不是墨西哥。俄勒冈州位于太平洋沿岸，但在加利福尼亚州以北。爱达荷州是美国西北部的一个内陆州。蒙大拿州与加拿大接壤，而不是墨西哥。这些州都位于美国的北部或西北部，远离墨西哥边境。,
94,Question,美国的首都是哪里？,
94,Correct_Answer_1,华盛顿哥伦比亚特区,
94,Correct_Rationale_1,D.C. 代表哥伦比亚特区。,
94,Wrong_Answer_1,纽约市,
94,Wrong_Rationale_1,纽约是美国最大的城市，也是第一任首都，但它不是现在的首都。,
94,Wrong_Answer_2,费城,
94,Wrong_Rationale_2,费城是一个历史名城，《独立宣言》和《宪法》在这里签署过，它曾经是首都。,
94,Wrong_Answer_3,华盛顿州,
94,Wrong_Rationale_3,华盛顿州位于太平洋西北地区，与首都华盛顿哥伦比亚特区是不同的地方。,
95,Question,自由女神像在哪里？,
95,Correct_Answer_1,纽约（港口）,
95,Correct_Rationale_1,自由女神像位于纽约港。,
95,Correct_Answer_2,自由岛,
95,Correct_Rationale_2,它具体位于纽约港的自由岛上。,
95,Correct_Answer_3,新泽西,
95,Correct_Rationale_3,自由岛技术上属于新泽西水域，但由纽约管辖。,
95,Correct_Answer_4,在纽约市附近,
95,Correct_Rationale_4,自由女神像位于纽约市附近的港口。,
95,Correct_Answer_5,在哈德逊河上,
95,Correct_Rationale_5,雕像位于哈德逊河与纽约港交汇处。,
95,Wrong_Answer_1,华盛顿特区，费城,
95,Wrong_Rationale_1,自由女神像不在国家首都华盛顿特区。它也不在费城，美国独立的诞生地。,
95,Wrong_Answer_2,波士顿港，旧金山湾,
95,Wrong_Rationale_2,自由女神像不在波士顿港或旧金山湾。它位于纽约港。,
95,Wrong_Answer_3,洛杉矶，芝加哥,
95,Wrong_Rationale_3,自由女神像不在洛杉矶或芝加哥。它位于纽约港。,
96,Question,为什么国旗有13条条纹？,
96,Correct_Answer_1,因为有13个原始殖民地,
96,Correct_Rationale_1,这13条条纹代表宣布独立的13个原始殖民地。,
96,Correct_Answer_2,因为13个原始州,
96,Correct_Rationale_2,这13条条纹代表组成联邦的13个原始州。,
96,Wrong_Answer_1,为《独立宣言》的13位签署者,
96,Wrong_Rationale_1,《独立宣言》共有56位签署者。,
96,Wrong_Answer_2,为宪法的前13条,
96,Wrong_Rationale_2,宪法最初有七条。,
96,Wrong_Answer_3,因为13是一个幸运数字,
96,Wrong_Rationale_3,条纹的数量基于历史事实，而不是运气。,
97,Question,为什么国旗上有50颗星？,
97,Correct_Answer_1,因为有50个州,
97,Correct_Rationale_1,每颗星代表联邦的一个州。,
97,Wrong_Answer_1,因为有50个最初的殖民地,
97,Wrong_Rationale_1,有13个最初的殖民地。,
97,Wrong_Answer_2,因为有过50位总统,
97,Wrong_Rationale_2,星星的数量与总统的数量无关。,
97,Wrong_Answer_3,因为在50个州发生过战争,
97,Wrong_Rationale_3,星星代表的是州，而不是战争。,
98,Question,国歌的名字是什么？,
98,Correct_Answer_1,星条旗,
98,Correct_Rationale_1,歌词来自弗朗西斯·斯科特·基在1812年战争期间写的一首诗。,
98,Wrong_Answer_1,美丽的美洲,
98,Wrong_Rationale_1,《美丽的美洲》是一首广受欢迎的爱国歌曲，但它不是国歌。,
98,Wrong_Answer_2,《我的祖国，汝之歌》,
98,Wrong_Rationale_2,《我的祖国，汝之歌》是一首爱国歌曲，但它不是国歌。,
98,Wrong_Answer_3,上帝保佑美洲,
98,Wrong_Rationale_3,《上帝保佑美洲》是一首广受欢迎的爱国歌曲，但它不是国歌。,
99,Question,我们何时庆祝独立日？,
99,Correct_Answer_1,7月4日,
