Index,Category,SubCategory,Question,Answers,rationale,Wrong
86,La historia americana,Período Colonial e Independencia,George Washington es reconocido por varias cosas. Nombre una de ellas. *,"Fue uno de los ""fundadores de la patria"", Fue el primer presidente de Estados Unidos de América, Fue General del Ejército continental, Fue Presidente de la Convención constitucional","George Washington fue una figura fundamental en la historia estadounidense, liderando al Ejército Continental a la victoria durante la Guerra Revolucionaria y convirtiéndose en el primer Presidente de los Estados Unidos. A menudo se le llama el ""Padre de nuestra Patria"" por su papel crucial en el establecimiento de la nación. También presidió la Convención Constitucional, que redactó la Constitución de los Estados Unidos.","“Primero en navegar a América”, Firmó la Declaración de Independencia, Escribió la Constitución, Lideró el Boston Tea Party
“Fundador de la Ciudad de Nueva York”, Tercer presidente de los Estados Unidos, General del Ejército de la Unión, Presidente de la Compra de Luisiana
“Descubridor de la Electricidad”, Segundo presidente de los Estados Unidos, Autor de la Declaración de Derechos, Gobernador de California"
87,La historia americana,Período Colonial e Independencia,Thomas Jefferson es reconocido por varias cosas. Nombre una de ellas.,"Redactó la Declaración de la independencia, Fue el tercer presidente de los Estados Unidos, Duplicó el tamaño de Estados Unidos (Compra de Louisiana), Fue el primer Secretario de estado, Fundó la Universidad de Virginia, Redactó el Estatuto de Virginia para la libertad religiosa","Thomas Jefferson fue una figura clave en la historia temprana de Estados Unidos, sirviendo como el tercer presidente de los Estados Unidos y el autor principal de la Declaración de Independencia, un documento fundamental para los Estados Unidos. Su presidencia se destacó por la Compra de Luisiana, que expandió significativamente el territorio del país. También ocupó cargos como el primer Secretario de Estado, fundó la Universidad de Virginia y defendió la libertad religiosa a través del Estatuto de Virginia para la Libertad Religiosa.","Primer presidente de los Estados Unidos, Escribió la Proclamación de Emancipación, Inventó la bombilla
Dirigió el Ejército Continental, Firmó la Constitución, Descubridor de América
Fue autor de la Declaración de Derechos, Cuarto presidente de los Estados Unidos, Compró Alaska"
88,La historia americana,Período Colonial e Independencia,James Madison es reconocido por varias cosas. Nombre una de ellas.,"Fue el ""Padre de la constitución"", Fue el cuarto presidente de Estados Unidos, Fue presidente durante la Guerra de 1812, Fue uno de los escritores de El Federalista","James Madison fue una figura clave en la historia temprana de Estados Unidos, a menudo llamado el ""Padre de la Constitución"" por su papel fundamental en la redacción de la Constitución de los Estados Unidos. También se desempeñó como el cuarto presidente durante la Guerra de 1812 y fue coautor de los influyentes Documentos Federalistas.","""Autor de la Declaración de Independencia"", Segundo presidente de los Estados Unidos, Presidente durante la Guerra Civil, Uno de los firmantes de la Constitución
""Fundador de las Naciones Unidas"", Tercer presidente de los Estados Unidos, Presidente durante la Primera Guerra Mundial, Uno de los autores de la Declaración de Derechos
""Emancipador de esclavos"", Primer presidente de los Estados Unidos, Presidente durante la Guerra Revolucionaria, Uno de los creadores de los Artículos de la Confederación"
89,La historia americana,Período Colonial e Independencia,Alexander Hamilton es reconocido por varias cosas. Nombre una de ellas.,"Fue el primer Secretario del tesoro, Fue uno de los escritores de El Federalista, Colaboró en la creación del Primer banco de Estados Unidos, Fue un auxiliar del General George Washington, Fue miembro del Congreso continental","Alexander Hamilton fue una figura clave en la historia temprana de Estados Unidos, sirviendo como el primer Secretario del Tesoro. Fue fundamental en el establecimiento del sistema financiero de la nación, incluyendo el Primer Banco de los Estados Unidos. También desempeñó un papel importante en la defensa de la Constitución a través de sus contribuciones a Los Documentos Federalistas.","Primer Presidente de los Estados Unidos, Escribió la Declaración de Independencia, Inventó la bombilla
Líder del Ejército Confederado, Ayudó a establecer el Servicio de Parques Nacionales, Firmó la Proclamación de Emancipación
Ayudante del Presidente Abraham Lincoln, Miembro de la Corte Suprema, Luchó en la Guerra de 1812"
90,La historia americana,Años 1800,¿Qué territorio compró Estados Unidos a Francia en 1803?,"El territorio de Louisiana, Louisiana","La Compra de Luisiana fue un acuerdo masivo de tierras en 1803 donde Estados Unidos compró aproximadamente 827,000 millas cuadradas de territorio a Francia por unos 15 millones de dólares. Esta adquisición, que efectivamente duplicó el tamaño de los jóvenes Estados Unidos, fue un momento clave en la historia estadounidense, allanando el camino para la expansión hacia el oeste a través del continente.","Territorio de Florida, Florida
Territorio de Texas, Texas
Territorio de Alaska, Alaska"
91,La historia americana,Años 1800,Mencione una guerra en la que los Estados Unidos pelearon durante los años 1800,"La Guerra de 1812, La Guerra entre México y los Estados Unidos, La Guerra Civil, La Guerra Hispano-Estadounidense (Hispano-americana)",Estados Unidos estuvo involucrado en varios conflictos significativos durante los años 1800. La Guerra de 1812 se libró contra Gran Bretaña. La Guerra México-Americana resultó en importantes ganancias territoriales para EE. UU. La Guerra Civil fue un conflicto entre los estados del Norte y del Sur por cuestiones como la esclavitud. La Guerra Hispanoamericana marcó el fin de la colonización española en las Américas y el ascenso de EE. UU. como potencia mundial.,"Guerra de Corea, Guerra de Vietnam, Guerra del Golfo Pérsico, Segunda Guerra Mundial
Revolución Americana, Guerra Francesa e India, Primera Guerra Mundial, Guerra Fría
Movimiento por los Derechos Civiles, Gran Depresión, Felices Años Veinte, Revolución Industrial"
92,La historia americana,Años 1800,Dé el nombre de la guerra entre el Norte y el Sur de los Estados Unidos.,La Guerra Civil,"La Guerra Civil fue una guerra librada en los Estados Unidos de 1861 a 1865 entre los estados del Norte (Unión) y los estados del Sur (Confederación). La causa principal fue la disputa sobre la esclavitud, los derechos de los estados y las diferencias económicas.","La Guerra Mexicano-Americana
La Guerra de Corea
La Guerra de Vietnam"
93,La historia americana,Años 1800,La Guerra civil estuvo compuesta por varios acontecimientos. Nombre una de ellas.,"(Batalla de) Fort Sumter, Proclamación de Emancipación, (Batalla de) Vicksburg, (Batalla de) Gettysburg, Marcha de Sherman, (Rendición de) Appomattox, (Batalla de) Antietam/Sharpsburg, Asesinato de Lincoln.","La Guerra Civil fue un conflicto en los Estados Unidos de 1861 a 1865 entre la Unión (estados del Norte) y la Confederación (estados del Sur). Se luchó principalmente por las cuestiones de la esclavitud y los derechos de los estados.

Aquí están algunos acontecimientos clave:  * Fort Sumter: Aquí se dispararon los primeros tiros de la Guerra Civil.
  * Proclamación de Emancipación: Una orden presidencial de Abraham Lincoln que declaraba libres a la mayoría de los esclavos en los estados confederados.
  * Vicksburg: Una importante victoria de la Unión que les dio el control del río Misisipi.
  * Gettysburg: Una victoria crucial de la Unión que marcó un punto de inflexión en la guerra.
  * Marcha de Sherman: Una destructiva campaña militar liderada por el general de la Unión William Tecumseh Sherman a través de Georgia y las Carolinas.
  * Appomattox: El lugar donde el general confederado Robert E. Lee se rindió al general de la Unión Ulysses S. Grant, poniendo fin efectivamente a la Guerra Civil.
  * Antietam/Sharpsburg: La batalla de un solo día más sangrienta de la historia de Estados Unidos.
  * Lincoln fue asesinado: El presidente Abraham Lincoln fue asesinado poco después de que terminara la guerra.","Ataque a Pearl Harbor
Fiesta del té de Boston
Declaración de Independencia"
94,La historia americana,Años 1800,Abraham Lincoln es reconocido por varias cosas. Nombre una de ellas. *,"Liberó a los esclavos (Proclamación de Emancipación), Salvó (o preservó) la Unión, Lideró a Estados Unidos durante la Guerra civil, Fue el decimosexto presidente de Estados Unidos, Emitió el Discurso de Gettysburg","Abraham Lincoln fue el 16º presidente de EE. UU. que lideró el país durante la Guerra Civil, preservó la Unión y emitió la Proclamación de Emancipación para liberar a las personas esclavizadas. También pronunció el famoso Discurso de Gettysburg.","Fundó los Estados Unidos (Convención Constitucional), Escribió la Declaración de Independencia, Se desempeñó como el primer presidente de los Estados Unidos, Lideró a los colonos durante la Revolución Americana, Negoció la Compra de Luisiana
Firmó la Declaración de Derechos (Primera Enmienda), Inventó la bombilla, Exploró el oeste americano (Expedición de Lewis y Clark), Compró Alaska a Rusia, Pronunció el discurso ""Tengo un sueño""
Fue autor de ""Sentido Común"" (Panfleto Revolucionario), Abolió la esclavitud (13ª Enmienda), Luchó por el sufragio femenino, Estableció el Servicio de Parques Nacionales, Supervisó la construcción del Canal de Panamá"
95,La historia americana,Años 1800,¿Para qué sirvió la Proclamación de la Emancipación?,"Liberó a los esclavos, Liberó a los esclavos de la Confederación, Liberó a los esclavos en los estados de la Confederación, Liberó a los esclavos en la mayoría de los estados del sur","La Proclamación de Emancipación, emitida por el presidente Abraham Lincoln durante la Guerra Civil Estadounidense, declaró libres a la mayoría de las personas esclavizadas en los estados confederados. Si bien no liberó inmediatamente a todos los esclavos, fue un paso fundamental hacia la abolición de la esclavitud en los Estados Unidos y cambió la naturaleza de la guerra para que también tratara sobre la libertad.","Estableció la Constitución
Concedió a las mujeres el derecho al voto
Terminó la Guerra Civil
Declaró la independencia de Gran Bretaña
Creó la Declaración de Derechos
Formó la Corte Suprema
Protegió la libertad religiosa
Garantizó la libertad de expresión
Proporcionó atención médica universal"
96,La historia americana,Años 1800,¿Qué guerra estadounidense abolió la esclavitud?,La Guerra civil,"La Guerra Civil, librada de 1861 a 1865, fue un conflicto entre los Estados Unidos y 11 estados del Sur que se separaron de la Unión, principalmente por la cuestión de la esclavitud. La victoria de la Unión puso fin efectivamente a la esclavitud en los EE. UU.","La Guerra Revolucionaria
La Guerra de 1812
La Guerra Mexicano-Americana"
97,La historia americana,Años 1800,"¿En qué enmienda, se establece que todas las personas nacidas o naturalizadas en Estados Unidos, y sujetas a su jurisdicción, son ciudadanas estadounidenses?",14a Enmienda,"La 14.ª Enmienda, ratificada el 9 de julio de 1868, es una parte crucial de la Constitución de los Estados Unidos. Su primera sección declara que todas las personas nacidas o naturalizadas en los Estados Unidos son ciudadanas, y garantiza la igual protección de las leyes a todos los ciudadanos, incluidas las personas anteriormente esclavizadas. Esta enmienda ha sido fundamental para muchas decisiones históricas de la Corte Suprema, estableciendo los derechos civiles y la igualdad de trato ante la ley.","10ma Enmienda
12a Enmienda
19a Enmienda"
98,La historia americana,Años 1800,¿Cuándo tuvieron derecho a votar todos los hombres?,"Luego de la Guerra Civil, Durante la Reconstrucción, (A partir de la) 15a Enmienda, En 1870","Después de la Guerra Civil, la 15ª Enmienda a la Constitución de los Estados Unidos fue ratificada en 1870, otorgando a todos los hombres, independientemente de su raza, el derecho al voto. Este período, conocido como Reconstrucción, tuvo como objetivo reconstruir el Sur e integrar a las personas anteriormente esclavizadas en la sociedad.","Antes de la Guerra Civil, Durante el Antebellum, (Con la) 10ª Enmienda, 1850
Antes de la Gran Depresión, Durante el Destino Manifiesto, (Con la) 13ª Enmienda, 1920
Después de la Primera Guerra Mundial, Durante los Felices Años Veinte, (Con la) 19ª Enmienda, 1900"
99,La historia americana,Años 1800,Nombre a una de las líderes del movimiento feminista del 1800.,"Susan B. Anthony, Elizabeth Cady Stanton, Sojourner Truth, Harriet Tubman, Lucretia Mott, Lucy Stone","El movimiento por los derechos de las mujeres en el siglo XIX se centró en lograr la igualdad de derechos para las mujeres, incluido el sufragio. Susan B. Anthony y Elizabeth Cady Stanton fueron figuras destacadas que cofundaron organizaciones como la American Equal Rights Association y la National Woman Suffrage Association. Otras líderes clave incluyeron a Sojourner Truth, Harriet Tubman, Lucretia Mott y Lucy Stone, quienes abogaron por el sufragio femenino y otros derechos, a menudo formando alianzas con el movimiento abolicionista.","Eleanor Roosevelt, Rosa Parks, Amelia Earhart, Clara Barton, Sacagawea, Harriet Tubman
Dolly Parton, Beyoncé, Taylor Swift, Rihanna, Madonna, Adele
Marilyn Monroe, Audrey Hepburn, Grace Kelly, Elizabeth Taylor, Katharine Hepburn, Bette Davis"
100,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,Mencione una guerra en la que los Estados Unidos pelearon durante los años,,Estados Unidos estuvo involucrado en varias guerras importantes durante el siglo XX. Estos conflictos tuvieron un impacto significativo en la política global y en la sociedad estadounidense.,"Guerra Francesa e India, Guerra Civil, Guerra Revolucionaria, Guerra de 1812, Guerra Mexicano-Americana
Guerra Hispanoamericana, Guerra Civil Americana, Guerra de Vietnam, Guerra del Golfo Pérsico, Operación Tormenta del Desierto
Guerra de 1812, Guerra Mexicano-Americana, Guerra Civil, Guerra Hispanoamericana, Guerra Mundial"
101,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,¿Por qué los Estados Unidos participó de la Primera Guerra Mundial?,"Debido al ataque contra barcos civiles estadounidenses por parte de Alemania, Para apoyar a los Aliados (Inglaterra, Francia, Italia y Rusia), Para oponerse al Potencias Centrales (Alemania, Austria-Hungría, el Imperio Otomano y Bulgaria)","Estados Unidos entró en la Primera Guerra Mundial debido a la guerra submarina sin restricciones de Alemania, que incluyó ataques a barcos civiles estadounidenses, y para apoyar a las Potencias Aliadas mientras se oponía a las Potencias Centrales. Antecedentes: En 1917, Alemania reanudó la guerra submarina sin restricciones, hundiendo barcos estadounidenses como el Aztec, lo que enfureció enormemente al público estadounidense y al presidente Wilson. Esto, combinado con el deseo de apoyar a las fuerzas aliadas y contrarrestar a las Potencias Centrales, llevó a Estados Unidos a declarar la guerra a Alemania.","Porque Japón atacó las bases (navales) de Estados Unidos, Para prevenir la expansión del comunismo (en Europa del Este y Asia), Para establecer la paz global (a través de una nueva organización internacional)
Para obtener nuevos territorios coloniales (en África y Asia), Para tomar represalias contra las sanciones económicas (impuestas por las potencias europeas), Para difundir la democracia (alrededor del mundo)
Porque México invadió pueblos (fronterizos) de Estados Unidos, Para adquirir valiosos recursos naturales (petróleo, caucho y minerales), Para apoyar a las Potencias del Eje (Alemania, Italia y Japón)"
102,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,¿Cuándo pudieron votar todas las mujeres?,"En 1920, Luego de la Primera Guerra Mundial, (A partir de la) 19a Enmienda","La 19ª Enmienda a la Constitución de los Estados Unidos otorgó a las mujeres el derecho al voto. Este logro histórico, ratificado en 1920, culminó décadas de defensa por parte del movimiento sufragista femenino, que se intensificó después de la Primera Guerra Mundial.","1945, Después de la Segunda Guerra Mundial, (Con la) 20ª Enmienda
1900, Antes de la Primera Guerra Mundial, (Con la) 18ª Enmienda
1970, Durante la Guerra de Vietnam, (Con la) 21ª Enmienda"
103,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,¿Qué fue la Gran Depresión?,La recesión económica más prolongada de la historia moderna,La Gran Depresión fue una grave depresión económica mundial que tuvo lugar principalmente durante la década de 1930. Fue la recesión económica más larga y generalizada de la historia moderna.,"El auge económico más corto de la antigüedad
El mayor escándalo político de la memoria reciente
El avance tecnológico más rápido en la historia humana"
104,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,¿Cuándo se inició la Gran Depresión?,"La Gran Crisis (1929), El derrumbe de la bolsa en 1929","La Gran Depresión comenzó con el colapso del mercado de valores en octubre de 1929, conocido como el Gran Crash, que desencadenó una grave recesión económica mundial.","La Gran Recesión (1939), Recesión económica de 1939
La burbuja del mercado (1919), Colapso financiero de 1919
La crisis bancaria (1909), Crisis crediticia de 1909"
105,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,¿Quién era presidente durante la Gran Depresión y la Segunda Guerra Mundial?,(Franklin) Roosevelt,Franklin Delano Roosevelt fue el 32º presidente de los Estados Unidos desde 1933 hasta 1945. Es conocido por haber liderado el país a través de la Gran Depresión con sus programas del New Deal y por su liderazgo durante la Segunda Guerra Mundial.,"(Herbert) Hoover
(Harry) Truman
(Woodrow) Wilson"
106,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,¿Por qué Estados Unidos participó en la Segunda Guerra Mundial?,"Por (el ataque a) Pearl Harbor, Por el ataque de Japón contra Pearl Harbor, Para apoyar a los Aliados (Inglaterra, Francia, Rusia), Para oponerse a las Potencias del Eje (Alemania, Italia y Japón)","Estados Unidos entró en la Segunda Guerra Mundial debido al ataque sorpresa a Pearl Harbor por parte de Japón, lo que impulsó a la nación a unirse oficialmente a las Potencias Aliadas (Inglaterra, Francia y Rusia) y oponerse activamente a las Potencias del Eje (Alemania, Italia y Japón).","(Bombardeo de) Nueva York, Alemania atacó Nueva York, Para apoyar a las Potencias Centrales (Alemania, Austria-Hungría y el Imperio Otomano), Para oponerse a las Potencias Aliadas (Inglaterra, Francia y Rusia)
(Asesinato de) el archiduque Franz Ferdinand, los serbios atacaron Austria-Hungría, Para apoyar a las Potencias del Eje (Alemania, Italia y Japón), Para oponerse a las Potencias Aliadas (Inglaterra, Francia y Rusia)
(Hundimiento del) Lusitania, los submarinos alemanes atacaron barcos de pasajeros, Para apoyar a las Potencias Aliadas (Alemania, Italia y Japón), Para oponerse a las Potencias del Eje (Inglaterra, Francia y Rusia)"
107,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,Dwight Eisenhower es reconocido por varias cosas. Nombre una de ellas.,"Fue General durante la Segunda Guerra Mundial, Fue presidente al finalizar (y durante) la Guerra contra Corea, Fue el presidente trigésimo cuarto de los Estados Unidos, Promulgó la Ley de autopistas interestatales en 1956 (que creó el Sistema interestatal)","Dwight D. Eisenhower fue una figura clave en la historia estadounidense, primero como Comandante Supremo de la Fuerza Expedicionaria Aliada en la Segunda Guerra Mundial, liderando la invasión del Día D. Más tarde, se convirtió en el 34º presidente de los EE. UU., conocido por poner fin a la Guerra de Corea y establecer el Sistema de Carreteras Interestatales.","Primer Presidente de los Estados Unidos, Escribió la Declaración de Independencia, Lideró el Movimiento por los Derechos Civiles
Lideró la Revolución Americana, Inventó la bombilla, Sirvió como Vicepresidente (durante) la Guerra Fría
Fue autor de la Proclamación de Emancipación, Fundó las Naciones Unidas, 40º presidente de los Estados Unidos"
108,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,¿Qué país fue el principal oponente de Estados Unidos durante la Guerra Fría?,"La Unión Soviética, La USSR, Rusia","Explicación: La Unión Soviética (también conocida como la URSS o Rusia) fue el principal adversario político e ideológico de Estados Unidos durante la Guerra Fría. Antecedentes: La Guerra Fría fue un período de tensión geopolítica entre Estados Unidos y sus aliados y la Unión Soviética y sus estados satélites, que duró desde el final de la Segunda Guerra Mundial a mediados de la década de 1940 hasta el colapso de la Unión Soviética en 1991. Se caracterizó por una carrera armamentista, guerras subsidiarias y una lucha por la influencia global, pero sin un conflicto militar directo a gran escala entre las dos superpotencias.","Alemania, Francia, Reino Unido
China, Japón, Italia
Canadá, México, Brasil"
109,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,¿Cuál fue la principal preocupación de los Estados Unidos durante la Guerra Fría?,"El comunismo, La guerra nuclear","Durante la Guerra Fría, la principal preocupación de EE. UU. fue la expansión del comunismo, una ideología política en la que el estado controla la economía y la sociedad, que veían como una amenaza para la democracia y el capitalismo. También estaban profundamente preocupados por la guerra nuclear, temiendo un conflicto devastador con la Unión Soviética, especialmente dado el desarrollo de bombas atómicas y misiles balísticos intercontinentales.","Socialismo, Recesión económica
Colonialismo, Disturbios civiles
Aislacionismo, Guerra Mundial"
110,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,¿Por qué los Estados Unidos participó en la Guerra de Corea?,Para detener la propagación del comunismo,"La Guerra de Corea (1950-1953) fue un conflicto entre Corea del Norte (apoyada por China y la Unión Soviética) y Corea del Sur (apoyada por las Naciones Unidas, principalmente Estados Unidos). Estados Unidos intervino para evitar que el gobierno comunista de Corea del Norte se apoderara de Corea del Sur, como parte de su política más amplia de la Guerra Fría de contener el comunismo a nivel mundial.","Para promover la democracia
Para obtener nuevos territorios
Para apoyar a la Unión Soviética"
111,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,¿Por qué los Estados Unidos participó en la Guerra de Vietnam?,Para detener la propagación del comunismo,"Estados Unidos entró en la Guerra de Vietnam principalmente para evitar la propagación del comunismo en el sudeste asiático, una política conocida como la ""teoría del dominó"". Esta teoría postulaba que si un país de una región caía en el comunismo, otros le seguirían pronto. Estados Unidos vio el conflicto en Vietnam como un frente crítico en la Guerra Fría más amplia contra la Unión Soviética y China.","Adquirir nuevos territorios
Establecer un nuevo gobierno
Proteger sus intereses económicos"
112,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,¿Qué logró el movimiento por los derechos civiles?,Luchó para abolir la discriminación racial,El Movimiento por los Derechos Civiles fue una lucha por la justicia social que tuvo lugar principalmente durante las décadas de 1950 y 1960 para que los afroamericanos obtuvieran la igualdad de derechos ante la ley en los Estados Unidos. Su objetivo principal era acabar con la discriminación y la segregación racial.,"Luchó para acabar con la segregación racial
Luchó por el sufragio femenino
Luchó contra la desigualdad económica"
113,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,"Martin Luther King, Jr. es célebre por muchos motivos. Mencione uno. *","Luchó por los derechos civiles, Peleó por la igualdad para todos los estadounidenses, Trabajó para garantizar que la gente no fuera ""juzgada por el color de su piel, sino por su carácter""","Martin Luther King, Jr. fue un líder en el Movimiento por los Derechos Civiles en Estados Unidos. Abogó por la igualdad de derechos y el fin de la discriminación contra los afroamericanos, expresando famosamente su esperanza de que las personas fueran juzgadas por su carácter, no por el color de su piel.","Se convirtió en el primer presidente afroamericano, Escribió la Declaración de Independencia, Inventó la bombilla
Descubrió América, Lideró el Boston Tea Party, Firmó la Proclamación de Emancipación
Luchó en la Guerra Civil, Fundó la Cruz Roja, Fue un general en la Guerra Revolucionaria"
114,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,¿Por qué los Estados Unidos participó en la Guerra del Golfo Pérsico?,Para exigir el retiro de las tropas iraquíes de Kuwait,"Estados Unidos intervino en la Guerra del Golfo Pérsico para liberar Kuwait después de la invasión de Irak en agosto de 1990. La comunidad internacional condenó ampliamente la invasión, y Estados Unidos, liderando una coalición de fuerzas, lanzó la Operación Tormenta del Desierto para expulsar a las tropas iraquíes de Kuwait.","Para proteger el suministro de petróleo
Para liberar a Kuwait de la ocupación iraquí
Para establecer la democracia en el Medio Oriente"
115,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,¿Qué suceso de gran magnitud ocurrió el 11 de septiembre de 2001 en los Estados Unidos?*,"Terroristas atacaron los Estados Unidos., Los terroristas secuestraron dos aviones y los estrellaron contra el World Trade Center de Nueva York, Los terroristas secuestraron un avión y lo estrellaron contra el Pentágono, ubicado en Arlington, Virginia, Los terroristas secuestraron un avión, cuyo objetivo en realidad era Washington D.C., y lo estrellaron contra un campo en Pensilvania.","El 11 de septiembre de 2001, una serie de cuatro ataques terroristas coordinados por el grupo terrorista islámico al-Qaeda contra los Estados Unidos resultaron en el colapso de las torres del World Trade Center en la ciudad de Nueva York y graves daños al Pentágono en Arlington, Virginia. Un cuarto avión, que se cree se dirigía a Washington D.C., se estrelló en un campo en Pensilvania después de que los pasajeros y la tripulación intentaran recuperar el control.","Terroristas atacaron las Torres Gemelas, Terroristas estrellaron aviones contra la Casa Blanca y el Capitolio, Terroristas usaron bombas para atacar ciudades importantes, Terroristas intentaron secuestrar un tren
Terroristas atacaron edificios gubernamentales, Terroristas tomaron dos aviones y los estrellaron contra el Empire State Building, Terroristas tomaron un avión y lo estrellaron contra la Estatua de la Libertad, Terroristas tomaron un avión originalmente dirigido a la ciudad de Nueva York y se estrelló en un lago en Canadá
Terroristas atacaron bases militares, Terroristas tomaron dos aviones y los estrellaron contra el Puente Golden Gate, Terroristas tomaron un avión y lo estrellaron contra el Monte Rushmore, Terroristas tomaron un avión originalmente dirigido a Los Ángeles y se estrelló en un desierto en Arizona"
116,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,Nombre uno de los conflictos bélicos estadounidenses que ocurrieron luego de los ataques del 11 de septiembre de 2001.,"Guerra (Mundial) contra el Terrorismo, Guerra de Afganistán, Guerra de Irak","Los ataques del 11 de septiembre de 2001 impulsaron a Estados Unidos a lanzar operaciones militares, incluida la Guerra Global contra el Terrorismo, que abarcó la Guerra de Afganistán y la Guerra de Irak, para combatir el terrorismo y los regímenes asociados.","Guerra (Civil) de Corea, Guerra de Vietnam, Segunda Guerra Mundial
(Desierto) Golfo Pérsico, Guerra en Europa, Guerra en Cuba
(Fría) Carrera espacial, Guerra en Rusia, Guerra en Berlín"
117,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,Nombre una de las tribus nativas americanas de Estados Unidos.,"Apache, Pies negros, Cayuga, Cheroqui, Cheyenne, Chippewa, Choctaw, Creek, Cuervo, Hopi, Huron, Inupiat, Lakota, Mohawk, Mohegan, Navajo, Oneida, Onondaga, Pueblo, Seminole, Seneca, Shawnee, Sioux, Teton, Tuscarora Para conocer la lista completa, por favor diríjase a bia.gov.","Estas son algunas de las muchas tribus indígenas americanas reconocidas a nivel federal en los Estados Unidos. Estas tribus representan diversas culturas, idiomas e historias, y son naciones soberanas con sus propios gobiernos y tradiciones.","Alemania, Francia, España
Manzana, Plátano, Naranja
Perro, Gato, Pájaro"
118,La historia americana,Historia Estadounidense Reciente y Otra Información Histórica Importante,Nombre un ejemplo de innovación estadounidense.,"Bombilla, Automóvil (autos, combustible), Rascacielos, Aviones, Producción en cadena, Aterrizaje en la Luna, Circuito integrado (CI)","Estados Unidos tiene una rica historia de innovación, lo que ha llevado a muchos inventos que han impactado significativamente al mundo. Estas innovaciones demuestran el ingenio estadounidense y su contribución al progreso global. Aquí hay algunos ejemplos clave: * Bombilla: Inventada por Thomas Edison, revolucionó la iluminación y extendió las horas productivas. * Automóvil (coches, motor de combustión interna): Iniciado por figuras como Henry Ford, transformó el transporte y la fabricación. * Rascacielos: Arquitectos e ingenieros estadounidenses lideraron el desarrollo de estos edificios altos, cambiando los paisajes urbanos. * Avión: Inventado por los hermanos Wright, marcó el comienzo de la era de los viajes aéreos. * Cadena de montaje: Desarrollada por Henry Ford, aumentó drásticamente la eficiencia en la fabricación. * Aterrizaje en la luna: Un logro monumental del programa Apolo, que muestra la destreza científica y de ingeniería estadounidense. * Circuito integrado (CI): Un invento fundamental de la era de la electrónica, que permitió el desarrollo de computadoras y tecnología moderna.","Pirámides, Gran Muralla China (estructura de defensa antigua), Coliseo, Imprenta, Brújula, Pólvora, Ruta de la Seda (ruta comercial)
Tipos móviles, Papel (material de escritura), Porcelana, Cohetes, Ábaco, Astrolabio, Sismógrafo (detector de terremotos)
Zigurats, Partenón (templo griego antiguo), Acueducto, Estribo, Carretilla, Molino de agua, Reloj de sol (dispositivo para decir la hora)"
119,Símbolos y Días Feriados,Símbolos,¿Cuál es la capital de los Estados Unidos?,"Washington, D.C.","Washington, D.C. es la capital de los Estados Unidos. Es un distrito federal, no forma parte de ningún estado, y fue establecido en 1790 para servir como sede permanente del gobierno de los Estados Unidos.","Nueva York, N.Y.
Los Ángeles, C.A.
Chicago, I.L."
120,Símbolos y Días Feriados,Símbolos,¿Dónde está la Estatua de la Libertad?,"(El puerto de) Nueva York, Liberty Island [Otras respuestas aceptables son Nueva Jersey, cerca de la Ciudad de Nueva York y en el (Río) Hudson.]","La Estatua de la Libertad está ubicada en el puerto de Nueva York, específicamente en Liberty Island. Es un famoso símbolo de libertad y democracia, regalado a los Estados Unidos por Francia.","Los Ángeles (Playa), Hollywood Hills [También son aceptables Las Vegas, cerca de San Francisco y en el (Río) Colorado.]
Chicago (Loop), Millennium Park [También son aceptables Miami, cerca de Washington D.C. y en el (Río) Misisipi.]
Boston (Puerto), Freedom Trail [También son aceptables Filadelfia, cerca de Atlanta y en el (Río) Potomac.]"
121,Símbolos y Días Feriados,Símbolos,¿Por qué hay 13 franjas en la bandera? *,"Porque representan las 13 colonias originales, Porque las franjas representan las colonias originales",Las 13 franjas de la bandera representan las 13 colonias británicas originales que declararon su independencia y formaron los Estados Unidos.,"(Porque había) 13 padres fundadores, (Porque las franjas) representan las 13 virtudes
(Porque había) 13 estados en la unión, (Porque las franjas) significan 13 años de independencia
(Porque había) 13 eventos históricos, (Porque las franjas) conmemoran 13 héroes"
